a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
336.00,605.00,135.00,551.00,42.00,44.55,234.80,198.36,182.00,124.25,103.18,97.88,161.00,75.34,108.52,109.06,75.11,26.63,278.36,184.38,9.00,19.71,65.52,53.12,74.33,59.76,144.30,54.62,45.00,184.20,262.44,317.99,362.50,137.10,358.83,238.16,17.00,8.88,31.87,29.31,17.26,30.82,11.16,78.23,36.00,328.31,326.19,588.00,5.00,587.79,586.81,708.00,11.00,148.16,147.06,371.00,11.00,593.50,589.94,990.00,7.00,34.05,32.88,216.00,11.00,1,주먹 쥐기 (Fist)
281.00,530.00,125.00,460.00,51.00,49.50,229.69,204.24,187.63,117.45,109.53,104.06,168.00,95.32,89.29,124.60,96.08,30.31,289.86,189.03,12.00,50.78,49.46,88.85,48.02,86.65,111.28,66.05,82.00,345.28,100.26,423.80,215.41,303.86,195.67,390.82,150.00,30.76,7.29,59.73,32.76,40.07,25.55,54.82,5.00,327.94,325.75,562.00,5.00,586.58,585.50,740.00,11.00,145.90,144.75,364.00,9.00,583.86,579.50,1070.00,5.00,36.02,34.81,203.00,10.00,1,주먹 쥐기 (Fist)
224.00,594.00,115.00,540.00,36.00,192.35,84.79,333.42,155.98,234.82,57.77,42.13,23.00,95.32,89.29,124.60,96.08,30.31,289.86,189.03,12.00,75.96,31.49,108.52,27.31,97.26,122.13,66.77,52.00,420.05,99.99,405.77,179.63,280.90,265.07,337.00,74.00,26.37,12.30,56.94,36.24,37.74,28.61,53.39,1.00,319.64,316.69,578.00,5.00,586.58,585.50,793.00,12.00,144.22,142.88,368.00,9.00,579.14,574.75,1106.00,4.00,35.61,34.44,198.00,9.00,1,주먹 쥐기 (Fist)
296.00,616.00,130.00,627.00,39.00,223.07,67.90,335.98,125.00,237.64,25.84,23.74,55.00,85.89,84.99,135.55,107.07,29.59,298.94,179.50,1.00,91.21,16.26,103.16,47.30,76.44,129.85,56.71,73.00,374.47,53.75,459.34,128.38,328.48,292.23,324.07,19.00,35.97,6.93,47.16,25.50,20.81,30.92,59.27,18.00,317.68,314.69,617.00,5.00,587.30,586.19,771.00,11.00,142.94,141.56,372.00,9.00,582.69,578.19,1161.00,5.00,36.51,35.50,192.00,9.00,1,주먹 쥐기 (Fist)
328.00,540.00,192.00,627.00,16.00,250.04,86.75,307.78,120.02,205.71,53.25,35.16,22.00,99.37,104.36,127.02,108.34,50.13,319.56,158.75,20.00,81.13,45.61,132.54,49.77,75.10,158.51,42.80,103.00,337.74,33.28,513.96,120.33,267.60,319.88,315.18,106.00,32.85,8.17,62.13,13.60,18.77,29.11,71.50,33.00,315.43,312.62,576.00,5.00,586.07,584.88,837.00,12.00,145.24,143.44,407.00,9.00,588.11,583.62,1151.00,7.00,35.90,34.56,204.00,9.00,1,주먹 쥐기 (Fist)
378.00,583.00,151.00,551.00,16.00,212.37,3.40,385.25,30.07,165.79,121.11,110.44,68.00,92.14,76.43,105.52,76.90,72.26,338.71,127.79,52.00,86.04,59.05,141.84,64.85,59.67,144.80,53.30,87.00,339.87,49.99,505.54,140.69,257.94,300.08,323.15,85.00,49.25,32.75,74.78,17.00,7.81,49.41,46.03,7.00,321.32,318.25,619.00,5.00,588.00,586.88,837.00,11.00,146.22,144.44,432.00,8.00,589.32,584.94,1174.00,8.00,34.56,32.94,190.00,8.00,1,주먹 쥐기 (Fist)
336.00,520.00,174.00,594.00,33.00,227.01,56.71,384.86,60.90,125.18,113.55,76.03,13.00,97.60,115.55,178.31,94.20,90.36,338.98,84.16,126.00,103.72,69.25,132.13,62.13,76.44,151.41,32.57,110.00,345.51,54.03,494.54,138.60,268.92,310.10,315.26,96.00,44.45,30.09,77.34,15.30,9.55,54.21,41.08,2.00,324.60,321.69,630.00,5.00,583.60,582.25,867.00,10.00,147.81,145.88,444.00,7.00,590.00,585.62,1217.00,9.00,34.84,33.25,193.00,7.00,1,주먹 쥐기 (Fist)
304.00,551.00,140.00,540.00,24.00,221.45,51.70,392.05,57.38,117.56,119.86,76.25,5.00,98.85,116.75,181.08,86.45,95.53,345.30,83.90,116.00,103.72,69.25,132.13,62.13,76.44,151.41,32.57,110.00,311.67,78.73,512.50,181.22,286.34,328.01,275.97,139.00,62.39,30.28,59.70,4.24,15.24,64.99,27.42,16.00,324.13,321.19,654.00,6.00,583.01,581.62,798.00,9.00,147.81,145.88,458.00,8.00,587.44,582.94,1260.00,7.00,33.75,32.12,188.00,8.00,1,주먹 쥐기 (Fist)
336.00,605.00,151.00,649.00,42.00,236.14,51.50,380.28,43.05,117.49,135.71,84.74,11.00,102.61,95.59,142.87,65.01,42.06,289.57,116.08,172.00,134.39,47.42,122.58,67.62,45.96,122.95,6.64,141.00,364.38,24.22,549.89,195.39,254.82,316.41,221.09,194.00,50.23,38.71,63.53,17.26,18.91,66.10,27.19,30.00,325.14,322.19,678.00,6.00,579.19,578.12,785.00,10.00,149.58,147.81,403.00,8.00,591.06,586.38,1170.00,10.00,34.65,33.00,203.00,7.00,1,주먹 쥐기 (Fist)
344.00,605.00,162.00,616.00,31.00,252.14,43.83,386.28,37.48,102.48,126.54,71.46,5.00,103.71,104.51,153.62,54.01,44.18,281.08,126.47,183.00,114.19,71.05,103.46,46.62,37.28,100.55,26.48,165.00,190.08,190.65,392.20,76.06,82.68,206.78,77.20,371.00,50.23,38.71,63.53,17.26,18.91,66.10,27.19,30.00,326.17,323.19,600.00,6.00,579.90,578.81,763.00,9.00,147.82,146.31,396.00,8.00,577.73,575.31,971.00,7.00,34.65,33.00,203.00,8.00,1,주먹 쥐기 (Fist)
336.00,572.00,162.00,583.00,18.00,182.45,119.13,308.29,41.44,73.67,162.84,20.32,83.00,103.71,104.51,153.62,54.01,44.18,281.08,126.47,183.00,111.16,75.94,98.13,50.33,32.06,102.92,20.57,159.00,208.20,177.71,389.02,54.08,86.06,186.93,79.31,393.00,50.67,37.35,65.38,19.24,20.89,68.07,25.50,28.00,320.51,318.31,563.00,6.00,579.90,578.81,730.00,9.00,147.40,145.94,348.00,7.00,579.09,576.69,973.00,7.00,34.58,32.88,200.00,9.00,1,주먹 쥐기 (Fist)
352.00,551.00,186.00,594.00,11.00,173.07,133.26,302.42,42.45,57.68,145.90,25.68,66.00,61.36,91.19,231.41,33.02,77.82,234.51,62.37,96.00,135.61,90.68,112.88,43.28,43.99,101.23,50.13,93.00,250.21,200.80,327.90,81.47,23.53,248.56,66.48,329.00,52.97,46.04,70.10,33.84,27.94,49.59,50.27,53.00,319.32,317.25,483.00,5.00,574.30,573.38,633.00,8.00,151.62,150.06,330.00,6.00,582.96,580.69,909.00,6.00,33.50,31.31,195.00,9.00,1,주먹 쥐기 (Fist)
369.00,530.00,217.00,672.00,24.00,210.19,145.19,238.70,137.44,68.62,95.56,118.99,30.00,65.37,82.38,224.61,34.79,86.02,225.21,62.79,86.00,157.38,145.12,90.67,92.35,37.33,135.72,9.92,148.00,284.44,266.08,288.08,135.51,85.57,221.05,100.23,396.00,56.82,69.84,55.28,28.44,10.41,52.66,28.20,29.00,325.29,323.25,485.00,5.00,574.87,574.00,558.00,7.00,155.86,153.50,324.00,7.00,587.53,584.88,965.00,9.00,31.85,29.81,188.00,8.00,1,주먹 쥐기 (Fist)
387.00,661.00,140.00,616.00,26.00,251.69,241.21,142.75,175.70,53.57,88.71,36.81,69.00,104.00,40.66,247.39,78.77,104.11,267.25,56.47,131.00,160.76,157.13,76.19,88.96,23.13,120.75,8.68,133.00,294.29,294.10,308.73,124.20,85.33,207.36,69.76,363.00,56.82,71.40,53.29,26.48,8.81,53.51,29.42,31.00,331.65,329.44,455.00,6.00,577.99,576.81,656.00,8.00,156.65,154.44,370.00,7.00,589.63,586.94,943.00,8.00,31.74,29.69,176.00,7.00,1,주먹 쥐기 (Fist)
361.00,551.00,180.00,561.00,33.00,258.48,262.28,143.20,156.98,33.02,98.54,45.16,44.00,72.01,57.18,216.26,89.07,135.46,282.70,60.89,163.00,159.69,162.95,63.84,65.31,32.84,137.68,21.29,157.00,314.17,285.32,216.37,222.77,184.36,123.63,31.05,263.00,54.17,73.05,51.57,26.31,17.33,45.08,28.18,22.00,333.29,331.00,473.00,5.00,576.02,574.81,766.00,9.00,158.26,155.94,389.00,7.00,583.11,580.69,847.00,6.00,31.07,29.12,165.00,7.00,1,주먹 쥐기 (Fist)
281.00,583.00,135.00,583.00,28.00,265.96,255.07,99.03,192.85,67.23,144.46,72.10,3.00,72.01,57.18,216.26,89.07,135.46,282.70,60.89,163.00,159.69,162.95,63.84,65.31,32.84,137.68,21.29,157.00,269.63,234.21,222.64,242.99,227.86,50.65,100.38,190.00,56.57,75.18,48.09,22.36,18.41,41.42,30.00,18.00,330.59,328.06,545.00,5.00,576.02,574.81,776.00,10.00,158.26,155.94,434.00,8.00,587.37,585.25,828.00,8.00,31.28,29.38,152.00,7.00,1,주먹 쥐기 (Fist)
344.00,605.00,151.00,572.00,28.00,261.26,249.85,104.99,197.61,73.48,151.09,76.40,11.00,72.01,57.18,216.26,89.07,135.46,282.70,60.89,163.00,149.18,147.84,78.83,81.05,16.84,127.65,36.49,173.00,252.90,213.36,206.23,262.23,236.90,66.79,83.39,211.00,44.85,61.52,59.93,24.17,12.86,38.87,42.05,4.00,331.11,328.56,553.00,5.00,576.02,574.81,723.00,9.00,159.16,156.94,440.00,8.00,588.63,586.56,748.00,8.00,30.28,28.50,143.00,7.00,1,주먹 쥐기 (Fist)
312.00,561.00,180.00,696.00,33.00,235.61,218.99,99.95,223.03,86.42,147.85,75.93,20.00,89.35,88.18,192.35,117.18,110.61,252.63,45.15,194.00,104.35,100.64,99.33,90.35,63.49,182.19,33.44,118.00,70.49,146.82,107.56,277.11,21.93,232.20,284.25,25.00,27.89,47.02,60.73,10.77,30.09,29.21,24.09,22.00,332.84,330.50,528.00,6.00,577.86,576.75,703.00,9.00,162.42,160.38,459.00,9.00,602.94,601.31,792.00,7.00,28.68,27.38,133.00,6.00,1,주먹 쥐기 (Fist)
352.00,661.00,84.00,561.00,51.00,115.33,144.71,51.21,188.17,46.98,107.24,107.01,108.00,128.87,143.98,224.19,111.61,109.33,292.07,100.91,127.00,133.77,108.77,117.86,118.68,74.59,207.27,63.68,87.00,63.34,166.94,128.44,258.97,8.31,214.01,267.92,4.00,42.88,50.00,73.70,25.32,40.33,17.14,10.76,37.00,339.69,338.50,496.00,9.00,582.39,580.94,781.00,10.00,161.23,158.44,540.00,10.00,604.13,602.62,840.00,7.00,30.07,28.31,148.00,8.00,1,주먹 쥐기 (Fist)
296.00,616.00,130.00,627.00,57.00,115.33,144.71,51.21,188.17,46.98,107.24,107.01,108.00,128.87,143.98,224.19,111.61,109.33,292.07,100.91,127.00,133.77,108.77,117.86,118.68,74.60,207.27,63.68,87.00,63.34,166.94,128.44,258.97,8.31,214.01,267.92,4.00,60.05,45.44,88.19,28.65,48.49,35.12,24.61,19.00,339.69,338.50,520.00,10.00,582.39,580.94,750.00,9.00,161.23,158.44,524.00,9.00,604.13,602.62,906.00,8.00,31.81,29.44,131.00,7.00,1,주먹 쥐기 (Fist)
281.00,572.00,145.00,551.00,24.00,161.03,100.59,98.21,195.88,78.20,153.44,110.20,61.00,135.15,133.48,231.25,109.29,82.57,268.97,130.77,95.00,176.40,68.16,128.38,76.55,30.40,185.60,105.44,40.00,133.37,163.83,193.27,198.12,82.52,186.19,284.38,80.00,66.60,39.76,87.12,22.02,40.80,29.75,19.88,27.00,337.05,335.56,485.00,7.00,584.29,582.94,751.00,9.00,158.13,155.50,498.00,8.00,599.49,597.88,906.00,8.00,32.13,29.94,164.00,8.00,1,주먹 쥐기 (Fist)
328.00,572.00,162.00,605.00,14.00,204.45,56.60,125.60,148.56,46.03,116.87,88.00,111.00,136.45,142.91,239.88,98.33,86.32,257.97,139.28,84.00,168.66,79.11,136.26,83.10,33.94,175.59,113.70,29.00,80.08,122.84,157.76,238.21,112.23,144.67,287.25,134.00,65.49,41.76,89.03,23.35,40.66,30.11,19.80,29.00,333.76,332.44,490.00,7.00,583.61,582.25,688.00,8.00,158.80,156.19,492.00,8.00,602.73,601.25,917.00,9.00,32.07,29.81,157.00,7.00,1,주먹 쥐기 (Fist)
378.00,561.00,162.00,572.00,31.00,179.43,74.07,147.80,168.68,82.34,128.12,72.60,153.00,120.19,103.88,205.40,103.41,127.32,230.16,163.46,43.00,173.31,72.01,125.48,92.66,45.90,164.34,119.82,17.00,98.99,144.81,146.80,252.21,106.11,122.68,282.72,156.00,65.15,43.28,90.31,21.93,38.86,28.45,19.10,27.00,336.55,335.06,508.00,7.00,585.98,584.81,668.00,8.00,158.01,155.44,458.00,7.00,601.40,599.88,896.00,10.00,31.94,29.69,165.00,7.00,1,주먹 쥐기 (Fist)
320.00,530.00,224.00,661.00,16.00,177.68,74.56,163.20,155.86,72.09,113.24,81.61,137.00,133.92,114.04,201.63,123.49,136.54,233.27,171.68,22.00,189.73,98.13,145.18,82.08,107.78,151.33,158.55,67.00,94.71,98.34,267.66,180.31,27.96,90.55,241.01,277.00,67.50,44.73,86.98,17.00,45.18,36.35,25.03,35.00,337.48,336.06,534.00,10.00,584.77,583.50,645.00,7.00,163.94,160.69,509.00,7.00,608.90,607.44,876.00,8.00,31.63,29.19,162.00,7.00,1,주먹 쥐기 (Fist)
405.00,627.00,115.00,470.00,26.00,210.28,64.16,185.27,125.17,68.01,179.07,39.00,206.00,114.02,120.32,222.95,119.51,124.40,251.83,174.52,0.00,165.43,104.98,169.29,50.61,112.85,180.95,173.92,103.00,108.54,116.49,264.93,69.05,167.00,264.23,217.98,456.00,79.24,39.40,70.98,32.02,50.99,29.56,10.12,19.00,342.18,340.38,611.00,10.00,586.21,584.88,742.00,8.00,162.11,158.44,607.00,7.00,598.54,596.25,1034.00,11.00,30.54,28.19,161.00,7.00,1,주먹 쥐기 (Fist)
273.00,540.00,217.00,732.00,24.00,153.51,112.77,235.99,58.18,57.72,224.29,63.94,277.00,178.86,65.86,191.97,55.11,60.37,315.32,173.70,65.00,215.02,59.25,121.27,46.65,78.87,234.74,189.82,158.00,92.90,142.30,149.36,184.39,225.39,363.69,234.99,572.00,85.99,34.01,68.57,34.44,44.06,26.37,17.03,26.00,338.16,335.94,735.00,9.00,582.23,580.81,796.00,8.00,166.08,161.88,709.00,8.00,606.64,603.50,1263.00,11.00,30.14,27.75,150.00,4.00,1,주먹 쥐기 (Fist)
387.00,594.00,101.00,460.00,33.00,201.76,64.26,193.24,94.03,46.10,231.71,101.87,328.00,158.27,87.86,176.44,63.29,61.20,328.11,170.31,87.00,154.02,120.24,123.40,103.81,17.93,273.90,201.85,219.00,77.34,25.79,235.11,214.89,209.47,420.36,265.88,695.00,71.15,49.00,57.86,48.38,43.01,14.17,31.73,41.00,341.55,339.12,833.00,10.00,583.61,582.19,829.00,9.00,163.03,158.06,801.00,9.00,600.00,595.81,1524.00,12.00,30.92,28.69,152.00,7.00,1,주먹 쥐기 (Fist)
273.00,530.00,198.00,627.00,28.00,123.50,118.34,189.62,152.12,52.60,203.58,161.71,407.00,173.89,74.20,196.32,81.94,81.97,325.91,161.62,108.00,165.14,111.96,132.95,101.71,18.40,274.17,201.68,231.00,73.84,58.79,243.70,187.41,182.20,415.99,270.99,728.00,57.40,61.99,42.03,56.04,27.15,31.13,19.23,24.00,337.00,334.19,930.00,11.00,582.39,580.88,872.00,10.00,163.91,158.81,867.00,10.00,602.09,597.88,1613.00,12.00,31.59,29.75,144.00,8.00,1,주먹 쥐기 (Fist)
296.00,520.00,156.00,530.00,12.00,73.33,153.85,133.27,200.01,98.18,267.11,131.42,334.00,178.79,76.63,197.38,86.45,77.47,333.54,168.67,98.00,128.19,124.15,87.32,41.76,79.39,237.29,188.02,292.00,124.19,108.52,102.38,154.15,93.39,319.77,282.93,870.00,63.71,61.02,43.15,66.24,19.68,40.80,20.87,12.00,332.47,329.62,935.00,11.00,581.83,580.25,751.00,9.00,159.52,155.00,832.00,9.00,593.17,589.00,1654.00,13.00,31.15,29.00,158.00,8.00,1,주먹 쥐기 (Fist)
369.00,616.00,162.00,672.00,39.00,74.70,153.92,116.39,188.81,84.25,250.22,128.94,352.00,190.53,118.44,160.03,52.43,56.40,288.77,127.85,143.00,131.78,133.01,78.28,52.50,90.22,215.96,179.28,314.00,101.71,60.73,139.83,209.31,144.02,265.04,285.49,926.00,61.87,52.46,54.23,61.03,29.93,45.72,31.68,1.00,331.19,328.50,982.00,12.00,578.73,577.44,737.00,9.00,160.81,156.38,798.00,10.00,596.96,592.50,1741.00,13.00,31.99,29.81,178.00,8.00,1,주먹 쥐기 (Fist)
352.00,672.00,105.00,594.00,51.00,80.06,148.12,116.62,181.64,81.53,254.02,133.19,343.00,226.99,57.47,272.05,166.72,67.45,232.77,15.34,264.00,160.81,64.97,153.11,119.92,81.51,155.75,139.74,389.00,113.61,68.23,134.36,216.67,124.13,293.66,295.35,893.00,70.18,34.79,69.04,78.34,19.27,53.29,13.78,17.00,330.58,327.94,919.00,11.00,586.67,585.00,761.00,9.00,156.60,151.69,810.00,8.00,598.95,594.56,1797.00,14.00,33.44,30.94,185.00,7.00,1,주먹 쥐기 (Fist)
304.00,530.00,186.00,561.00,31.00,60.80,171.01,95.14,168.43,58.83,247.44,152.08,320.00,185.80,27.67,271.90,183.81,93.56,263.31,43.34,317.00,120.43,115.64,139.21,116.25,55.59,163.19,112.23,440.00,97.32,47.76,155.23,237.78,138.29,300.77,310.75,871.00,72.70,32.27,68.70,79.12,17.06,50.35,16.72,14.00,331.85,329.38,904.00,11.00,583.52,581.69,881.00,9.00,159.84,154.88,875.00,9.00,597.63,593.19,1819.00,14.00,33.60,31.12,205.00,6.00,1,주먹 쥐기 (Fist)
304.00,605.00,130.00,561.00,31.00,99.84,142.51,126.91,203.49,49.64,214.10,191.62,280.00,185.80,27.67,271.90,183.81,93.56,263.31,43.34,317.00,140.12,103.35,121.15,95.52,35.42,182.06,98.58,461.00,87.38,37.54,162.46,240.97,128.09,305.44,300.55,882.00,75.66,31.84,65.84,76.24,19.87,52.88,14.31,17.00,329.40,326.88,872.00,10.00,583.52,581.69,912.00,9.00,158.68,153.56,902.00,9.00,596.98,592.50,1695.00,13.00,33.76,31.31,200.00,5.00,1,주먹 쥐기 (Fist)
320.00,572.00,151.00,572.00,31.00,92.05,142.04,128.41,207.12,57.44,206.20,199.36,272.00,196.80,38.64,265.03,189.03,104.56,254.99,38.89,306.00,169.07,113.79,98.58,104.65,59.11,155.22,124.24,432.00,37.46,116.33,157.45,129.03,177.61,192.41,424.55,758.00,73.72,30.61,67.16,76.84,20.11,53.38,13.50,19.00,329.88,327.38,848.00,9.00,584.19,582.38,845.00,9.00,156.78,151.75,827.00,8.00,588.69,584.75,1571.00,12.00,33.65,31.19,182.00,5.00,1,주먹 쥐기 (Fist)
312.00,561.00,140.00,520.00,28.00,126.52,173.35,89.28,172.79,86.57,185.48,232.67,232.00,112.47,75.36,232.21,113.72,170.11,268.39,110.93,206.00,120.99,62.37,93.93,59.67,78.87,145.10,180.22,376.00,75.30,153.89,130.59,110.37,197.66,232.41,387.02,799.00,56.82,8.54,60.88,55.46,41.44,67.73,26.16,4.00,327.35,324.88,800.00,8.00,577.61,576.12,811.00,9.00,159.26,155.25,792.00,8.00,586.34,582.19,1557.00,11.00,31.91,29.75,179.00,6.00,1,주먹 쥐기 (Fist)
304.00,540.00,156.00,530.00,28.00,121.32,165.50,94.30,168.43,85.44,188.23,237.54,224.00,108.22,147.69,159.86,181.65,200.33,203.24,35.09,282.00,110.13,37.49,74.08,81.41,93.21,127.92,156.25,402.00,163.03,213.40,40.95,204.84,104.81,196.37,458.23,702.00,55.53,20.79,34.17,50.25,33.12,38.75,24.97,25.00,327.81,325.38,793.00,8.00,572.84,571.38,788.00,9.00,160.71,156.88,793.00,10.00,580.32,576.12,1491.00,10.00,29.40,27.94,146.00,5.00,1,주먹 쥐기 (Fist)
304.00,594.00,162.00,605.00,28.00,116.82,153.95,86.44,149.40,107.64,167.43,232.35,247.00,95.71,137.16,175.88,175.11,221.94,181.54,19.14,304.00,112.55,34.56,58.55,90.60,77.22,144.77,168.29,385.00,125.78,216.40,56.28,202.99,118.57,232.17,486.73,648.00,53.34,17.89,37.47,46.27,36.98,36.19,28.34,29.00,329.09,326.81,746.00,7.00,574.24,572.75,842.00,9.00,161.72,157.94,782.00,10.00,583.68,579.50,1512.00,10.00,29.62,28.19,136.00,5.00,1,주먹 쥐기 (Fist)
312.00,530.00,145.00,551.00,33.00,113.26,149.64,102.25,140.46,117.75,152.30,236.25,263.00,131.35,128.72,193.19,134.71,234.47,161.12,44.81,346.00,103.74,24.48,59.62,104.62,78.88,158.51,176.06,368.00,147.43,174.69,90.91,149.35,172.40,286.15,500.84,594.00,39.59,26.69,38.87,51.88,29.81,38.57,9.86,10.00,328.12,325.81,704.00,7.00,571.71,570.12,895.00,10.00,160.71,156.88,799.00,11.00,580.32,576.12,1533.00,10.00,30.55,29.38,124.00,5.00,1,주먹 쥐기 (Fist)
312.00,583.00,140.00,561.00,31.00,96.88,100.28,147.22,90.80,157.62,189.90,201.88,197.00,109.42,145.71,171.41,143.11,219.42,170.67,66.79,368.00,88.09,9.74,43.27,117.69,57.41,155.91,174.68,390.00,149.96,163.69,100.39,151.21,169.18,278.68,501.79,605.00,39.59,26.69,38.87,51.88,29.81,38.57,9.86,10.00,323.75,321.69,646.00,6.00,573.09,571.50,917.00,11.00,159.41,155.50,742.00,9.00,579.65,575.44,1454.00,9.00,30.55,29.38,111.00,4.00,1,주먹 쥐기 (Fist)
320.00,572.00,174.00,627.00,33.00,96.88,100.28,147.22,90.80,157.62,189.90,201.88,197.00,70.48,187.36,166.43,107.20,259.57,130.78,31.24,326.00,49.10,43.29,14.94,86.31,96.30,127.79,162.27,340.00,149.56,141.83,102.37,184.62,143.82,278.94,486.70,571.00,22.84,40.11,24.85,46.53,44.33,23.60,8.70,7.00,323.75,321.69,569.00,5.00,575.61,574.12,831.00,11.00,155.46,152.38,667.00,9.00,577.29,573.31,1329.00,9.00,31.39,30.44,103.00,4.00,1,주먹 쥐기 (Fist)
320.00,616.00,125.00,530.00,20.00,76.34,60.67,64.27,157.00,175.81,140.81,126.53,112.00,77.98,180.72,156.30,114.11,261.11,120.82,29.65,315.00,57.82,38.23,5.58,95.34,95.81,118.42,157.75,330.00,176.38,144.01,155.21,203.48,90.64,243.78,444.65,511.00,28.77,38.95,23.29,52.47,44.47,17.68,14.70,13.00,317.75,316.38,437.00,7.00,574.86,573.44,788.00,11.00,155.95,153.00,614.00,9.00,580.53,577.06,1164.00,9.00,31.11,30.06,114.00,5.00,1,주먹 쥐기 (Fist)
336.00,583.00,140.00,616.00,39.00,104.00,42.64,116.15,194.47,142.54,86.33,66.65,49.00,72.49,178.92,189.68,149.22,225.67,114.44,61.57,272.00,19.81,72.75,76.04,145.00,38.63,57.11,113.28,253.00,98.99,226.56,109.98,112.41,162.36,134.77,343.82,395.00,17.48,31.94,38.00,56.46,31.96,15.48,29.21,28.00,321.50,320.31,339.00,4.00,577.48,576.12,767.00,10.00,150.34,148.19,513.00,10.00,572.05,569.81,978.00,11.00,32.05,31.00,124.00,5.00,1,주먹 쥐기 (Fist)
328.00,510.00,217.00,605.00,26.00,55.85,84.71,132.00,157.78,83.55,28.21,8.20,10.00,76.59,242.07,223.18,129.31,158.60,184.99,145.50,188.00,100.42,119.21,116.94,119.57,77.62,139.28,91.37,137.00,224.09,89.84,54.80,85.28,293.56,44.42,203.89,250.00,20.14,38.24,34.88,50.09,25.93,21.99,35.29,35.00,317.37,316.62,233.00,5.00,572.44,570.88,776.00,8.00,157.82,155.44,493.00,8.00,580.42,578.88,822.00,8.00,31.64,30.56,132.00,5.00,1,주먹 쥐기 (Fist)
336.00,627.00,130.00,561.00,31.00,115.40,30.77,69.64,108.30,81.69,55.85,54.80,73.00,107.99,147.92,129.49,33.24,215.68,278.10,238.59,91.00,39.75,53.12,66.66,56.08,119.31,204.13,116.29,69.00,158.27,123.34,98.46,142.62,305.60,108.29,137.99,184.00,19.87,35.47,32.78,48.85,26.71,24.70,37.33,38.00,321.13,320.56,218.00,3.00,578.54,576.94,883.00,11.00,153.34,151.19,538.00,9.00,576.18,574.75,769.00,8.00,31.82,30.75,121.00,6.00,1,주먹 쥐기 (Fist)
336.00,594.00,145.00,583.00,45.00,155.00,54.28,73.26,83.24,41.72,21.90,23.51,33.00,179.06,131.84,146.13,88.96,151.75,247.23,183.11,165.00,36.80,49.59,73.79,62.48,122.66,198.75,113.79,80.00,206.75,134.31,63.48,132.00,266.62,154.43,93.55,131.00,44.36,38.48,11.36,22.47,6.69,33.36,39.57,5.00,323.58,323.06,145.00,2.00,582.97,581.56,820.00,10.00,152.66,150.50,547.00,11.00,579.38,578.06,649.00,8.00,33.61,32.81,108.00,6.00,1,주먹 쥐기 (Fist)
281.00,627.00,92.00,510.00,36.00,89.65,36.22,14.86,42.72,79.33,93.82,89.34,55.00,189.90,140.19,157.08,93.48,149.44,242.27,186.96,154.00,87.14,105.16,141.32,124.60,52.79,190.32,120.50,10.00,141.87,62.02,128.10,30.02,129.41,260.48,146.58,31.00,41.37,35.58,8.45,20.00,7.55,36.36,41.96,2.00,318.00,317.56,183.00,5.00,583.70,582.25,797.00,10.00,148.98,146.12,543.00,10.00,568.95,567.94,644.00,11.00,33.40,32.62,105.00,6.00,1,주먹 쥐기 (Fist)
288.00,561.00,145.00,616.00,39.00,101.68,97.40,69.56,28.30,50.23,51.73,27.10,9.00,112.31,31.88,162.56,198.71,47.48,142.40,216.75,43.00,47.16,69.50,138.94,142.56,49.11,166.52,127.01,30.00,133.33,68.68,129.59,37.80,140.27,265.68,168.14,53.00,30.39,25.88,9.51,16.00,17.78,29.36,30.42,14.00,313.95,313.56,142.00,4.00,576.33,575.31,721.00,10.00,151.06,148.62,515.00,9.00,570.41,569.31,717.00,11.00,32.38,31.88,88.00,5.00,1,주먹 쥐기 (Fist)
304.00,530.00,168.00,572.00,31.00,101.68,97.40,69.56,28.30,50.23,51.73,27.10,9.00,112.31,31.88,162.56,198.71,47.48,142.40,216.75,43.00,64.41,75.15,121.91,128.06,67.08,149.11,127.00,48.00,126.37,79.19,140.30,47.01,129.50,271.18,157.39,42.00,30.39,25.88,9.51,16.00,17.78,29.36,30.42,14.00,313.95,313.56,158.00,4.00,576.33,575.31,677.00,9.00,149.74,147.50,482.00,9.00,571.10,570.00,761.00,11.00,32.38,31.88,96.00,6.00,1,주먹 쥐기 (Fist)
304.00,551.00,180.00,594.00,12.00,101.68,97.40,69.56,28.30,50.23,51.73,27.10,9.00,139.21,74.06,189.56,146.45,73.38,120.47,209.75,11.00,38.54,103.56,160.12,104.40,99.52,108.42,120.87,98.00,99.24,109.21,161.58,42.20,139.34,239.29,185.37,75.00,30.81,41.30,21.16,24.84,19.56,47.12,15.77,33.00,313.95,313.56,142.00,3.00,572.94,571.94,665.00,7.00,152.94,150.62,473.00,8.00,573.18,572.06,772.00,11.00,31.58,30.69,115.00,6.00,1,주먹 쥐기 (Fist)
