a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
304.00,583.00,145.00,572.00,26.00,45.51,45.10,13.80,48.00,45.63,99.99,35.88,32.00,94.18,13.67,13.64,39.66,55.38,79.67,43.74,11.00,12.21,28.90,26.29,25.08,35.65,48.90,38.54,23.00,9.51,3.27,26.76,55.00,22.76,111.05,77.04,55.00,16.99,20.93,4.87,24.00,6.53,35.07,4.58,42.00,328.24,328.00,208.00,4.00,594.83,594.69,176.00,3.00,148.39,148.19,136.00,7.00,593.47,593.31,242.00,7.00,31.31,30.88,82.00,6.00,0,휴식 (Relax)
336.00,594.00,140.00,594.00,36.00,45.51,45.10,13.80,48.00,45.63,99.99,35.88,32.00,89.36,24.67,3.28,49.19,54.78,68.67,50.55,0.00,8.53,30.67,27.50,23.02,43.22,50.27,29.24,34.00,9.51,3.27,26.76,55.00,22.76,111.05,77.04,55.00,10.01,22.41,10.90,16.00,7.16,35.97,6.45,50.00,328.24,328.00,240.00,5.00,594.14,594.00,187.00,2.00,147.72,147.50,141.00,7.00,593.47,593.31,264.00,8.00,31.82,31.38,92.00,7.00,0,휴식 (Relax)
320.00,572.00,168.00,616.00,31.00,37.73,41.42,29.67,32.00,29.67,108.87,37.73,48.00,69.85,53.37,34.20,45.35,26.28,94.92,49.57,33.00,20.14,40.95,10.64,40.01,41.14,65.37,13.58,51.00,23.00,19.42,7.12,70.43,30.00,129.63,62.00,33.00,7.19,21.36,13.24,16.28,4.38,37.65,5.46,47.00,327.24,327.00,256.00,9.00,592.09,591.94,209.00,9.00,148.86,148.56,169.00,8.00,594.87,594.69,286.00,7.00,32.00,31.56,97.00,8.00,0,휴식 (Relax)
312.00,605.00,130.00,572.00,31.00,28.30,28.66,43.44,40.00,43.44,114.59,28.30,24.00,69.85,53.37,34.20,45.35,26.28,94.92,49.57,33.00,1.18,19.99,28.41,44.72,24.42,85.28,8.19,72.00,1.22,14.18,28.98,59.24,28.20,150.96,60.72,11.00,4.19,18.77,12.96,19.24,5.05,34.69,5.38,50.00,325.75,325.50,264.00,9.00,592.09,591.94,242.00,10.00,147.61,147.25,207.00,9.00,593.52,593.31,330.00,9.00,32.17,31.75,97.00,8.00,0,휴식 (Relax)
328.00,594.00,151.00,594.00,31.00,26.03,22.25,41.65,46.65,46.55,107.41,32.44,32.00,59.56,50.85,28.44,44.00,28.44,89.79,59.56,44.00,1.18,19.99,28.41,44.72,24.42,85.28,8.19,72.00,1.22,14.18,28.98,59.24,28.20,150.96,60.72,11.00,1.75,15.85,10.29,19.00,7.27,37.18,6.51,47.00,325.24,325.00,280.00,10.00,591.40,591.25,253.00,10.00,147.61,147.25,228.00,10.00,593.52,593.31,352.00,10.00,32.34,31.94,97.00,8.00,0,휴식 (Relax)
320.00,572.00,156.00,616.00,33.00,22.54,6.30,26.51,40.79,30.65,122.74,20.25,16.00,26.56,31.94,4.56,77.00,4.56,121.28,26.56,11.00,5.08,20.18,32.94,47.17,25.37,86.80,7.56,67.00,23.20,11.93,47.69,55.00,48.81,157.43,45.44,33.00,5.04,14.01,6.98,14.00,4.17,36.44,3.53,52.00,324.23,324.00,288.00,11.00,589.34,589.19,275.00,11.00,147.94,147.56,233.00,10.00,594.92,594.69,374.00,9.00,32.63,32.25,99.00,8.00,0,휴식 (Relax)
336.00,594.00,145.00,572.00,28.00,22.54,6.30,26.51,40.79,30.65,122.74,20.25,16.00,16.93,23.34,13.42,77.78,10.17,111.91,36.96,22.00,1.27,24.17,28.97,42.20,21.06,92.25,11.99,61.00,9.08,10.39,35.19,33.00,55.99,177.75,29.47,55.00,5.04,14.01,6.98,14.00,4.17,36.44,3.53,52.00,324.23,324.00,296.00,12.00,588.64,588.50,297.00,12.00,147.56,147.19,238.00,10.00,593.57,593.31,407.00,11.00,32.63,32.25,87.00,8.00,0,휴식 (Relax)
328.00,594.00,145.00,594.00,33.00,22.54,6.30,26.51,40.79,30.65,122.74,20.25,16.00,14.76,12.35,17.97,66.91,7.80,114.71,29.16,11.00,1.27,24.17,28.97,42.20,21.06,92.25,11.99,61.00,17.11,20.43,43.84,34.79,63.28,167.75,39.06,44.00,7.72,3.44,5.75,2.00,8.67,24.50,14.97,40.00,324.23,324.00,280.00,11.00,587.94,587.81,275.00,11.00,147.56,147.19,228.00,10.00,592.88,592.62,407.00,11.00,31.72,31.50,75.00,8.00,0,휴식 (Relax)
312.00,583.00,151.00,594.00,26.00,29.77,4.72,18.51,32.98,37.78,115.83,12.64,8.00,14.76,12.35,17.97,66.91,7.80,114.71,29.16,11.00,14.74,17.77,13.29,30.81,27.41,86.96,5.16,77.00,6.27,18.05,35.26,24.60,73.54,164.38,50.05,33.00,9.71,1.61,7.29,2.83,7.65,26.10,13.04,42.00,324.71,324.50,256.00,11.00,587.94,587.81,275.00,11.00,148.53,148.19,224.00,11.00,593.56,593.31,407.00,11.00,31.62,31.38,77.00,8.00,0,휴식 (Relax)
336.00,605.00,140.00,594.00,36.00,21.77,9.77,23.00,32.00,38.41,108.08,9.06,0.00,8.67,16.90,28.96,56.09,11.38,125.25,29.88,22.00,10.27,14.76,14.63,26.91,25.50,89.61,10.12,82.00,4.82,27.34,40.62,31.11,73.78,159.34,39.94,44.00,7.19,4.59,8.44,2.24,9.94,26.77,10.87,45.00,324.19,324.00,256.00,11.00,588.64,588.50,275.00,11.00,148.23,147.88,212.00,11.00,594.24,594.00,374.00,5.00,31.82,31.56,85.00,9.00,0,휴식 (Relax)
320.00,583.00,156.00,616.00,36.00,21.77,9.77,23.00,32.00,38.41,108.08,9.06,0.00,10.18,19.86,34.40,55.00,5.18,115.76,33.26,11.00,10.40,4.52,11.04,20.88,37.46,77.89,3.80,70.00,4.82,27.34,40.62,31.11,73.78,159.34,39.94,44.00,6.50,8.75,13.39,7.07,6.37,29.52,13.33,40.00,324.19,324.00,264.00,11.00,589.32,589.19,275.00,11.00,147.41,147.12,195.00,11.00,594.24,594.00,363.00,4.00,32.15,31.88,85.00,9.00,0,휴식 (Relax)
328.00,605.00,130.00,572.00,33.00,21.77,9.77,23.00,32.00,38.41,108.08,9.06,0.00,17.29,20.38,30.51,66.00,6.07,118.76,25.87,22.00,14.89,1.36,7.42,25.71,35.56,82.20,2.53,75.00,7.70,24.68,40.42,39.66,67.33,169.33,44.74,33.00,7.86,9.68,14.09,7.07,5.44,27.54,12.90,42.00,324.19,324.00,264.00,12.00,590.01,589.88,297.00,12.00,147.13,146.81,200.00,11.00,593.57,593.31,396.00,9.00,32.27,32.00,88.00,9.00,0,휴식 (Relax)
320.00,594.00,151.00,594.00,28.00,21.77,16.23,23.00,48.00,38.41,94.62,9.06,16.00,17.29,20.38,30.51,66.00,6.07,118.76,25.87,22.00,19.89,4.79,2.72,27.31,31.97,81.03,4.79,70.00,7.70,24.68,40.42,39.66,67.33,169.33,44.74,33.00,5.12,10.71,16.29,10.05,2.45,25.20,13.94,45.00,323.17,323.00,240.00,12.00,590.01,589.88,275.00,11.00,146.80,146.50,210.00,11.00,593.57,593.31,418.00,10.00,32.10,31.81,91.00,10.00,0,휴식 (Relax)
312.00,561.00,151.00,594.00,31.00,17.20,16.84,15.01,48.66,32.14,86.74,15.44,24.00,17.29,20.38,30.51,66.00,6.07,118.76,25.87,22.00,14.57,5.56,6.09,32.89,26.43,84.46,10.77,64.00,7.70,24.68,40.42,39.66,67.33,169.33,44.74,33.00,3.15,12.64,18.07,10.44,3.87,25.42,12.50,43.00,323.65,323.50,216.00,11.00,590.01,589.88,264.00,11.00,147.18,146.88,205.00,11.00,593.57,593.31,396.00,9.00,31.98,31.69,87.00,9.00,0,휴식 (Relax)
336.00,594.00,145.00,583.00,26.00,17.20,16.84,15.01,48.66,32.14,86.74,15.44,24.00,22.23,30.61,26.06,66.91,6.84,109.04,15.23,33.00,12.42,10.55,7.64,34.89,26.69,79.51,6.27,69.00,7.85,18.28,46.79,46.67,70.03,159.12,39.45,22.00,3.15,12.64,18.07,10.44,3.87,25.42,12.50,43.00,323.65,323.50,232.00,12.00,589.32,589.19,286.00,12.00,147.48,147.19,200.00,11.00,594.24,594.00,352.00,4.00,31.98,31.69,76.00,8.00,0,휴식 (Relax)
336.00,594.00,140.00,605.00,42.00,10.10,24.57,21.19,48.00,33.44,88.57,19.47,32.00,22.23,30.61,26.06,66.91,6.84,109.04,15.23,33.00,15.55,7.91,16.25,44.94,18.14,70.92,9.23,80.00,15.01,22.59,26.88,64.14,55.38,139.05,28.74,0.00,3.15,12.64,18.07,10.44,3.87,25.42,12.50,43.00,324.16,324.00,208.00,11.00,589.32,589.19,275.00,11.00,146.80,146.50,199.00,10.00,592.81,592.62,319.00,9.00,31.98,31.69,76.00,8.00,0,휴식 (Relax)
304.00,583.00,145.00,583.00,26.00,10.10,24.57,21.19,48.00,33.44,88.57,19.47,32.00,22.23,30.61,26.06,66.91,6.84,109.04,15.23,33.00,15.55,7.91,16.25,44.94,18.14,70.92,9.23,80.00,8.47,25.71,26.98,59.24,44.64,135.86,24.40,11.00,3.15,12.64,18.07,10.44,3.87,25.42,12.50,43.00,324.16,324.00,208.00,11.00,589.32,589.19,275.00,11.00,146.80,146.50,199.00,10.00,593.48,593.31,319.00,9.00,31.98,31.69,82.00,8.00,0,휴식 (Relax)
336.00,594.00,140.00,583.00,33.00,10.10,24.57,21.19,48.00,33.44,88.57,19.47,32.00,22.23,30.61,26.06,66.91,6.84,109.04,15.23,33.00,15.55,7.91,16.25,44.94,18.14,70.92,9.23,80.00,12.35,15.46,36.56,49.19,44.37,141.74,20.36,22.00,3.83,9.76,19.56,11.66,6.06,25.15,10.50,40.00,324.16,324.00,224.00,11.00,589.32,589.19,264.00,11.00,146.80,146.50,176.00,9.00,592.80,592.62,297.00,9.00,31.77,31.50,84.00,8.00,0,휴식 (Relax)
328.00,583.00,156.00,616.00,36.00,5.23,18.35,13.36,56.00,38.94,84.94,24.12,24.00,15.56,41.24,15.56,66.00,15.56,99.57,15.56,22.00,14.13,16.53,4.26,42.19,9.12,58.95,6.55,68.00,12.35,15.46,36.56,49.19,44.37,141.74,20.36,22.00,2.60,14.42,14.68,16.16,10.55,28.81,10.51,35.00,324.66,324.50,224.00,11.00,589.99,589.88,242.00,11.00,145.97,145.75,154.00,9.00,592.80,592.62,286.00,9.00,32.10,31.81,87.00,8.00,0,휴식 (Relax)
320.00,594.00,130.00,572.00,33.00,10.65,10.35,10.60,56.57,31.90,82.49,17.10,32.00,19.05,36.58,19.05,55.00,19.05,97.73,19.05,11.00,14.13,16.53,4.26,42.19,9.12,58.95,6.55,68.00,12.35,15.46,36.56,49.19,44.37,141.74,20.36,22.00,3.76,15.45,14.54,17.00,10.62,26.82,9.47,37.00,325.15,325.00,216.00,11.00,589.29,589.19,242.00,12.00,145.97,145.75,159.00,9.00,592.80,592.62,308.00,9.00,32.22,31.94,90.00,8.00,0,휴식 (Relax)
320.00,594.00,140.00,583.00,33.00,2.81,17.11,4.53,64.50,34.10,75.65,9.44,40.00,19.05,36.58,19.05,55.00,19.05,97.73,19.05,11.00,13.31,15.20,14.10,44.60,12.02,59.12,17.54,57.00,13.52,21.45,25.57,55.00,50.51,140.09,31.12,11.00,4.98,15.20,16.41,15.26,8.71,28.12,11.06,35.00,324.65,324.50,208.00,10.00,589.29,589.19,220.00,11.00,145.28,145.06,164.00,9.00,592.12,591.94,297.00,9.00,32.35,32.06,88.00,8.00,0,휴식 (Relax)
320.00,572.00,162.00,627.00,33.00,2.81,17.11,4.53,64.50,34.10,75.65,9.44,40.00,19.05,36.58,19.05,55.00,19.05,97.73,19.05,11.00,14.87,19.02,11.63,50.29,17.75,63.91,23.25,51.00,16.19,10.46,31.95,64.14,61.12,147.21,41.92,0.00,4.98,15.20,16.41,15.26,8.71,28.12,11.06,35.00,324.65,324.50,192.00,9.00,589.29,589.19,220.00,11.00,145.69,145.44,175.00,9.00,592.84,592.62,297.00,9.00,32.35,32.06,83.00,7.00,0,휴식 (Relax)
320.00,594.00,135.00,561.00,28.00,13.45,17.99,14.87,48.66,42.85,68.32,8.13,56.00,19.05,36.58,19.05,55.00,19.05,97.73,19.05,11.00,9.80,9.04,6.49,48.26,21.61,73.79,31.73,41.00,9.24,19.61,37.72,59.24,63.72,158.19,51.57,11.00,4.98,15.20,16.41,15.26,8.71,28.12,11.06,35.00,323.64,323.50,184.00,9.00,589.29,589.19,242.00,12.00,145.09,144.81,202.00,11.00,592.18,591.94,341.00,9.00,32.35,32.06,83.00,7.00,0,휴식 (Relax)
328.00,605.00,140.00,594.00,36.00,13.45,17.99,14.87,48.66,42.85,68.32,8.13,56.00,28.74,34.89,11.91,66.00,11.91,97.11,28.74,22.00,8.51,6.90,2.92,53.24,24.62,70.91,28.72,46.00,9.24,19.61,37.72,59.24,63.72,158.19,51.57,11.00,4.85,13.40,13.41,17.03,5.72,31.12,8.71,38.00,323.64,323.50,176.00,9.00,589.99,589.88,242.00,11.00,144.78,144.50,201.00,11.00,592.18,591.94,374.00,10.00,32.55,32.25,84.00,7.00,0,휴식 (Relax)
296.00,561.00,156.00,605.00,31.00,27.65,8.98,15.78,64.50,26.87,83.42,23.84,72.00,6.74,24.81,33.91,69.57,10.09,113.74,50.74,44.00,11.35,5.54,7.91,53.00,29.38,72.08,28.24,51.00,19.59,26.01,38.17,56.09,73.73,158.04,49.02,0.00,6.53,15.32,12.68,13.60,8.57,27.99,11.62,33.00,322.69,322.50,184.00,9.00,588.65,588.50,264.00,11.00,145.11,144.81,206.00,11.00,592.88,592.62,385.00,10.00,32.82,32.56,79.00,7.00,0,휴식 (Relax)
344.00,616.00,135.00,594.00,33.00,22.23,15.54,21.25,64.00,25.45,90.59,31.10,80.00,17.42,34.09,31.39,59.24,17.55,124.64,61.05,55.00,6.95,9.42,7.40,48.00,30.35,76.47,30.46,56.00,19.59,26.01,38.17,56.09,73.73,158.04,49.02,0.00,6.19,12.42,9.91,16.12,8.20,28.67,13.13,30.00,323.22,323.00,216.00,9.00,589.37,589.19,297.00,11.00,144.82,144.50,211.00,11.00,592.88,592.62,374.00,10.00,32.62,32.38,81.00,7.00,0,휴식 (Relax)
320.00,594.00,151.00,605.00,36.00,22.23,15.54,21.25,64.00,25.45,90.59,31.10,80.00,27.44,44.69,41.55,64.14,22.21,118.22,53.25,44.00,2.46,14.28,12.36,48.26,34.41,71.71,26.62,51.00,11.76,20.04,33.23,55.00,84.01,147.04,43.17,11.00,6.19,12.42,9.91,16.12,8.20,28.67,13.13,30.00,323.22,323.00,232.00,9.00,590.05,589.88,297.00,10.00,144.49,144.19,201.00,11.00,592.17,591.94,341.00,9.00,32.62,32.38,81.00,7.00,0,휴식 (Relax)
312.00,583.00,135.00,572.00,33.00,25.15,16.90,28.04,65.97,17.69,98.48,28.78,64.00,18.28,38.13,31.45,46.67,43.76,124.44,50.69,22.00,7.33,12.21,10.95,43.29,38.65,69.62,22.02,46.00,11.76,20.04,33.23,55.00,84.01,147.04,43.17,11.00,6.19,12.42,9.91,16.12,8.20,28.67,13.13,30.00,322.23,322.00,232.00,8.00,588.67,588.50,297.00,11.00,144.77,144.50,196.00,11.00,592.17,591.94,352.00,9.00,32.62,32.38,79.00,6.00,0,휴식 (Relax)
320.00,605.00,135.00,583.00,31.00,25.15,16.90,28.04,65.97,17.69,98.48,28.78,64.00,16.48,31.67,23.02,39.66,47.68,134.59,56.71,11.00,9.12,14.30,7.92,44.38,39.81,77.09,6.09,30.00,18.21,30.59,43.35,56.09,79.89,147.69,32.95,22.00,3.39,11.31,6.92,14.87,9.62,30.23,11.84,27.00,322.23,322.00,232.00,8.00,589.37,589.19,286.00,11.00,143.78,143.50,196.00,11.00,591.49,591.25,363.00,9.00,32.79,32.56,78.00,6.00,0,휴식 (Relax)
328.00,583.00,162.00,627.00,39.00,33.25,9.57,31.34,71.55,10.82,85.63,18.85,80.00,24.29,12.35,7.63,24.60,64.14,114.71,39.11,33.00,2.62,18.36,15.21,55.11,31.92,87.89,5.20,19.00,16.25,17.56,53.34,88.68,47.04,174.43,1.48,55.00,4.65,5.95,7.83,7.81,2.68,32.72,18.16,35.00,323.22,323.00,216.00,8.00,590.70,590.56,275.00,11.00,144.53,144.19,217.00,12.00,593.61,593.31,396.00,9.00,33.32,33.06,81.00,5.00,0,휴식 (Relax)
304.00,583.00,135.00,551.00,26.00,13.76,24.57,2.46,45.25,42.63,88.57,23.40,112.00,21.81,23.34,4.68,15.56,73.62,111.91,29.31,44.00,7.53,8.48,9.47,54.01,22.54,96.28,15.16,9.00,22.24,16.94,23.36,90.47,41.87,205.79,31.54,87.00,4.65,5.95,7.83,7.81,2.68,32.72,18.16,35.00,321.24,321.00,240.00,9.00,590.01,589.88,275.00,11.00,143.92,143.56,239.00,12.00,591.70,591.31,450.00,9.00,33.32,33.06,78.00,5.00,0,휴식 (Relax)
336.00,605.00,140.00,594.00,36.00,13.76,24.57,2.46,45.25,42.63,88.57,23.40,112.00,20.17,17.15,12.83,24.60,73.33,118.25,18.53,55.00,7.53,8.48,9.47,54.01,22.54,96.28,15.16,9.00,33.21,23.48,27.32,101.20,31.11,199.77,22.07,76.00,4.64,11.81,9.29,5.00,3.48,27.39,12.49,29.00,321.24,321.00,240.00,9.00,590.71,590.56,286.00,11.00,143.92,143.56,239.00,11.00,591.00,590.62,471.00,9.00,32.88,32.69,72.00,7.00,0,휴식 (Relax)
304.00,583.00,162.00,616.00,31.00,13.76,24.57,2.46,45.25,42.63,88.57,23.40,112.00,20.17,17.15,12.83,24.60,73.33,118.25,18.53,55.00,13.56,20.68,10.33,56.32,8.97,106.12,13.15,26.00,10.75,39.40,7.68,112.77,28.91,209.74,29.01,43.00,2.30,9.72,4.47,0.00,7.53,26.56,9.70,24.00,321.24,321.00,240.00,9.00,590.71,590.56,297.00,11.00,145.05,144.62,256.00,11.00,593.09,592.69,493.00,9.00,33.15,33.00,70.00,6.00,0,휴식 (Relax)
336.00,594.00,145.00,583.00,31.00,13.76,24.57,2.46,45.25,42.63,88.57,23.40,112.00,20.17,17.15,12.83,24.60,73.33,118.25,18.53,55.00,18.55,22.98,14.59,61.13,13.96,101.14,9.59,21.00,10.75,39.40,7.68,112.77,28.91,209.74,29.01,43.00,3.05,8.79,4.90,2.00,7.79,27.91,9.90,22.00,321.24,321.00,264.00,10.00,590.71,590.56,297.00,11.00,145.36,144.94,257.00,10.00,593.09,592.69,493.00,9.00,33.03,32.88,67.00,7.00,0,휴식 (Relax)
328.00,594.00,145.00,594.00,33.00,13.76,24.57,2.46,45.25,42.63,88.57,23.40,112.00,11.87,27.52,1.86,31.11,70.38,117.31,26.64,44.00,9.08,27.44,18.79,64.88,20.47,92.84,5.78,10.00,14.85,31.70,24.22,124.81,31.51,189.51,7.22,65.00,5.89,6.14,3.58,3.61,10.34,24.91,8.58,25.00,321.24,321.00,264.00,9.00,591.40,591.25,286.00,10.00,144.64,144.25,231.00,9.00,591.69,591.31,460.00,9.00,32.83,32.69,66.00,7.00,0,휴식 (Relax)
312.00,572.00,145.00,583.00,31.00,6.42,21.34,8.17,51.22,35.58,95.63,30.49,104.00,32.54,25.30,22.44,22.00,49.00,133.24,42.95,22.00,20.27,12.94,6.17,51.62,21.44,93.57,16.71,5.00,11.12,25.60,18.95,116.28,42.48,185.93,6.98,76.00,7.87,4.19,1.76,3.00,8.91,26.39,9.98,23.00,320.74,320.50,280.00,10.00,590.04,589.88,308.00,11.00,145.53,145.19,221.00,10.00,592.36,592.00,460.00,10.00,32.71,32.56,68.00,7.00,0,휴식 (Relax)
336.00,605.00,145.00,594.00,28.00,20.19,19.04,12.44,43.08,24.58,110.95,46.49,88.00,21.84,16.12,21.75,11.00,42.97,144.20,50.27,11.00,23.96,8.58,10.07,54.41,25.13,89.66,13.46,0.00,18.97,15.84,28.49,123.75,40.31,181.09,4.82,65.00,12.47,4.75,3.63,2.00,8.07,26.48,5.49,28.00,321.76,321.50,304.00,11.00,590.74,590.56,319.00,11.00,145.84,145.50,199.00,9.00,593.04,592.69,427.00,10.00,32.42,32.25,71.00,7.00,0,휴식 (Relax)
336.00,572.00,162.00,616.00,39.00,34.25,17.84,26.98,58.24,19.83,104.01,32.16,104.00,21.84,16.12,21.75,11.00,42.97,144.20,50.27,11.00,23.96,8.58,10.07,54.41,25.13,89.66,13.46,0.00,8.26,26.76,21.91,116.18,50.41,170.83,14.65,54.00,8.82,1.36,4.77,6.32,4.17,31.40,1.43,34.00,322.78,322.50,304.00,11.00,590.74,590.56,330.00,11.00,145.84,145.50,189.00,9.00,592.32,592.00,383.00,9.00,32.83,32.62,77.00,7.00,0,휴식 (Relax)
