a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a0_ssc,a0_wamp,a1_rms,a1_mav,a1_wl,a1_zc,a1_ssc,a1_wamp,a2_rms,a2_mav,a2_wl,a2_zc,a2_ssc,a2_wamp,a3_rms,a3_mav,a3_wl,a3_zc,a3_ssc,a3_wamp,a4_rms,a4_mav,a4_wl,a4_zc,a4_ssc,a4_wamp,label,action_name
0.19,10.25,5.00,-0.81,-9.12,245.60,145.28,88.23,146.99,174.57,72.96,124.80,45.00,122.59,145.31,96.67,55.01,85.69,180.89,146.88,10.00,169.31,71.37,21.03,50.70,9.61,52.06,160.28,78.00,171.04,181.64,138.10,66.07,140.41,130.22,409.52,317.00,59.61,24.95,29.25,43.57,11.41,25.56,39.66,60.00,35.71,28.61,522.00,6.00,8.00,10.00,29.34,24.00,592.00,8.00,9.00,14.00,23.10,16.62,402.00,4.00,13.00,13.00,51.56,40.41,1098.00,11.00,11.00,15.00,9.31,7.03,180.00,7.00,10.00,10.00,2,손가락 펴기 (Open)
48.00,1.31,27.50,58.19,8.50,271.36,158.02,90.20,189.03,124.10,117.48,81.09,96.00,130.89,112.34,65.79,63.63,118.05,152.31,158.60,43.00,182.11,68.14,10.09,47.27,16.56,35.22,166.39,102.00,134.19,134.81,113.35,79.88,116.15,129.61,395.55,269.00,55.97,26.98,23.73,47.01,16.45,31.30,39.62,66.00,37.80,31.75,522.00,6.00,7.00,10.00,28.14,22.10,581.00,10.00,9.00,14.00,24.13,18.50,421.00,5.00,12.00,14.00,46.63,37.31,1039.00,11.00,10.00,15.00,9.53,7.50,182.00,7.00,10.00,10.00,2,손가락 펴기 (Open)
0.19,54.50,-25.88,-8.81,4.31,229.93,112.07,39.45,218.91,123.39,144.95,35.50,147.00,104.62,146.50,77.95,33.53,146.97,149.55,194.80,88.00,160.65,52.15,16.02,73.17,38.78,48.29,184.58,128.00,134.19,134.81,113.35,79.88,116.15,129.61,395.55,269.00,41.24,27.47,31.20,63.06,12.60,17.54,35.48,47.00,35.71,28.61,564.00,6.00,7.00,11.00,31.30,24.94,582.00,9.00,9.00,14.00,25.04,19.73,416.00,7.00,12.00,14.00,46.63,37.31,1003.00,11.00,10.00,15.00,8.94,7.15,174.00,7.00,10.00,9.00,2,손가락 펴기 (Open)
-12.19,26.69,-6.44,60.44,6.62,175.18,57.58,50.52,265.16,67.51,159.32,92.30,89.00,69.03,177.49,71.59,109.46,188.21,103.10,119.64,11.00,93.59,26.50,79.49,105.38,78.85,22.71,120.43,57.00,98.20,130.38,104.12,66.61,149.67,94.36,365.29,233.00,31.55,25.24,41.80,58.82,2.42,17.74,40.64,58.00,34.15,27.41,571.00,7.00,6.00,12.00,29.82,24.06,561.00,9.00,9.00,14.00,19.71,15.55,376.00,7.00,12.00,14.00,42.74,35.06,902.00,11.00,10.00,15.00,9.05,7.38,162.00,7.00,10.00,8.00,2,손가락 펴기 (Open)
14.50,-6.31,9.56,-10.62,-19.38,132.18,61.18,91.21,244.31,102.06,119.91,52.09,132.00,69.03,177.49,71.59,109.46,188.21,103.10,119.64,11.00,93.59,26.50,79.49,105.38,78.85,22.71,120.43,57.00,160.56,95.32,55.76,131.31,167.07,51.44,301.96,168.00,31.55,25.24,41.80,58.82,2.42,17.74,40.64,58.00,31.30,25.06,560.00,8.00,7.00,12.00,29.82,24.06,529.00,10.00,8.00,14.00,19.71,15.55,350.00,8.00,11.00,14.00,38.64,31.00,837.00,11.00,10.00,15.00,9.05,7.38,171.00,8.00,10.00,8.00,2,손가락 펴기 (Open)
46.88,-31.00,17.81,-6.44,3.25,156.45,37.65,91.00,268.16,102.61,95.45,40.79,158.00,48.15,144.79,33.53,66.75,194.54,65.01,84.60,32.00,60.90,29.37,53.90,83.24,77.38,42.38,85.76,21.00,112.65,157.75,122.57,151.45,133.24,101.47,235.83,101.00,25.72,19.24,36.82,60.93,8.40,12.23,46.56,64.00,33.06,26.48,586.00,8.00,7.00,13.00,24.78,21.38,475.00,9.00,7.00,14.00,15.25,12.84,288.00,7.00,10.00,13.00,35.83,27.62,705.00,10.00,9.00,14.00,9.07,7.41,187.00,9.00,10.00,9.00,2,손가락 펴기 (Open)
-17.12,-28.94,32.69,10.12,-17.25,134.26,69.24,60.61,281.89,76.97,88.21,56.99,190.00,70.96,177.79,38.54,78.77,169.48,67.85,77.10,65.00,99.10,58.63,103.46,46.14,45.13,72.25,58.27,29.00,156.24,91.52,124.27,87.82,46.85,186.11,169.58,14.00,32.42,25.57,43.87,53.67,13.45,5.10,54.36,72.00,33.18,26.88,628.00,8.00,8.00,13.00,25.88,22.93,453.00,8.00,7.00,13.00,17.04,14.48,274.00,6.00,9.00,13.00,30.83,24.23,618.00,10.00,8.00,14.00,9.79,7.97,195.00,9.00,10.00,9.00,2,손가락 펴기 (Open)
62.12,-17.94,9.06,-9.12,3.75,172.21,63.62,126.35,218.04,31.98,150.04,130.62,266.00,70.96,177.79,38.54,78.77,169.48,67.85,77.10,65.00,95.53,52.86,101.86,51.43,39.15,73.54,59.40,35.00,145.06,93.79,80.28,54.41,42.80,214.49,161.25,30.00,32.42,25.57,43.87,53.67,13.45,5.10,54.36,72.00,36.78,29.89,704.00,9.00,8.00,14.00,25.88,22.93,464.00,8.00,7.00,14.00,16.78,14.05,281.00,5.00,10.00,13.00,29.78,22.52,629.00,11.00,9.00,14.00,9.79,7.97,205.00,9.00,10.00,9.00,2,손가락 펴기 (Open)
-14.38,44.88,-30.06,-17.38,11.50,175.00,71.42,126.97,223.04,24.22,142.50,122.85,258.00,11.91,189.33,105.15,128.28,181.24,22.41,57.52,2.00,93.74,46.77,127.29,46.53,59.10,92.38,48.19,5.00,162.81,82.49,74.40,32.00,2.05,219.09,152.56,14.00,33.08,39.92,63.09,36.88,33.35,16.93,46.53,52.00,36.54,29.33,705.00,9.00,8.00,14.00,27.97,24.89,476.00,8.00,6.00,14.00,18.48,15.70,312.00,6.00,9.00,13.00,29.48,21.59,607.00,10.00,9.00,14.00,10.06,8.00,191.00,8.00,9.00,8.00,2,손가락 펴기 (Open)
-54.25,-29.00,-5.38,-16.69,-4.25,210.26,66.46,233.43,153.39,100.67,140.08,74.64,144.00,65.45,132.40,104.63,171.83,140.65,84.86,80.80,68.00,91.48,43.00,123.46,51.48,58.12,97.38,46.00,0.00,171.79,75.06,85.13,43.00,9.03,209.97,157.67,3.00,24.65,20.78,53.88,28.28,45.82,32.38,53.87,32.00,36.69,29.88,646.00,8.00,7.00,14.00,27.69,24.38,499.00,8.00,6.00,14.00,18.35,15.42,332.00,6.00,9.00,14.00,29.75,22.11,585.00,10.00,8.00,13.00,9.40,7.59,196.00,9.00,10.00,8.00,2,손가락 펴기 (Open)
-2.19,-28.31,-14.75,-48.31,9.38,173.21,21.48,208.05,111.31,132.45,184.42,108.32,97.00,74.93,121.52,115.60,179.07,151.61,76.20,77.22,57.00,99.13,53.00,120.71,51.09,48.46,104.51,39.48,10.00,193.38,53.20,99.20,48.30,19.82,231.66,140.99,25.00,27.94,23.64,49.49,34.23,44.31,34.77,58.85,26.00,34.70,26.94,686.00,8.00,8.00,14.00,28.25,24.98,466.00,7.00,6.00,13.00,18.69,15.97,332.00,6.00,9.00,14.00,31.46,23.14,596.00,10.00,8.00,13.00,9.66,7.92,204.00,9.00,11.00,9.00,2,손가락 펴기 (Open)
-34.19,5.38,9.62,36.94,-7.31,173.21,21.48,208.05,111.31,132.45,184.42,108.32,97.00,82.32,115.35,120.93,171.12,148.68,77.83,76.60,68.00,74.43,39.83,146.45,25.18,38.00,108.78,22.26,36.00,150.64,92.15,123.05,89.74,59.99,259.89,101.16,69.00,23.69,24.99,54.16,35.17,39.42,33.67,63.78,21.00,34.70,26.94,670.00,7.00,8.00,14.00,28.00,24.20,488.00,8.00,5.00,13.00,18.46,15.75,337.00,6.00,9.00,14.00,32.85,25.70,662.00,10.00,8.00,13.00,9.82,8.27,219.00,10.00,11.00,10.00,2,손가락 펴기 (Open)
13.81,-13.88,-1.00,-36.62,-12.75,173.21,21.48,208.05,111.31,132.45,184.42,108.32,97.00,107.24,132.48,101.38,143.42,115.94,108.03,101.41,24.00,80.43,37.22,143.57,25.18,43.34,106.03,18.78,42.00,196.86,85.48,73.50,93.05,87.77,264.46,47.19,124.00,15.02,33.43,55.27,43.93,45.25,41.26,55.07,30.00,34.70,26.94,710.00,8.00,9.00,15.00,27.33,22.84,466.00,8.00,6.00,13.00,18.43,15.50,322.00,6.00,9.00,14.00,33.97,26.41,663.00,10.00,8.00,13.00,10.29,8.91,217.00,9.00,11.00,10.00,2,손가락 펴기 (Open)
20.81,6.75,8.06,13.62,9.88,158.85,37.18,210.02,120.42,140.70,192.51,95.26,113.00,100.93,111.15,123.25,125.42,95.37,129.87,122.08,2.00,53.55,66.82,125.99,56.08,69.49,77.41,20.27,73.00,159.92,47.69,94.75,34.79,94.54,230.39,29.53,200.00,21.01,28.24,60.32,45.54,43.30,47.06,50.49,36.00,35.08,27.94,655.00,7.00,8.00,14.00,27.15,22.66,466.00,9.00,6.00,13.00,17.73,14.81,318.00,7.00,9.00,14.00,30.74,24.55,642.00,10.00,8.00,13.00,10.55,9.23,228.00,10.00,11.00,10.00,2,손가락 펴기 (Open)
-44.12,-6.31,23.94,89.56,1.81,149.63,50.04,197.42,108.98,149.53,177.90,103.47,98.00,112.39,84.00,141.82,108.34,100.63,112.22,89.20,35.00,46.83,97.28,92.28,67.12,78.57,110.21,29.03,39.00,185.16,62.94,92.56,114.53,158.08,305.01,52.57,119.00,9.64,34.59,49.08,31.76,28.48,56.26,46.17,51.00,33.69,27.00,688.00,8.00,9.00,14.00,25.44,20.85,411.00,9.00,6.00,13.00,18.67,15.68,326.00,7.00,8.00,14.00,38.30,30.55,679.00,9.00,7.00,13.00,9.73,8.41,219.00,9.00,12.00,9.00,2,손가락 펴기 (Open)
49.69,69.81,-29.44,-56.06,-7.75,153.68,109.86,136.12,80.50,73.37,252.49,115.64,181.00,150.92,92.62,127.25,151.53,138.63,106.09,131.51,11.00,42.52,93.75,95.15,75.66,88.53,115.85,38.81,29.00,168.08,63.35,108.82,114.53,175.62,325.04,74.00,97.00,11.63,34.32,52.36,35.61,32.87,56.80,44.93,44.00,35.31,28.35,755.00,9.00,10.00,14.00,30.41,24.09,468.00,10.00,7.00,13.00,19.48,16.38,354.00,7.00,9.00,14.00,39.91,31.58,793.00,10.00,8.00,13.00,9.93,8.91,220.00,10.00,11.00,10.00,2,손가락 펴기 (Open)
6.19,12.12,-27.19,-42.31,27.75,159.05,112.77,140.36,88.46,72.19,249.41,109.41,173.00,161.88,103.05,116.59,155.08,130.26,113.53,123.46,0.00,32.43,114.72,72.55,98.41,84.82,126.34,8.37,65.00,127.26,102.83,148.78,158.38,190.01,311.69,44.47,141.00,30.96,67.77,14.28,25.06,40.26,91.93,43.74,4.00,35.34,28.69,747.00,8.00,10.00,14.00,30.56,24.86,514.00,9.00,7.00,13.00,20.63,17.81,330.00,7.00,8.00,13.00,41.38,33.64,748.00,9.00,8.00,13.00,11.98,9.59,240.00,10.00,11.00,10.00,2,손가락 펴기 (Open)
-97.06,-51.12,-18.75,-46.38,-4.56,66.31,223.76,32.25,187.00,89.59,342.35,61.55,17.00,120.61,67.08,147.53,196.84,150.78,157.53,113.85,44.00,59.25,169.71,18.76,73.82,35.59,77.02,54.32,10.00,17.29,208.81,188.03,186.99,79.38,271.42,120.32,30.00,22.75,57.78,16.07,16.28,36.82,102.14,45.61,7.00,41.42,32.06,809.00,9.00,10.00,14.00,33.19,27.27,524.00,9.00,6.00,13.00,19.43,16.88,280.00,4.00,7.00,12.00,40.42,30.77,692.00,8.00,8.00,13.00,11.95,9.62,270.00,11.00,11.00,11.00,2,손가락 펴기 (Open)
0.44,-3.62,-4.69,18.25,6.25,64.98,231.42,40.11,190.90,88.73,334.36,57.37,25.00,91.24,87.29,142.27,219.18,97.04,124.19,107.82,12.00,52.17,159.23,23.73,88.68,22.96,62.35,67.59,5.00,39.28,197.68,199.87,205.91,76.58,253.56,136.95,8.00,23.81,58.78,18.06,14.21,33.89,103.41,45.41,10.00,41.37,31.62,890.00,11.00,10.00,14.00,30.72,23.78,545.00,9.00,7.00,13.00,18.85,15.94,280.00,4.00,7.00,12.00,40.69,32.19,691.00,8.00,8.00,13.00,12.02,9.78,278.00,12.00,11.00,12.00,2,손가락 펴기 (Open)
-7.56,8.75,-4.69,21.06,-4.06,64.98,231.42,40.11,190.90,88.73,334.36,57.37,25.00,95.67,109.22,123.34,200.52,100.27,119.14,115.12,10.00,52.17,159.23,23.73,88.68,22.96,62.35,67.59,5.00,17.72,189.23,156.30,188.22,119.56,209.07,164.00,37.00,25.94,64.06,9.00,23.77,28.87,100.33,42.05,21.00,41.37,31.62,874.00,11.00,11.00,13.00,29.85,22.06,523.00,9.00,7.00,13.00,18.85,15.94,264.00,3.00,7.00,11.00,37.66,28.67,624.00,7.00,8.00,12.00,11.96,9.69,263.00,12.00,11.00,12.00,2,손가락 펴기 (Open)
48.31,-12.56,11.31,-11.25,-0.31,93.89,243.27,70.61,210.06,67.09,334.29,57.61,9.00,103.18,117.76,114.43,194.65,109.23,128.12,107.32,1.00,52.17,159.23,23.73,88.68,22.96,62.35,67.59,5.00,27.28,181.05,155.51,198.76,113.41,215.63,160.38,26.00,18.09,44.68,17.57,36.40,45.98,83.99,35.31,41.00,43.00,33.90,898.00,8.00,11.00,13.00,30.02,22.58,523.00,10.00,8.00,13.00,18.85,15.94,274.00,4.00,7.00,12.00,37.77,29.19,657.00,8.00,8.00,13.00,10.90,8.48,245.00,11.00,11.00,11.00,2,손가락 펴기 (Open)
-13.56,7.38,-12.69,10.06,8.31,28.25,183.08,55.97,265.07,119.84,294.04,83.80,75.00,73.68,117.98,110.61,167.20,137.89,160.62,78.45,34.00,36.46,127.27,44.58,90.47,46.83,91.14,73.69,37.00,16.28,192.04,145.58,196.00,120.17,214.54,161.74,15.00,17.19,39.47,18.14,40.31,41.83,89.95,38.44,35.00,41.30,31.56,898.00,12.00,11.00,13.00,29.46,21.95,545.00,11.00,9.00,14.00,18.61,15.52,282.00,5.00,7.00,12.00,37.86,29.93,657.00,8.00,8.00,13.00,11.09,8.90,233.00,11.00,10.00,10.00,2,손가락 펴기 (Open)
-13.56,5.31,20.44,85.75,-11.19,28.25,183.08,55.97,265.07,119.84,294.04,83.80,75.00,41.48,145.82,81.67,149.82,143.80,143.65,110.95,1.00,31.07,116.07,45.58,73.08,51.23,75.05,75.53,19.00,54.13,244.50,104.03,263.70,58.23,270.59,138.74,84.00,16.10,38.46,12.76,35.00,38.90,85.11,31.95,43.00,41.30,31.56,814.00,11.00,10.00,12.00,28.74,20.81,534.00,11.00,9.00,13.00,16.77,14.26,290.00,6.00,8.00,12.00,43.52,34.78,715.00,7.00,8.00,13.00,10.39,8.46,231.00,11.00,11.00,10.00,2,손가락 펴기 (Open)
112.62,24.56,-0.56,-75.56,-3.81,70.23,208.13,54.90,305.08,141.06,332.82,93.88,30.00,4.86,188.48,51.20,190.19,100.10,135.44,69.12,45.00,28.44,119.87,34.21,70.18,35.24,80.80,67.58,35.00,27.59,242.89,74.23,261.84,106.87,343.88,121.66,159.00,18.70,34.59,18.73,39.96,32.94,86.33,26.28,49.00,47.13,34.47,867.00,7.00,10.00,12.00,29.11,21.13,489.00,10.00,8.00,13.00,16.35,13.20,271.00,6.00,8.00,12.00,47.68,38.88,870.00,8.00,9.00,13.00,10.43,8.52,229.00,11.00,11.00,10.00,2,손가락 펴기 (Open)
-38.38,-25.56,12.88,29.69,5.56,47.92,213.78,22.90,292.88,172.27,343.31,119.99,2.00,74.00,160.58,60.18,178.34,90.30,95.12,57.55,123.00,56.05,85.63,74.65,29.43,43.96,78.12,47.17,76.00,17.69,209.63,115.80,218.21,144.82,370.38,115.26,203.00,23.94,28.68,21.31,37.16,36.32,81.26,32.28,43.00,48.11,36.38,973.00,12.00,10.00,12.00,27.21,20.06,466.00,10.00,9.00,13.00,15.33,12.89,262.00,7.00,8.00,12.00,48.20,40.19,978.00,9.00,10.00,14.00,10.12,8.05,221.00,11.00,10.00,9.00,2,손가락 펴기 (Open)
-24.31,-4.94,7.19,16.62,-17.62,61.09,187.75,44.92,263.87,180.79,332.25,150.74,33.00,54.76,148.51,70.33,156.39,112.23,77.47,76.36,145.00,66.99,74.68,78.42,29.61,33.72,84.72,53.86,65.00,47.97,176.63,138.45,225.28,150.29,374.82,130.35,170.00,36.93,19.42,17.58,25.81,44.15,94.04,21.02,56.00,46.52,34.52,934.00,8.00,10.00,12.00,26.43,18.69,488.00,10.00,10.00,14.00,15.42,13.19,257.00,7.00,8.00,11.00,48.25,40.20,956.00,9.00,10.00,14.00,11.01,8.75,231.00,11.00,10.00,9.00,2,손가락 펴기 (Open)
46.56,-26.94,10.56,12.50,9.38,89.40,138.70,63.82,249.66,219.90,377.63,103.61,17.00,54.76,148.51,70.33,156.39,112.23,77.47,76.36,145.00,92.17,61.45,63.34,55.33,41.81,58.87,32.30,91.00,108.51,138.47,132.63,289.17,85.09,322.80,83.79,236.00,36.93,19.42,17.58,25.81,44.15,94.04,21.02,56.00,48.05,37.99,976.00,9.00,9.00,12.00,26.43,18.69,477.00,9.00,10.00,14.00,15.24,12.94,236.00,8.00,8.00,10.00,46.64,37.12,868.00,8.00,9.00,13.00,11.01,8.75,241.00,11.00,11.00,9.00,2,손가락 펴기 (Open)
2.06,26.69,5.88,13.88,-11.38,113.13,122.34,61.34,289.01,187.73,340.82,134.44,23.00,55.06,129.88,76.98,178.34,99.23,65.09,97.49,167.00,88.11,59.56,68.33,56.09,39.45,54.99,27.76,96.00,92.06,132.49,151.80,294.82,74.90,300.84,67.53,258.00,39.94,22.88,14.85,29.15,44.39,93.43,20.92,60.00,47.17,36.06,970.00,8.00,10.00,12.00,27.27,20.06,510.00,9.00,10.00,14.00,15.07,12.62,230.00,7.00,8.00,9.00,45.92,36.09,791.00,7.00,8.00,12.00,11.22,9.00,256.00,12.00,11.00,10.00,2,손가락 펴기 (Open)
17.56,-57.62,27.06,-51.44,-17.12,116.43,126.43,55.24,290.45,185.49,343.72,130.17,15.00,46.66,143.98,110.43,186.01,57.11,88.64,134.43,210.00,105.97,86.72,64.99,28.23,10.55,60.28,2.45,125.00,88.62,123.50,160.36,305.36,67.25,308.20,77.58,247.00,41.99,26.72,17.20,27.31,47.94,96.63,19.47,56.00,47.32,36.56,978.00,8.00,10.00,13.00,30.74,22.75,575.00,9.00,10.00,14.00,16.62,14.20,242.00,6.00,9.00,9.00,46.61,36.95,802.00,7.00,8.00,12.00,11.56,9.25,239.00,11.00,10.00,9.00,2,손가락 펴기 (Open)
10.06,-2.94,-5.94,-6.06,9.88,116.19,118.63,62.60,298.30,177.56,340.67,129.25,7.00,46.40,141.06,119.48,196.56,59.48,77.64,127.36,199.00,101.08,73.00,49.86,26.48,17.04,75.48,16.60,141.00,94.09,101.79,156.04,299.91,88.41,309.85,55.58,269.00,41.99,26.72,17.20,27.31,47.94,96.63,19.47,56.00,47.17,36.06,922.00,7.00,10.00,12.00,30.69,22.43,618.00,8.00,10.00,14.00,16.52,14.06,258.00,7.00,9.00,9.00,46.49,36.68,765.00,7.00,8.00,12.00,11.56,9.25,257.00,12.00,11.00,10.00,2,손가락 펴기 (Open)
-30.94,-13.25,6.50,21.00,6.50,110.99,132.54,64.37,295.72,170.06,326.02,134.99,9.00,44.43,131.83,117.95,193.83,68.25,85.65,130.75,210.00,107.09,72.26,37.63,5.83,11.97,56.41,12.21,118.00,160.96,86.68,80.67,221.45,110.50,251.74,133.97,188.00,43.62,28.84,17.86,25.50,50.19,93.23,24.88,62.00,46.35,35.06,863.00,7.00,9.00,12.00,30.87,23.03,550.00,7.00,10.00,14.00,14.94,12.62,215.00,7.00,10.00,9.00,39.55,32.25,640.00,7.00,7.00,12.00,11.68,9.62,250.00,11.00,11.00,9.00,2,손가락 펴기 (Open)
-18.25,2.69,14.88,16.88,-9.50,167.64,131.66,15.23,221.64,227.12,257.24,196.43,84.00,71.77,56.19,48.43,118.11,43.39,112.04,155.42,131.00,83.78,46.73,28.00,47.10,53.33,67.38,53.53,76.00,95.08,43.90,139.09,212.01,175.05,186.12,193.24,122.00,43.62,28.84,17.86,25.50,50.19,93.23,24.88,62.00,44.60,32.66,828.00,7.00,10.00,11.00,23.68,18.48,504.00,12.00,11.00,14.00,14.07,11.86,226.00,7.00,10.00,10.00,38.05,29.72,629.00,7.00,6.00,11.00,11.68,9.62,228.00,11.00,10.00,9.00,2,손가락 펴기 (Open)
37.19,14.38,12.25,-17.50,-12.75,143.01,110.50,33.22,227.48,248.32,250.50,221.32,109.00,78.40,53.62,38.42,122.54,32.52,101.08,146.51,142.00,61.74,20.54,32.81,61.07,56.91,27.54,18.57,118.00,74.48,28.05,141.57,190.01,171.46,203.93,178.04,144.00,19.24,22.23,38.67,46.32,54.42,61.24,23.10,18.00,45.49,34.41,772.00,7.00,9.00,11.00,23.11,17.97,449.00,11.00,10.00,14.00,12.61,10.44,221.00,7.00,10.00,10.00,37.03,28.00,651.00,8.00,5.00,11.00,9.65,8.50,201.00,10.00,9.00,8.00,2,손가락 펴기 (Open)
28.56,10.94,-6.00,-19.56,-4.56,29.25,34.29,164.26,103.08,300.29,212.32,98.87,29.00,80.79,48.36,64.19,77.08,57.79,68.58,94.33,197.00,51.67,15.54,32.31,47.43,37.00,47.10,28.80,98.00,56.70,8.42,115.47,192.51,143.25,200.32,191.18,111.00,19.02,25.19,40.89,44.78,51.44,64.18,20.10,21.00,38.03,30.99,675.00,9.00,8.00,10.00,20.78,15.07,405.00,7.00,10.00,13.00,10.98,8.88,223.00,7.00,10.00,10.00,35.03,25.42,585.00,7.00,5.00,10.00,9.71,8.69,198.00,9.00,9.00,7.00,2,손가락 펴기 (Open)
-12.44,-31.00,4.00,23.75,15.06,29.25,34.29,164.26,103.08,300.29,212.32,98.87,29.00,61.99,66.08,78.99,58.87,87.10,88.08,61.33,230.00,42.27,17.11,22.29,35.47,44.13,39.89,25.64,114.00,58.34,13.52,105.60,203.38,152.60,192.93,190.42,122.00,22.00,22.17,43.15,50.09,50.25,69.21,14.62,27.00,38.03,30.99,708.00,10.00,7.00,11.00,22.27,17.62,438.00,11.00,9.00,13.00,10.65,8.50,234.00,13.00,11.00,11.00,35.39,25.94,629.00,8.00,5.00,11.00,10.17,9.06,207.00,9.00,8.00,7.00,2,손가락 펴기 (Open)
-42.94,-17.94,14.25,23.06,-8.50,22.56,29.58,183.94,85.80,297.07,236.31,102.81,5.00,44.91,99.08,111.14,30.41,92.79,55.08,92.82,197.00,27.46,29.94,5.75,59.62,63.36,36.38,27.55,86.00,65.48,18.38,107.14,201.99,154.55,203.90,186.91,111.00,16.37,20.69,36.16,53.54,56.38,71.16,11.57,34.00,39.26,32.30,682.00,9.00,6.00,11.00,22.50,18.32,427.00,10.00,9.00,13.00,10.84,8.53,230.00,12.00,10.00,11.00,35.74,26.45,596.00,7.00,4.00,10.00,10.39,9.50,226.00,9.00,9.00,8.00,2,손가락 펴기 (Open)
23.12,24.00,-22.12,-31.25,6.31,25.72,44.72,198.14,73.76,282.16,224.35,106.06,22.00,69.90,79.46,109.42,25.06,125.77,39.82,120.95,164.00,46.72,35.77,23.77,55.08,86.69,32.32,41.78,60.00,55.54,21.74,96.38,212.94,165.39,212.30,180.11,100.00,19.21,23.00,37.22,51.04,58.69,69.89,12.52,37.00,38.41,31.11,681.00,9.00,7.00,11.00,23.26,19.00,449.00,10.00,9.00,13.00,12.24,9.88,242.00,12.00,10.00,11.00,36.23,27.31,629.00,7.00,4.00,10.00,10.48,9.69,232.00,10.00,9.00,9.00,2,손가락 펴기 (Open)
-18.38,55.19,-36.19,-8.56,17.94,25.87,37.51,199.61,67.88,275.90,224.74,111.17,30.00,114.60,102.49,153.04,25.94,114.89,38.04,98.03,209.00,61.62,50.60,34.59,70.06,87.87,42.12,37.32,75.00,44.60,32.56,90.46,212.19,159.82,211.48,189.65,111.00,25.19,28.96,33.28,54.67,60.63,75.52,9.04,31.00,38.12,30.67,722.00,10.00,8.00,12.00,27.07,21.41,483.00,6.00,9.00,14.00,14.30,10.81,225.00,11.00,9.00,11.00,36.30,27.87,571.00,7.00,4.00,10.00,11.01,10.07,225.00,9.00,8.00,9.00,2,손가락 펴기 (Open)
-41.38,-20.75,5.19,-2.88,-5.19,21.91,44.82,183.92,80.00,280.86,237.02,125.72,46.00,83.69,69.54,137.09,50.54,145.31,45.08,104.88,242.00,67.38,55.46,33.87,70.06,82.04,36.13,36.14,69.00,49.64,118.74,162.95,121.33,124.92,164.73,99.76,20.00,27.00,30.25,31.35,56.22,58.63,73.72,10.52,33.00,38.99,31.55,617.00,9.00,7.00,12.00,27.47,22.16,539.00,11.00,9.00,14.00,14.09,10.51,244.00,7.00,9.00,11.00,29.41,23.25,405.00,6.00,3.00,9.00,10.94,9.96,241.00,10.00,9.00,10.00,2,손가락 펴기 (Open)
5.19,13.62,-6.12,-28.19,-8.62,100.78,108.07,152.13,85.70,176.07,133.19,20.74,59.00,70.43,54.90,153.31,63.64,131.41,53.72,91.15,220.00,63.51,54.73,38.59,75.06,79.16,33.12,33.97,64.00,8.09,97.89,128.15,128.75,76.45,119.89,48.49,33.00,21.86,32.05,33.64,62.23,55.65,71.34,19.33,42.00,28.40,24.81,504.00,7.00,7.00,12.00,26.25,20.95,517.00,11.00,9.00,14.00,13.90,10.12,239.00,11.00,9.00,11.00,22.67,19.94,319.00,5.00,2.00,9.00,11.16,10.45,236.00,9.00,8.00,10.00,2,손가락 펴기 (Open)
2.19,-29.69,16.12,-14.44,-9.38,66.99,101.51,109.07,125.67,160.01,113.88,29.29,107.00,69.80,58.07,163.11,56.40,125.94,42.96,100.45,231.00,59.07,62.98,47.27,76.49,73.16,32.94,43.23,76.00,38.05,80.70,109.13,170.77,48.77,76.35,34.70,77.00,28.81,50.84,24.00,77.67,41.60,62.70,4.78,22.00,26.17,22.09,488.00,7.00,7.00,11.00,26.88,21.73,539.00,11.00,9.00,14.00,14.45,10.88,257.00,11.00,9.00,12.00,21.90,18.99,319.00,5.00,3.00,9.00,11.16,10.22,214.00,8.00,7.00,9.00,2,손가락 펴기 (Open)
0.19,-47.31,20.69,18.56,-5.88,69.54,127.83,85.35,143.06,134.72,100.67,5.42,75.00,104.04,109.84,168.62,35.17,179.78,93.30,47.59,177.00,65.62,85.97,46.57,54.12,96.12,49.92,21.22,53.00,38.05,80.70,109.13,170.77,48.77,76.35,34.70,77.00,21.97,44.04,31.84,82.46,33.86,55.72,11.55,14.00,25.01,19.86,414.00,6.00,6.00,10.00,29.52,24.69,538.00,10.00,8.00,14.00,15.41,12.02,258.00,10.00,8.00,12.00,21.90,18.99,352.00,6.00,3.00,10.00,10.72,9.84,191.00,7.00,6.00,8.00,2,손가락 펴기 (Open)
