a0,a1,a2,a3,a4,label,action_name
336,594,156,616,36,0,휴식 (Relax)
328,594,156,616,31,0,휴식 (Relax)
344,616,140,594,33,0,휴식 (Relax)
328,594,156,605,31,0,휴식 (Relax)
336,583,151,605,33,0,휴식 (Relax)
328,605,140,605,39,0,휴식 (Relax)
328,616,145,594,33,0,휴식 (Relax)
328,594,145,583,26,0,휴식 (Relax)
328,572,151,605,42,0,휴식 (Relax)
312,605,145,605,36,0,휴식 (Relax)
336,627,140,605,36,0,휴식 (Relax)
320,605,151,594,26,0,휴식 (Relax)
336,583,156,627,36,0,휴식 (Relax)
336,616,151,627,36,0,휴식 (Relax)
336,616,140,594,33,0,휴식 (Relax)
328,583,156,594,28,0,휴식 (Relax)
336,583,151,616,33,0,휴식 (Relax)
328,605,151,616,36,0,휴식 (Relax)
328,627,135,594,33,0,휴식 (Relax)
328,594,140,583,36,0,휴식 (Relax)
320,594,151,605,36,0,휴식 (Relax)
320,594,151,594,33,0,휴식 (Relax)
336,616,145,616,36,0,휴식 (Relax)
320,594,151,605,26,0,휴식 (Relax)
352,605,156,616,33,0,휴식 (Relax)
336,594,151,616,36,0,휴식 (Relax)
328,627,140,605,33,0,휴식 (Relax)
336,605,162,616,26,0,휴식 (Relax)
344,594,156,616,36,0,휴식 (Relax)
328,594,156,627,39,0,휴식 (Relax)
336,638,135,605,31,0,휴식 (Relax)
336,594,162,594,31,0,휴식 (Relax)
328,594,151,616,33,0,휴식 (Relax)
328,605,151,605,33,0,휴식 (Relax)
328,616,140,594,31,0,휴식 (Relax)
328,594,151,594,33,0,휴식 (Relax)
320,594,156,616,28,0,휴식 (Relax)
336,616,145,616,36,0,휴식 (Relax)
328,616,135,594,36,0,휴식 (Relax)
320,594,151,594,26,0,휴식 (Relax)
336,572,162,616,36,0,휴식 (Relax)
336,605,145,605,36,0,휴식 (Relax)
328,638,140,616,33,0,휴식 (Relax)
336,594,151,594,31,0,휴식 (Relax)
336,583,151,605,36,0,휴식 (Relax)
320,583,151,605,33,0,휴식 (Relax)
336,616,135,605,36,0,휴식 (Relax)
328,605,145,594,31,0,휴식 (Relax)
320,572,145,594,39,0,휴식 (Relax)
312,605,145,616,36,0,휴식 (Relax)
328,638,130,594,28,0,휴식 (Relax)
328,594,145,583,31,0,휴식 (Relax)
328,572,162,605,36,0,휴식 (Relax)
320,594,151,605,36,0,휴식 (Relax)
336,627,135,594,33,0,휴식 (Relax)
320,594,151,594,28,0,휴식 (Relax)
336,583,156,616,33,0,휴식 (Relax)
344,616,145,627,39,0,휴식 (Relax)
328,627,135,594,36,0,휴식 (Relax)
328,605,156,616,28,0,휴식 (Relax)
344,594,151,605,31,0,휴식 (Relax)
336,605,151,616,36,0,휴식 (Relax)
312,605,140,605,28,0,휴식 (Relax)
336,594,140,572,39,0,휴식 (Relax)
312,583,156,605,36,0,휴식 (Relax)
320,616,156,638,33,0,휴식 (Relax)
352,638,130,594,31,0,휴식 (Relax)
336,594,156,605,33,0,휴식 (Relax)
328,583,156,616,31,0,휴식 (Relax)
336,605,151,627,33,0,휴식 (Relax)
336,627,135,594,33,0,휴식 (Relax)
328,594,145,616,33,0,휴식 (Relax)
328,605,156,627,36,0,휴식 (Relax)
336,616,140,605,33,0,휴식 (Relax)
328,605,156,627,31,0,휴식 (Relax)
344,594,145,583,26,0,휴식 (Relax)
352,594,162,616,36,0,휴식 (Relax)
320,594,145,594,36,0,휴식 (Relax)
320,605,151,616,36,0,휴식 (Relax)
336,605,145,594,26,0,휴식 (Relax)
344,572,156,605,36,0,휴식 (Relax)
328,594,145,605,36,0,휴식 (Relax)
328,605,135,594,33,0,휴식 (Relax)
336,594,156,605,31,0,휴식 (Relax)
336,594,140,583,39,0,휴식 (Relax)
320,605,135,583,45,0,휴식 (Relax)
296,605,140,594,31,0,휴식 (Relax)
336,594,151,583,26,0,휴식 (Relax)
336,583,162,616,36,0,휴식 (Relax)
320,616,145,616,33,0,휴식 (Relax)
336,605,145,605,31,0,휴식 (Relax)
344,594,151,605,31,0,휴식 (Relax)
328,594,140,572,36,0,휴식 (Relax)
304,594,151,616,36,0,휴식 (Relax)
320,594,140,583,28,0,휴식 (Relax)
344,605,135,561,42,0,휴식 (Relax)
288,572,156,616,36,0,휴식 (Relax)
328,616,145,616,31,0,휴식 (Relax)
352,627,145,616,36,0,휴식 (Relax)
320,605,145,605,31,0,휴식 (Relax)
336,594,151,605,36,0,휴식 (Relax)
320,616,140,594,36,0,휴식 (Relax)
312,605,140,605,33,0,휴식 (Relax)
336,594,151,605,31,0,휴식 (Relax)
344,605,151,616,33,0,휴식 (Relax)
336,594,151,605,36,0,휴식 (Relax)
328,594,145,594,36,0,휴식 (Relax)
320,605,145,605,28,0,휴식 (Relax)
344,605,151,605,33,0,휴식 (Relax)
336,594,151,616,39,0,휴식 (Relax)
328,605,151,594,33,0,휴식 (Relax)
336,616,151,616,33,0,휴식 (Relax)
336,594,151,605,33,0,휴식 (Relax)
328,605,140,605,36,0,휴식 (Relax)
320,616,145,605,33,0,휴식 (Relax)
320,605,140,594,36,0,휴식 (Relax)
328,605,151,616,36,0,휴식 (Relax)
328,605,145,616,36,0,휴식 (Relax)
336,616,145,594,33,0,휴식 (Relax)
328,594,145,616,33,0,휴식 (Relax)
336,594,145,594,33,0,휴식 (Relax)
328,605,151,627,39,0,휴식 (Relax)
320,616,140,583,28,0,휴식 (Relax)
336,594,156,616,33,0,휴식 (Relax)
328,605,156,638,28,0,휴식 (Relax)
352,616,140,605,39,0,휴식 (Relax)
328,594,151,594,31,0,휴식 (Relax)
328,583,168,649,31,0,휴식 (Relax)
352,616,135,594,28,0,휴식 (Relax)
336,594,156,616,39,0,휴식 (Relax)
328,594,151,605,31,0,휴식 (Relax)
336,594,145,605,36,0,휴식 (Relax)
312,605,140,583,28,0,휴식 (Relax)
328,583,151,605,36,0,휴식 (Relax)
320,583,156,605,31,0,휴식 (Relax)
344,605,151,594,33,0,휴식 (Relax)
336,605,145,594,36,0,휴식 (Relax)
320,605,140,594,33,0,휴식 (Relax)
328,594,140,583,36,0,휴식 (Relax)
312,583,145,605,33,0,휴식 (Relax)
328,583,140,561,36,0,휴식 (Relax)
304,583,151,616,33,0,휴식 (Relax)
328,605,151,616,31,0,휴식 (Relax)
344,605,151,605,33,0,휴식 (Relax)
328,616,135,594,33,0,휴식 (Relax)
328,605,145,605,39,0,휴식 (Relax)
312,605,140,583,36,0,휴식 (Relax)
328,605,151,605,33,0,휴식 (Relax)
328,594,145,583,31,0,휴식 (Relax)
328,605,145,605,39,0,휴식 (Relax)
312,583,151,594,28,0,휴식 (Relax)
336,605,140,594,39,0,휴식 (Relax)
320,605,140,594,39,0,휴식 (Relax)
304,605,140,616,33,0,휴식 (Relax)
336,616,145,605,31,0,휴식 (Relax)
328,594,151,605,36,0,휴식 (Relax)
328,605,145,583,31,0,휴식 (Relax)
328,594,145,605,36,0,휴식 (Relax)
320,594,151,594,33,0,휴식 (Relax)
328,605,151,616,36,0,휴식 (Relax)
336,627,145,605,31,0,휴식 (Relax)
344,594,151,594,36,0,휴식 (Relax)
312,594,140,605,33,0,휴식 (Relax)
328,605,151,616,31,0,휴식 (Relax)
344,605,145,583,28,0,휴식 (Relax)
320,561,156,605,36,0,휴식 (Relax)
320,594,151,583,33,0,휴식 (Relax)
320,605,140,605,33,0,휴식 (Relax)
336,616,145,594,31,0,휴식 (Relax)
320,605,145,605,36,0,휴식 (Relax)
320,583,151,605,28,0,휴식 (Relax)
336,583,151,594,31,0,휴식 (Relax)
328,583,151,594,33,0,휴식 (Relax)
320,594,151,627,33,0,휴식 (Relax)
344,605,151,594,31,0,휴식 (Relax)
336,605,151,605,33,0,휴식 (Relax)
328,583,156,594,28,0,휴식 (Relax)
336,583,156,616,39,0,휴식 (Relax)
328,605,145,594,28,0,휴식 (Relax)
336,605,145,605,36,0,휴식 (Relax)
328,594,151,594,33,0,휴식 (Relax)
320,583,151,616,31,0,휴식 (Relax)
344,594,151,605,31,0,휴식 (Relax)
336,594,151,605,33,0,휴식 (Relax)
320,605,140,605,31,0,휴식 (Relax)
336,605,156,616,33,0,휴식 (Relax)
328,616,145,605,36,0,휴식 (Relax)
328,594,145,605,33,0,휴식 (Relax)
336,594,151,594,28,0,휴식 (Relax)
328,605,151,616,36,0,휴식 (Relax)
328,605,151,605,31,0,휴식 (Relax)
336,616,145,605,36,0,휴식 (Relax)
320,605,145,605,33,0,휴식 (Relax)
320,583,151,616,33,0,휴식 (Relax)
336,616,145,616,31,0,휴식 (Relax)
344,594,151,605,39,0,휴식 (Relax)
320,616,140,594,33,0,휴식 (Relax)
328,605,145,605,36,0,휴식 (Relax)
320,605,145,605,33,0,휴식 (Relax)
328,605,140,583,33,0,휴식 (Relax)
312,594,145,583,33,0,휴식 (Relax)
312,583,151,616,33,0,휴식 (Relax)
336,616,140,605,36,0,휴식 (Relax)
328,616,145,605,33,0,휴식 (Relax)
328,583,151,594,26,0,휴식 (Relax)
336,572,162,616,36,0,휴식 (Relax)
328,594,156,605,33,0,휴식 (Relax)
336,627,140,594,31,0,휴식 (Relax)
336,594,156,594,31,0,휴식 (Relax)
320,583,151,594,36,0,휴식 (Relax)
320,605,145,616,36,0,휴식 (Relax)
336,627,151,605,31,0,휴식 (Relax)
336,605,140,594,31,0,휴식 (Relax)
336,594,162,627,33,0,휴식 (Relax)
328,594,151,605,33,0,휴식 (Relax)
336,616,140,594,33,0,휴식 (Relax)
328,594,145,583,28,0,휴식 (Relax)
328,572,162,616,33,0,휴식 (Relax)
336,605,145,605,31,0,휴식 (Relax)
344,605,145,594,33,0,휴식 (Relax)
320,583,151,583,31,0,휴식 (Relax)
328,594,156,616,36,0,휴식 (Relax)
328,616,140,605,28,0,휴식 (Relax)
336,616,151,616,31,0,휴식 (Relax)
336,583,156,605,28,0,휴식 (Relax)
336,605,145,616,36,0,휴식 (Relax)
328,616,140,616,36,0,휴식 (Relax)
336,616,145,594,33,0,휴식 (Relax)
312,583,145,594,31,0,휴식 (Relax)
328,583,156,616,33,0,휴식 (Relax)
344,605,151,616,33,0,휴식 (Relax)
336,616,140,605,31,0,휴식 (Relax)
328,594,162,627,31,0,휴식 (Relax)
344,605,151,605,31,0,휴식 (Relax)
336,594,156,627,33,0,휴식 (Relax)
336,594,145,605,31,0,휴식 (Relax)
344,605,151,594,31,0,휴식 (Relax)
328,583,162,605,31,0,휴식 (Relax)
328,605,151,638,36,0,휴식 (Relax)
352,627,135,583,33,0,휴식 (Relax)
320,594,156,616,31,0,휴식 (Relax)
352,616,168,696,45,1,주먹 쥐기 (Fist)
344,638,140,627,31,1,주먹 쥐기 (Fist)
361,627,145,627,36,1,주먹 쥐기 (Fist)
352,616,135,572,45,1,주먹 쥐기 (Fist)
266,540,162,605,31,1,주먹 쥐기 (Fist)
352,672,101,561,45,1,주먹 쥐기 (Fist)
281,540,192,649,26,1,주먹 쥐기 (Fist)
344,627,125,551,26,1,주먹 쥐기 (Fist)
352,627,120,583,64,1,주먹 쥐기 (Fist)
245,520,186,605,22,1,주먹 쥐기 (Fist)
361,530,217,605,7,1,주먹 쥐기 (Fist)
460,672,186,661,14,1,주먹 쥐기 (Fist)
396,638,115,627,76,1,주먹 쥐기 (Fist)
266,616,135,594,45,1,주먹 쥐기 (Fist)
288,551,180,605,12,1,주먹 쥐기 (Fist)
396,616,140,583,33,1,주먹 쥐기 (Fist)
328,627,156,708,54,1,주먹 쥐기 (Fist)
320,627,110,530,42,1,주먹 쥐기 (Fist)
304,661,120,672,57,1,주먹 쥐기 (Fist)
296,583,140,561,33,1,주먹 쥐기 (Fist)
312,520,238,649,8,1,주먹 쥐기 (Fist)
441,720,96,583,48,1,주먹 쥐기 (Fist)
312,605,156,638,48,1,주먹 쥐기 (Fist)
296,605,151,616,22,1,주먹 쥐기 (Fist)
378,638,140,661,51,1,주먹 쥐기 (Fist)
312,561,192,649,28,1,주먹 쥐기 (Fist)
361,638,140,616,22,1,주먹 쥐기 (Fist)
396,561,204,616,20,1,주먹 쥐기 (Fist)
369,627,151,627,33,1,주먹 쥐기 (Fist)
336,551,217,684,14,1,주먹 쥐기 (Fist)
423,649,130,594,36,1,주먹 쥐기 (Fist)
320,583,162,627,36,1,주먹 쥐기 (Fist)
336,605,84,405,57,1,주먹 쥐기 (Fist)
186,594,115,696,76,1,주먹 쥐기 (Fist)
281,572,174,627,16,1,주먹 쥐기 (Fist)
405,638,140,605,33,1,주먹 쥐기 (Fist)
352,661,145,649,24,1,주먹 쥐기 (Fist)
378,480,259,561,9,1,주먹 쥐기 (Fist)
361,672,110,605,39,1,주먹 쥐기 (Fist)
328,594,156,605,36,1,주먹 쥐기 (Fist)
266,500,174,605,22,1,주먹 쥐기 (Fist)
369,627,110,561,48,1,주먹 쥐기 (Fist)
288,605,135,605,51,1,주먹 쥐기 (Fist)
273,583,151,638,22,1,주먹 쥐기 (Fist)
414,672,140,649,39,1,주먹 쥐기 (Fist)
344,551,204,594,20,1,주먹 쥐기 (Fist)
336,594,145,583,24,1,주먹 쥐기 (Fist)
369,672,130,638,57,1,주먹 쥐기 (Fist)
281,540,168,520,11,1,주먹 쥐기 (Fist)
344,520,174,561,31,1,주먹 쥐기 (Fist)
312,661,101,594,61,1,주먹 쥐기 (Fist)
259,594,130,627,48,1,주먹 쥐기 (Fist)
320,638,120,510,22,1,주먹 쥐기 (Fist)
312,540,162,572,33,1,주먹 쥐기 (Fist)
273,520,174,638,26,1,주먹 쥐기 (Fist)
378,627,151,594,20,1,주먹 쥐기 (Fist)
378,594,140,572,39,1,주먹 쥐기 (Fist)
288,530,162,605,39,1,주먹 쥐기 (Fist)
312,638,130,638,45,1,주먹 쥐기 (Fist)
344,684,92,583,61,1,주먹 쥐기 (Fist)
266,540,186,583,24,1,주먹 쥐기 (Fist)
328,572,192,649,14,1,주먹 쥐기 (Fist)
432,684,115,594,57,1,주먹 쥐기 (Fist)
296,638,145,638,31,1,주먹 쥐기 (Fist)
328,470,211,470,6,1,주먹 쥐기 (Fist)
344,530,198,605,18,1,주먹 쥐기 (Fist)
344,540,174,561,24,1,주먹 쥐기 (Fist)
328,605,156,661,31,1,주먹 쥐기 (Fist)
369,627,110,540,57,1,주먹 쥐기 (Fist)
259,583,125,572,57,1,주먹 쥐기 (Fist)
266,594,145,638,36,1,주먹 쥐기 (Fist)
336,627,120,540,28,1,주먹 쥐기 (Fist)
320,616,105,583,64,1,주먹 쥐기 (Fist)
266,561,145,551,39,1,주먹 쥐기 (Fist)
296,649,120,649,45,1,주먹 쥐기 (Fist)
328,594,125,540,42,1,주먹 쥐기 (Fist)
288,638,110,594,51,1,주먹 쥐기 (Fist)
288,594,130,594,45,1,주먹 쥐기 (Fist)
312,638,120,594,48,1,주먹 쥐기 (Fist)
304,605,145,605,39,1,주먹 쥐기 (Fist)
320,627,115,572,39,1,주먹 쥐기 (Fist)
328,605,162,638,39,1,주먹 쥐기 (Fist)
336,605,145,583,24,1,주먹 쥐기 (Fist)
352,605,140,605,48,1,주먹 쥐기 (Fist)
304,627,140,638,48,1,주먹 쥐기 (Fist)
320,638,105,561,48,1,주먹 쥐기 (Fist)
288,616,140,627,39,1,주먹 쥐기 (Fist)
320,627,96,551,61,1,주먹 쥐기 (Fist)
266,572,156,616,39,1,주먹 쥐기 (Fist)
312,638,120,561,20,1,주먹 쥐기 (Fist)
361,540,198,616,24,1,주먹 쥐기 (Fist)
344,594,140,572,31,1,주먹 쥐기 (Fist)
320,510,252,627,9,1,주먹 쥐기 (Fist)
405,661,115,540,28,1,주먹 쥐기 (Fist)
320,605,145,684,72,1,주먹 쥐기 (Fist)
288,605,135,583,28,1,주먹 쥐기 (Fist)
344,572,174,616,26,1,주먹 쥐기 (Fist)
336,605,130,561,33,1,주먹 쥐기 (Fist)
320,605,156,616,36,1,주먹 쥐기 (Fist)
320,605,130,605,48,1,주먹 쥐기 (Fist)
320,627,145,616,31,1,주먹 쥐기 (Fist)
328,594,135,594,31,1,주먹 쥐기 (Fist)
336,605,125,561,51,1,주먹 쥐기 (Fist)
281,638,125,616,48,1,주먹 쥐기 (Fist)
296,540,168,583,22,1,주먹 쥐기 (Fist)
352,605,115,530,42,1,주먹 쥐기 (Fist)
288,583,140,583,45,1,주먹 쥐기 (Fist)
281,540,211,627,9,1,주먹 쥐기 (Fist)
414,672,61,441,68,1,주먹 쥐기 (Fist)
217,583,125,616,80,1,주먹 쥐기 (Fist)
224,561,135,583,26,1,주먹 쥐기 (Fist)
361,638,135,605,42,1,주먹 쥐기 (Fist)
296,551,224,638,6,1,주먹 쥐기 (Fist)
432,616,140,530,16,1,주먹 쥐기 (Fist)
361,605,125,583,72,1,주먹 쥐기 (Fist)
211,530,140,572,33,1,주먹 쥐기 (Fist)
312,561,162,605,31,1,주먹 쥐기 (Fist)
344,684,68,510,84,1,주먹 쥐기 (Fist)
217,540,186,594,14,1,주먹 쥐기 (Fist)
352,627,110,583,48,1,주먹 쥐기 (Fist)
304,638,140,649,48,1,주먹 쥐기 (Fist)
304,627,110,551,42,1,주먹 쥐기 (Fist)
296,530,192,583,20,1,주먹 쥐기 (Fist)
369,583,186,583,18,1,주먹 쥐기 (Fist)
344,605,168,661,22,1,주먹 쥐기 (Fist)
405,661,135,616,33,1,주먹 쥐기 (Fist)
320,520,211,627,20,1,주먹 쥐기 (Fist)
361,616,130,583,39,1,주먹 쥐기 (Fist)
312,594,135,605,61,1,주먹 쥐기 (Fist)
273,605,135,572,26,1,주먹 쥐기 (Fist)
344,627,120,572,36,1,주먹 쥐기 (Fist)
312,561,156,594,45,1,주먹 쥐기 (Fist)
288,561,180,594,18,1,주먹 쥐기 (Fist)
378,627,162,605,16,1,주먹 쥐기 (Fist)
378,627,135,627,57,1,주먹 쥐기 (Fist)
296,684,101,638,68,1,주먹 쥐기 (Fist)
273,605,145,672,39,1,주먹 쥐기 (Fist)
344,627,120,561,33,1,주먹 쥐기 (Fist)
344,649,115,594,45,1,주먹 쥐기 (Fist)
281,540,156,605,36,1,주먹 쥐기 (Fist)
312,594,145,649,42,1,주먹 쥐기 (Fist)
352,627,192,684,14,1,주먹 쥐기 (Fist)
423,594,174,561,7,1,주먹 쥐기 (Fist)
423,616,174,672,36,1,주먹 쥐기 (Fist)
320,583,135,649,51,1,주먹 쥐기 (Fist)
312,594,180,720,33,1,주먹 쥐기 (Fist)
396,627,130,551,31,1,주먹 쥐기 (Fist)
328,594,168,605,22,1,주먹 쥐기 (Fist)
361,583,162,605,22,1,주먹 쥐기 (Fist)
344,594,140,616,48,1,주먹 쥐기 (Fist)
296,561,192,672,28,1,주먹 쥐기 (Fist)
369,661,130,605,28,1,주먹 쥐기 (Fist)
378,616,162,594,31,1,주먹 쥐기 (Fist)
312,605,115,551,45,1,주먹 쥐기 (Fist)
281,540,151,540,45,1,주먹 쥐기 (Fist)
259,561,162,583,20,1,주먹 쥐기 (Fist)
344,540,186,605,16,1,주먹 쥐기 (Fist)
387,661,120,616,48,1,주먹 쥐기 (Fist)
320,583,180,627,26,1,주먹 쥐기 (Fist)
361,627,151,616,31,1,주먹 쥐기 (Fist)
336,594,151,616,51,1,주먹 쥐기 (Fist)
312,627,130,530,22,1,주먹 쥐기 (Fist)
320,616,145,672,51,1,주먹 쥐기 (Fist)
328,572,151,530,28,1,주먹 쥐기 (Fist)
312,605,156,638,36,1,주먹 쥐기 (Fist)
328,594,151,583,24,1,주먹 쥐기 (Fist)
352,583,204,684,16,1,주먹 쥐기 (Fist)
405,490,238,510,3,1,주먹 쥐기 (Fist)
387,616,174,672,33,1,주먹 쥐기 (Fist)
352,616,151,627,39,1,주먹 쥐기 (Fist)
336,616,140,627,45,1,주먹 쥐기 (Fist)
320,594,180,627,14,1,주먹 쥐기 (Fist)
378,594,125,540,36,1,주먹 쥐기 (Fist)
288,594,140,638,54,1,주먹 쥐기 (Fist)
288,616,135,583,28,1,주먹 쥐기 (Fist)
328,470,266,561,1,1,주먹 쥐기 (Fist)
414,672,101,583,51,1,주먹 쥐기 (Fist)
296,672,101,649,80,1,주먹 쥐기 (Fist)
266,561,174,605,16,1,주먹 쥐기 (Fist)
352,572,140,583,31,1,주먹 쥐기 (Fist)
352,672,110,605,68,1,주먹 쥐기 (Fist)
259,594,125,594,39,1,주먹 쥐기 (Fist)
312,605,174,696,28,1,주먹 쥐기 (Fist)
405,649,140,572,20,1,주먹 쥐기 (Fist)
352,572,156,627,42,1,주먹 쥐기 (Fist)
312,605,140,616,48,1,주먹 쥐기 (Fist)
304,572,156,572,26,1,주먹 쥐기 (Fist)
336,638,140,583,26,1,주먹 쥐기 (Fist)
336,594,162,649,39,1,주먹 쥐기 (Fist)
344,594,151,583,28,1,주먹 쥐기 (Fist)
320,638,120,605,39,1,주먹 쥐기 (Fist)
312,540,204,605,16,1,주먹 쥐기 (Fist)
361,627,125,616,45,1,주먹 쥐기 (Fist)
320,627,130,605,48,1,주먹 쥐기 (Fist)
288,605,115,561,39,1,주먹 쥐기 (Fist)
312,572,162,627,33,1,주먹 쥐기 (Fist)
352,638,140,661,42,1,주먹 쥐기 (Fist)
336,605,162,627,28,1,주먹 쥐기 (Fist)
378,661,140,605,31,1,주먹 쥐기 (Fist)
336,561,168,572,31,1,주먹 쥐기 (Fist)
304,572,162,605,36,1,주먹 쥐기 (Fist)
328,672,115,627,54,1,주먹 쥐기 (Fist)
312,627,115,561,42,1,주먹 쥐기 (Fist)
304,605,162,672,31,1,주먹 쥐기 (Fist)
