a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a0_ssc,a0_wamp,a1_rms,a1_mav,a1_wl,a1_zc,a1_ssc,a1_wamp,a2_rms,a2_mav,a2_wl,a2_zc,a2_ssc,a2_wamp,a3_rms,a3_mav,a3_wl,a3_zc,a3_ssc,a3_wamp,a4_rms,a4_mav,a4_wl,a4_zc,a4_ssc,a4_wamp,label,action_name
88.44,43.94,33.25,45.94,-1.31,262.86,125.78,78.97,65.49,175.01,47.80,209.90,177.00,399.57,181.80,107.40,219.69,208.49,123.67,84.47,111.00,127.33,5.15,59.27,125.87,34.50,45.89,23.24,58.00,359.88,173.55,188.03,154.87,232.45,164.35,85.13,151.00,52.95,9.57,49.08,18.03,26.00,24.62,62.19,33.00,38.33,28.40,632.00,7.00,10.00,13.00,50.36,41.80,719.00,8.00,7.00,13.00,17.92,15.47,251.00,6.00,6.00,11.00,49.90,39.30,730.00,4.00,9.00,13.00,9.41,7.14,158.00,8.00,8.00,7.00,2,손가락 펴기 (Open)
35.94,83.88,10.94,85.19,16.81,301.85,156.75,115.96,72.45,143.21,58.77,177.05,137.00,462.67,214.86,70.23,251.81,143.50,73.68,100.14,176.00,129.00,4.02,63.41,124.33,36.70,46.54,27.33,53.00,435.74,154.79,128.44,214.89,219.14,97.25,138.50,227.00,71.40,22.78,20.39,48.01,44.38,27.91,39.41,3.00,39.44,31.33,609.00,6.00,10.00,13.00,54.49,45.62,709.00,6.00,7.00,13.00,18.07,15.82,248.00,5.00,6.00,11.00,54.41,43.06,774.00,6.00,10.00,14.00,9.94,7.88,148.00,6.00,7.00,7.00,2,손가락 펴기 (Open)
8.00,52.25,24.06,122.62,16.81,251.00,158.24,128.67,32.00,175.88,80.60,115.88,72.00,440.99,218.50,92.09,234.44,137.07,52.06,106.42,198.00,135.52,44.54,71.37,81.39,74.42,27.39,19.57,99.00,547.36,108.10,43.03,184.27,334.37,165.22,121.27,106.00,71.40,22.78,20.39,48.01,44.38,27.91,39.41,3.00,35.25,26.25,546.00,3.00,9.00,13.00,52.89,44.25,688.00,6.00,8.00,13.00,18.46,16.31,254.00,5.00,7.00,11.00,62.91,50.62,809.00,5.00,10.00,14.00,9.94,7.88,124.00,5.00,6.00,6.00,2,손가락 펴기 (Open)
43.62,91.50,27.44,72.25,-7.19,287.25,105.42,58.95,38.00,243.59,105.74,46.01,2.00,506.69,159.84,87.50,195.17,203.98,42.41,130.62,274.00,138.65,78.52,55.95,106.83,53.40,60.21,28.53,57.00,613.42,84.72,126.82,98.51,291.15,173.46,89.10,192.00,71.40,22.78,20.39,48.01,44.38,27.91,39.41,3.00,36.57,28.42,564.00,5.00,9.00,13.00,57.69,49.00,681.00,5.00,8.00,13.00,19.54,17.12,255.00,5.00,6.00,11.00,65.58,55.22,854.00,5.00,11.00,15.00,9.94,7.88,121.00,5.00,5.00,6.00,2,손가락 펴기 (Open)
96.88,125.75,25.12,97.81,-9.25,331.81,13.83,108.98,114.49,248.61,157.15,152.57,110.00,630.31,14.14,259.49,73.55,146.16,129.72,191.27,102.00,137.49,97.26,24.70,134.85,30.96,29.14,8.50,94.00,681.29,100.94,212.89,146.58,224.58,82.74,171.48,73.00,45.50,47.03,23.47,56.60,37.86,4.07,12.08,28.00,44.29,35.41,574.00,5.00,8.00,13.00,65.56,54.75,665.00,2.00,8.00,13.00,20.44,17.89,245.00,5.00,6.00,10.00,70.18,60.96,812.00,2.00,11.00,15.00,8.85,6.81,110.00,7.00,5.00,5.00,2,손가락 펴기 (Open)
87.00,14.75,50.31,22.88,-4.50,393.11,151.42,254.38,161.44,94.00,7.97,74.25,48.00,630.31,14.14,259.49,73.55,146.16,129.72,191.27,102.00,137.06,119.09,53.77,110.00,107.67,80.27,69.49,17.00,672.66,105.85,220.24,126.91,191.58,52.23,204.29,40.00,41.95,58.42,34.63,46.86,26.25,7.97,18.98,16.00,47.09,38.88,492.00,4.00,7.00,12.00,65.56,54.75,776.00,2.00,9.00,14.00,23.55,19.40,270.00,5.00,6.00,11.00,69.05,58.88,774.00,3.00,12.00,15.00,8.75,6.44,104.00,6.00,6.00,4.00,2,손가락 펴기 (Open)
11.00,14.75,45.19,111.50,4.06,393.11,151.42,254.38,161.44,94.00,7.97,74.25,48.00,630.31,14.14,259.49,73.55,146.16,129.72,191.27,102.00,151.52,132.99,118.43,28.02,103.97,88.66,28.32,99.00,669.75,100.70,42.65,97.74,206.67,132.75,382.12,142.00,40.95,55.41,34.73,51.62,22.39,14.01,23.23,9.00,47.09,38.88,521.00,3.00,7.00,12.00,65.56,54.75,705.00,1.00,9.00,13.00,24.97,20.56,270.00,5.00,6.00,11.00,73.24,62.62,825.00,1.00,12.00,15.00,8.79,6.67,113.00,7.00,6.00,4.00,2,손가락 펴기 (Open)
54.00,148.12,-32.12,54.88,14.88,386.41,172.80,178.36,110.63,160.71,103.90,165.58,144.00,608.25,204.42,100.84,145.28,322.15,321.60,94.92,320.00,151.91,131.61,118.48,28.64,98.97,83.75,24.23,94.00,645.05,234.66,154.84,141.32,36.63,116.70,243.56,44.00,36.86,65.16,53.26,40.72,17.35,18.73,23.84,28.00,48.22,40.38,528.00,3.00,7.00,12.00,74.50,59.64,832.00,1.00,8.00,13.00,24.54,20.25,317.00,6.00,5.00,11.00,67.91,57.89,771.00,5.00,12.00,15.00,9.56,7.64,120.00,6.00,6.00,5.00,2,손가락 펴기 (Open)
6.94,47.00,-7.12,39.12,0.88,365.78,173.49,94.73,206.40,99.50,78.08,72.54,47.00,579.66,323.29,235.70,199.48,242.50,204.60,93.21,174.00,151.91,131.61,118.48,28.64,98.97,83.75,24.23,94.00,620.60,270.94,205.78,121.04,60.94,40.70,270.51,32.00,36.86,65.16,53.26,40.72,17.35,18.73,23.84,28.00,43.11,35.45,512.00,5.00,7.00,12.00,71.83,57.25,864.00,3.00,8.00,13.00,24.54,20.25,307.00,6.00,5.00,11.00,68.16,58.62,742.00,5.00,12.00,15.00,9.56,7.64,129.00,6.00,6.00,6.00,2,손가락 펴기 (Open)
11.94,-9.94,16.94,31.88,5.88,346.30,156.51,120.29,217.28,71.64,41.41,110.74,95.00,566.37,334.13,255.47,178.23,220.45,205.51,83.30,205.00,121.83,72.59,84.44,63.51,149.12,94.13,39.04,31.00,556.78,277.27,204.60,5.83,136.47,147.84,282.94,84.00,36.86,65.16,53.26,40.72,17.35,18.73,23.84,28.00,42.36,34.31,498.00,5.00,8.00,11.00,71.16,55.31,889.00,4.00,8.00,13.00,22.43,18.44,325.00,7.00,5.00,11.00,65.72,55.36,683.00,5.00,11.00,14.00,9.56,7.64,118.00,5.00,6.00,5.00,2,손가락 펴기 (Open)
-22.44,-89.69,13.62,-97.19,-12.00,321.65,126.04,156.54,181.86,109.63,78.86,91.97,57.00,581.04,342.14,264.59,194.02,201.78,193.56,90.16,225.00,97.92,76.25,130.16,62.24,112.46,45.40,20.13,84.00,519.61,256.51,168.94,46.27,104.64,127.20,253.83,35.00,38.69,64.96,55.21,38.91,17.75,18.78,25.84,30.00,40.04,31.94,523.00,6.00,8.00,12.00,72.56,56.56,911.00,4.00,8.00,13.00,20.70,16.83,289.00,7.00,5.00,10.00,59.86,51.91,760.00,6.00,10.00,14.00,9.71,7.75,134.00,6.00,6.00,6.00,2,손가락 펴기 (Open)
-46.81,-35.88,-37.12,-115.94,-11.75,302.72,104.09,160.81,174.32,102.86,62.99,93.53,79.00,488.94,251.30,166.63,264.61,224.02,97.97,177.01,324.00,122.64,44.35,107.04,96.30,135.41,12.19,55.68,120.00,538.46,274.79,187.99,48.38,117.66,138.22,237.81,15.00,42.69,67.60,56.10,40.82,13.80,21.59,22.29,26.00,38.03,30.56,532.00,6.00,8.00,12.00,65.17,50.86,971.00,6.00,9.00,14.00,22.80,19.36,331.00,7.00,4.00,10.00,62.04,53.32,770.00,6.00,9.00,14.00,9.96,7.97,128.00,6.00,5.00,6.00,2,손가락 펴기 (Open)
-47.31,-60.81,-29.50,-77.81,0.31,294.82,99.04,154.55,182.00,96.39,62.75,95.47,71.00,409.96,177.51,168.89,317.91,145.21,173.27,98.18,245.00,163.16,6.48,135.38,114.62,98.23,43.66,19.84,78.00,508.51,247.22,187.41,21.93,145.92,167.98,209.08,15.00,29.33,52.62,68.64,29.00,13.91,36.57,17.64,11.00,37.35,30.14,509.00,8.00,7.00,11.00,57.28,46.54,892.00,6.00,9.00,14.00,23.90,20.75,299.00,6.00,4.00,9.00,59.20,51.21,739.00,6.00,9.00,14.00,9.31,7.19,129.00,7.00,5.00,6.00,2,손가락 펴기 (Open)
-60.44,-59.56,-15.12,3.50,0.12,324.11,99.60,181.56,176.14,72.03,47.60,116.66,41.00,428.66,185.27,149.07,331.64,140.51,184.62,80.99,225.00,153.30,9.03,126.54,122.87,100.53,49.26,20.29,68.00,470.26,235.67,228.49,60.17,148.50,136.92,251.97,28.00,27.74,50.43,71.03,31.24,10.97,34.60,16.51,14.00,39.61,31.94,516.00,6.00,6.00,12.00,58.36,47.63,872.00,6.00,8.00,13.00,23.38,20.12,304.00,6.00,4.00,9.00,58.44,48.62,812.00,7.00,8.00,14.00,9.28,7.02,126.00,6.00,4.00,6.00,2,손가락 펴기 (Open)
-23.44,-97.06,-5.75,-59.88,-2.69,311.04,109.62,182.58,160.25,78.87,34.56,132.04,25.00,458.83,176.17,133.12,361.20,108.76,194.15,108.25,265.00,144.96,14.11,128.05,128.60,90.60,51.27,15.94,78.00,476.63,230.16,222.47,58.31,158.33,138.09,260.97,38.00,28.25,50.55,71.81,29.41,10.91,35.02,14.76,17.00,38.82,30.94,522.00,6.00,7.00,12.00,61.63,49.82,816.00,5.00,7.00,13.00,23.10,19.50,309.00,6.00,4.00,10.00,59.03,49.41,789.00,7.00,8.00,14.00,9.31,7.19,126.00,6.00,4.00,6.00,2,손가락 펴기 (Open)
-22.44,28.62,-47.31,-63.19,4.81,319.68,93.64,167.29,163.02,94.74,18.59,147.92,9.00,464.12,167.65,141.92,354.20,118.89,184.27,103.40,254.00,169.37,40.20,90.19,161.53,78.97,87.67,33.16,117.00,519.09,127.93,292.97,165.11,135.24,81.68,205.12,69.00,30.63,56.12,63.86,23.35,18.74,41.86,9.60,25.00,39.21,31.94,464.00,5.00,6.00,11.00,61.25,49.05,897.00,5.00,7.00,13.00,25.98,21.94,331.00,5.00,4.00,10.00,60.49,52.29,744.00,6.00,7.00,14.00,9.36,7.36,134.00,7.00,5.00,6.00,2,손가락 펴기 (Open)
-53.44,-43.75,-43.50,-78.69,-3.19,358.99,75.03,127.53,59.20,125.62,124.82,74.09,121.00,470.96,125.83,178.94,322.55,125.65,224.57,112.24,296.00,200.03,98.99,70.11,198.01,36.75,45.45,45.01,56.00,531.98,66.66,358.54,182.51,67.19,143.56,213.69,3.00,30.63,56.12,63.86,23.35,18.74,41.86,9.60,25.00,39.37,31.69,452.00,3.00,6.00,11.00,62.27,51.34,928.00,5.00,7.00,13.00,28.08,23.62,309.00,6.00,3.00,9.00,63.74,57.35,720.00,5.00,7.00,14.00,9.36,7.36,122.00,7.00,6.00,5.00,2,손가락 펴기 (Open)
-56.12,-104.00,-9.19,-71.44,0.88,373.38,143.37,193.58,57.43,65.97,98.10,92.92,52.00,468.12,124.55,232.60,444.57,31.60,198.80,191.53,140.00,201.43,101.96,74.85,194.46,41.71,43.57,40.09,61.00,527.76,134.19,377.99,92.11,172.90,57.74,253.46,113.00,15.85,46.26,55.08,17.03,31.84,36.99,26.18,8.00,41.90,34.39,427.00,2.00,5.00,10.00,66.93,53.38,965.00,5.00,6.00,13.00,28.16,23.94,327.00,5.00,3.00,9.00,65.66,60.01,675.00,3.00,6.00,13.00,8.30,6.36,125.00,8.00,7.00,5.00,2,손가락 펴기 (Open)
-60.38,-68.19,-12.56,-70.75,-6.50,371.96,179.60,222.34,96.80,65.30,77.58,91.52,96.00,454.71,217.17,206.44,499.81,93.96,130.32,103.31,233.00,200.59,101.92,93.81,176.95,36.92,67.91,65.76,35.00,501.13,302.55,272.97,105.12,225.61,152.23,148.44,58.00,12.34,59.57,29.09,9.06,20.09,28.13,6.75,34.00,44.43,36.80,394.00,1.00,5.00,9.00,69.03,55.69,951.00,3.00,7.00,13.00,28.18,23.88,326.00,5.00,4.00,9.00,64.11,59.50,640.00,3.00,5.00,13.00,7.10,5.75,110.00,8.00,8.00,4.00,2,손가락 펴기 (Open)
-35.44,-122.44,36.31,-99.44,-13.88,354.34,204.81,206.89,95.82,120.07,135.57,76.22,33.00,412.20,394.41,65.18,370.41,157.53,333.10,307.23,29.00,207.62,113.83,99.97,163.42,54.58,84.14,81.91,17.00,465.53,425.04,108.30,233.33,85.86,169.59,280.97,107.00,20.40,69.56,27.33,12.73,11.11,35.51,9.01,24.00,44.95,36.80,355.00,1.00,6.00,9.00,73.82,58.24,973.00,3.00,7.00,13.00,29.27,25.15,376.00,6.00,5.00,10.00,67.57,61.62,646.00,3.00,4.00,13.00,7.87,6.41,114.00,4.00,7.00,4.00,2,손가락 펴기 (Open)
-13.69,2.81,-21.06,-31.75,-4.12,307.45,208.86,107.94,34.48,90.68,64.60,146.58,141.00,385.43,463.65,81.84,261.34,104.57,249.20,190.69,161.00,178.75,71.83,58.03,194.62,84.53,107.32,115.18,25.00,425.41,471.83,149.57,218.89,117.96,39.11,142.20,32.00,18.05,66.68,23.69,15.81,7.99,39.47,11.37,20.00,39.01,30.94,370.00,3.00,6.00,10.00,66.20,49.31,979.00,6.00,8.00,13.00,29.39,24.83,406.00,7.00,6.00,10.00,63.13,55.81,628.00,3.00,4.00,13.00,7.67,6.12,120.00,8.00,8.00,5.00,2,손가락 펴기 (Open)
38.06,4.12,22.81,10.56,-0.38,273.28,188.51,67.38,34.48,31.73,58.16,87.51,81.00,377.13,461.89,84.28,275.77,84.47,244.08,202.38,140.00,153.14,54.84,56.36,177.87,94.87,112.21,100.12,5.00,415.15,466.07,169.02,198.41,125.20,60.11,162.32,11.00,17.91,66.80,20.85,18.38,7.31,37.17,10.53,24.00,32.02,27.19,342.00,4.00,5.00,10.00,65.92,48.00,979.00,6.00,8.00,13.00,26.94,22.59,448.00,8.00,7.00,11.00,62.70,54.17,569.00,4.00,3.00,13.00,7.60,5.88,115.00,7.00,8.00,5.00,2,손가락 펴기 (Open)
22.06,56.06,8.75,58.44,-7.56,273.28,188.51,67.38,34.48,31.73,58.16,87.51,81.00,400.88,487.10,112.58,253.51,67.39,217.24,212.71,107.00,107.54,84.86,102.93,139.18,48.46,74.05,110.94,42.00,358.43,400.68,188.30,195.63,47.35,56.51,111.79,89.00,16.71,57.72,19.10,29.07,7.39,41.94,19.43,37.00,32.02,27.19,309.00,4.00,5.00,10.00,67.18,50.06,886.00,6.00,7.00,13.00,23.34,19.28,388.00,7.00,7.00,11.00,54.82,48.08,567.00,4.00,3.00,13.00,7.75,6.17,111.00,5.00,8.00,4.00,2,손가락 펴기 (Open)
79.50,42.56,39.69,133.62,20.25,281.97,197.34,58.95,42.54,28.82,66.49,95.27,90.00,276.79,352.17,90.11,172.41,191.31,83.87,252.49,29.00,172.33,22.63,92.20,109.66,74.17,9.06,131.51,107.00,399.67,445.18,220.60,151.42,55.25,101.41,117.61,134.00,17.26,60.71,21.65,27.86,7.72,44.84,22.40,40.00,33.32,27.75,326.00,4.00,5.00,10.00,52.01,41.63,816.00,6.00,8.00,13.00,24.90,20.73,398.00,7.00,8.00,11.00,60.32,51.59,634.00,4.00,3.00,13.00,8.20,6.31,125.00,6.00,8.00,4.00,2,손가락 펴기 (Open)
22.00,76.25,10.00,36.38,-7.06,274.04,192.97,59.54,46.32,21.05,73.85,100.44,98.00,265.87,345.73,100.89,162.12,185.02,89.36,250.80,18.00,182.28,23.03,102.98,98.95,64.61,18.69,130.03,96.00,355.67,420.25,182.75,148.49,98.69,137.23,150.19,178.00,13.62,52.77,14.63,18.03,7.12,54.56,33.13,51.00,32.93,27.25,376.00,4.00,5.00,11.00,50.93,41.03,794.00,6.00,9.00,13.00,25.03,21.38,399.00,6.00,9.00,11.00,57.66,48.16,734.00,4.00,4.00,14.00,8.36,6.68,148.00,7.00,8.00,5.00,2,손가락 펴기 (Open)
38.00,32.25,38.25,111.31,4.25,274.04,192.97,59.54,46.32,21.05,73.85,100.44,98.00,265.87,345.73,100.89,162.12,185.02,89.36,250.80,18.00,190.66,34.03,110.05,102.53,63.75,17.26,127.01,108.00,386.31,414.12,179.11,181.40,112.19,149.33,182.42,211.00,12.73,53.25,18.41,15.81,10.11,53.07,29.06,46.00,32.93,27.25,360.00,4.00,6.00,11.00,50.93,41.03,757.00,5.00,9.00,13.00,25.99,22.12,428.00,6.00,10.00,12.00,60.99,50.73,685.00,3.00,5.00,14.00,8.10,6.41,141.00,7.00,9.00,5.00,2,손가락 펴기 (Open)
51.00,78.75,0.00,60.12,16.56,305.40,154.43,102.07,82.76,42.20,101.95,113.53,50.00,382.50,247.14,226.69,60.88,58.49,216.46,199.97,154.00,181.51,15.06,125.96,76.94,39.77,43.60,113.52,136.00,476.48,328.90,83.34,221.11,201.87,214.08,73.14,96.00,33.86,35.52,14.98,13.00,36.32,70.60,28.46,19.00,35.43,30.25,353.00,3.00,6.00,11.00,53.37,42.22,752.00,4.00,9.00,13.00,25.09,20.38,415.00,5.00,10.00,12.00,61.72,52.86,709.00,3.00,5.00,14.00,8.88,6.74,155.00,9.00,9.00,6.00,2,손가락 펴기 (Open)
1.56,160.25,-42.81,104.19,26.12,314.67,131.48,105.41,95.78,49.28,78.99,96.92,73.00,510.86,84.75,354.14,227.50,161.17,115.72,314.45,14.00,184.98,30.26,144.19,87.46,57.32,29.50,127.72,117.00,603.65,138.76,113.18,127.39,136.53,25.82,243.30,287.00,72.85,12.68,52.80,36.06,45.73,31.86,25.43,58.00,35.06,29.01,401.00,3.00,7.00,12.00,67.53,53.34,824.00,3.00,9.00,13.00,26.65,21.56,454.00,6.00,10.00,13.00,64.49,56.16,725.00,3.00,6.00,14.00,10.82,7.88,154.00,8.00,9.00,6.00,2,손가락 펴기 (Open)
-35.50,-18.38,-41.31,-102.12,-2.69,314.19,141.78,117.72,107.65,64.14,69.97,83.66,88.00,516.50,75.38,352.84,228.37,161.10,109.95,304.67,4.00,200.00,53.37,149.12,107.19,60.58,35.24,104.89,141.00,579.80,189.42,93.78,186.27,195.27,57.23,293.03,346.00,70.11,13.99,52.09,37.16,48.60,30.24,26.64,61.00,35.81,30.06,424.00,4.00,6.00,12.00,67.31,52.80,1002.00,4.00,10.00,14.00,28.29,23.06,439.00,6.00,10.00,12.00,68.62,59.39,851.00,3.00,6.00,14.00,10.84,8.02,183.00,9.00,10.00,7.00,2,손가락 펴기 (Open)
-14.88,51.31,-25.75,51.19,35.00,306.61,143.25,100.45,96.66,73.25,77.85,61.93,110.00,540.99,88.76,272.06,144.18,87.35,193.92,388.63,89.00,222.74,70.28,130.62,96.77,35.65,46.92,129.87,116.00,579.66,186.11,83.97,186.00,200.51,67.70,299.96,357.00,99.13,23.62,30.05,15.30,64.11,53.35,47.16,98.00,34.83,28.52,408.00,3.00,7.00,12.00,68.21,54.56,1037.00,5.00,10.00,14.00,29.05,24.62,443.00,5.00,9.00,12.00,69.08,60.16,941.00,3.00,7.00,14.00,14.12,11.12,220.00,7.00,10.00,8.00,2,손가락 펴기 (Open)
-41.06,-17.44,19.56,67.12,8.12,337.70,110.53,95.37,58.73,60.14,121.71,20.22,155.00,542.85,148.53,235.06,146.25,143.74,151.46,338.27,29.00,211.74,70.06,140.90,107.28,32.00,57.91,139.94,105.00,549.53,248.21,61.68,283.00,270.88,87.66,286.41,260.00,108.02,33.95,16.53,29.15,71.45,39.74,41.19,84.00,36.41,31.19,437.00,3.00,8.00,13.00,65.66,50.81,977.00,5.00,10.00,14.00,29.39,25.31,445.00,5.00,9.00,12.00,70.95,63.25,953.00,3.00,7.00,14.00,14.21,11.59,238.00,6.00,10.00,9.00,2,손가락 펴기 (Open)
-3.56,37.25,-22.31,-10.81,-11.00,345.18,102.57,88.49,53.60,67.45,115.22,24.99,147.00,546.27,140.45,228.93,135.59,145.51,153.28,332.59,18.00,198.80,81.06,142.19,104.24,21.61,48.61,130.46,119.00,531.97,279.14,92.46,284.59,245.02,56.70,275.26,291.00,104.10,34.10,28.01,33.62,85.10,35.12,44.83,70.00,36.40,31.13,436.00,2.00,9.00,13.00,65.21,50.12,956.00,5.00,11.00,14.00,28.52,24.44,486.00,6.00,10.00,13.00,70.26,61.31,1009.00,4.00,8.00,14.00,14.48,11.88,250.00,6.00,9.00,10.00,2,손가락 펴기 (Open)
32.06,2.31,-9.12,-24.31,-8.75,275.24,163.20,151.02,41.87,127.00,126.19,82.61,77.00,526.39,144.27,259.50,131.06,121.03,179.97,329.82,13.00,179.78,109.74,118.16,75.71,50.23,52.43,142.08,90.00,499.47,307.05,110.86,244.84,239.27,88.38,302.82,251.00,104.86,37.53,28.07,37.12,84.44,32.91,42.02,74.00,36.31,31.31,469.00,3.00,9.00,14.00,64.85,48.48,919.00,5.00,11.00,14.00,27.04,22.62,467.00,6.00,10.00,13.00,68.71,58.81,1020.00,4.00,8.00,15.00,14.60,12.03,249.00,6.00,9.00,10.00,2,손가락 펴기 (Open)
4.75,-23.69,-18.19,-54.94,2.94,228.31,189.44,162.29,34.21,137.24,78.36,53.01,130.00,457.98,122.75,288.84,51.16,196.34,106.09,311.59,67.00,184.26,101.28,131.40,74.01,56.35,49.04,144.57,75.00,489.79,307.56,106.15,243.82,248.75,86.13,293.51,261.00,102.11,32.75,32.59,39.66,88.78,28.10,37.54,79.00,34.43,29.00,486.00,3.00,9.00,15.00,59.95,43.52,910.00,8.00,10.00,14.00,27.42,23.56,472.00,6.00,10.00,14.00,68.16,58.19,1040.00,4.00,8.00,15.00,14.61,12.20,252.00,7.00,9.00,11.00,2,손가락 펴기 (Open)
-61.81,-73.69,-17.56,-103.06,-9.19,232.57,190.55,167.38,39.96,144.24,71.53,54.67,137.00,457.98,122.75,288.84,51.16,196.34,106.09,311.59,67.00,184.02,104.16,131.09,64.01,62.78,57.03,146.64,85.00,519.53,328.08,136.11,213.94,269.28,106.28,263.52,291.00,100.48,31.89,34.05,41.34,87.23,29.88,39.53,77.00,35.17,29.44,532.00,4.00,9.00,15.00,59.95,43.52,893.00,8.00,9.00,14.00,27.71,24.19,422.00,5.00,9.00,13.00,70.57,60.06,1051.00,4.00,7.00,15.00,14.53,12.11,256.00,8.00,9.00,12.00,2,손가락 펴기 (Open)
-53.50,-106.00,-4.44,-66.12,-1.38,239.13,208.13,186.62,54.04,137.50,84.48,44.25,116.00,421.75,85.78,253.46,88.09,165.22,128.54,283.75,104.00,171.42,150.81,87.23,81.84,24.19,12.53,123.75,35.00,477.63,279.08,127.98,223.90,255.04,155.22,219.34,340.00,82.12,42.65,33.10,35.13,83.71,29.81,22.11,96.00,36.76,30.75,524.00,4.00,10.00,14.00,54.98,41.50,806.00,8.00,9.00,14.00,25.48,21.62,372.00,4.00,8.00,13.00,66.59,57.00,1032.00,4.00,8.00,15.00,13.66,11.22,255.00,8.00,10.00,11.00,2,손가락 펴기 (Open)
-38.12,-63.50,-0.38,-74.88,-6.62,239.40,229.58,187.98,43.68,120.69,87.70,60.99,138.00,455.19,118.47,259.56,98.39,132.74,168.54,246.85,144.00,179.20,137.70,100.30,70.72,36.60,22.13,114.72,20.00,489.32,293.54,109.60,243.00,235.42,169.39,207.28,360.00,78.14,46.65,29.96,31.14,87.52,26.30,24.65,92.00,37.79,32.12,490.00,3.00,9.00,14.00,56.98,43.69,846.00,8.00,10.00,15.00,25.21,20.80,335.00,3.00,7.00,12.00,67.81,58.25,1001.00,4.00,9.00,15.00,13.50,11.03,256.00,8.00,10.00,11.00,2,손가락 펴기 (Open)
-46.88,-42.25,-22.12,-99.19,-10.38,226.24,284.02,121.98,43.68,200.33,43.71,26.61,54.00,467.12,125.42,243.59,116.62,127.99,154.89,266.84,124.00,139.28,158.87,116.70,49.01,83.27,73.78,76.85,32.00,519.18,311.32,74.53,282.65,296.32,188.66,243.64,269.00,81.67,43.96,33.58,31.02,90.14,22.45,26.33,88.00,38.82,33.38,488.00,3.00,9.00,14.00,57.70,44.78,812.00,7.00,9.00,15.00,24.91,20.27,343.00,5.00,7.00,12.00,72.39,63.94,988.00,3.00,9.00,15.00,13.66,11.22,252.00,8.00,9.00,11.00,2,손가락 펴기 (Open)
-36.06,-56.38,-24.62,-99.25,-4.06,212.05,292.78,66.89,84.22,200.84,93.22,47.38,115.00,499.94,127.98,167.79,119.01,220.58,174.60,181.97,218.00,103.93,155.51,156.36,9.06,88.60,56.05,112.58,8.00,542.06,281.47,215.90,183.58,367.74,70.38,257.18,412.00,75.07,44.46,35.56,42.01,85.94,19.83,29.63,77.00,39.54,34.19,437.00,3.00,9.00,13.00,58.94,46.38,810.00,5.00,9.00,15.00,25.50,20.62,313.00,7.00,6.00,11.00,76.27,67.50,919.00,3.00,8.00,14.00,13.19,10.70,231.00,7.00,9.00,10.00,2,손가락 펴기 (Open)
-61.44,-89.38,17.56,-30.12,-17.06,194.88,251.58,180.70,133.69,62.04,76.57,106.66,39.00,518.17,135.21,234.55,50.16,190.96,233.59,264.16,106.00,69.77,134.36,169.45,35.17,53.63,45.40,77.58,27.00,550.03,207.91,324.36,90.02,219.02,230.79,185.11,250.00,87.09,68.14,4.04,52.20,54.04,48.32,45.64,45.00,36.83,32.56,414.00,5.00,9.00,13.00,63.17,50.55,817.00,5.00,8.00,15.00,22.39,18.44,324.00,8.00,6.00,11.00,69.92,61.14,878.00,3.00,8.00,14.00,13.50,10.34,218.00,6.00,9.00,10.00,2,손가락 펴기 (Open)
12.06,-61.56,-0.81,-63.75,-7.44,193.72,235.52,198.04,122.25,85.05,54.13,85.17,15.00,518.10,155.89,351.14,75.11,88.51,108.61,220.67,231.00,44.09,109.26,154.06,48.80,68.88,65.79,101.93,1.00,539.59,140.05,316.20,192.01,228.05,167.09,249.66,352.00,86.28,62.30,9.52,47.51,51.50,53.67,48.68,39.00,35.87,31.06,470.00,6.00,10.00,13.00,63.53,49.45,793.00,5.00,8.00,15.00,21.55,16.91,315.00,9.00,6.00,11.00,71.36,62.72,841.00,3.00,8.00,14.00,13.21,10.10,217.00,6.00,10.00,10.00,2,손가락 펴기 (Open)
7.06,-9.62,65.44,159.31,-7.12,181.50,187.77,188.15,80.60,91.31,83.77,120.64,63.00,510.63,152.89,355.41,79.71,118.88,132.74,213.77,200.00,54.46,119.96,165.89,57.80,65.29,77.48,111.35,11.00,559.63,185.42,358.68,198.15,194.78,187.73,294.62,399.00,84.98,65.02,10.16,44.41,55.17,55.54,49.88,34.00,33.31,28.06,462.00,6.00,10.00,12.00,63.38,48.33,788.00,3.00,8.00,15.00,23.54,17.76,342.00,10.00,7.00,11.00,76.80,66.02,1023.00,4.00,8.00,14.00,13.32,10.30,203.00,5.00,10.00,9.00,2,손가락 펴기 (Open)
