a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a0_ssc,a0_wamp,a1_rms,a1_mav,a1_wl,a1_zc,a1_ssc,a1_wamp,a2_rms,a2_mav,a2_wl,a2_zc,a2_ssc,a2_wamp,a3_rms,a3_mav,a3_wl,a3_zc,a3_ssc,a3_wamp,a4_rms,a4_mav,a4_wl,a4_zc,a4_ssc,a4_wamp,label,action_name
1.94,35.81,-54.81,-61.00,17.56,146.28,258.31,107.25,312.08,47.45,109.95,71.36,29.00,357.91,359.30,247.03,521.64,185.06,151.27,276.68,357.00,32.95,306.40,41.92,238.29,172.37,78.89,84.25,327.00,361.95,321.10,421.29,420.83,227.41,394.37,66.08,130.00,36.75,79.53,60.07,138.74,74.07,21.94,49.78,5.00,41.16,32.94,710.00,7.00,7.00,15.00,78.45,60.02,1301.00,6.00,9.00,15.00,44.19,30.31,711.00,9.00,8.00,13.00,79.49,64.00,1218.00,5.00,6.00,14.00,17.45,12.94,300.00,7.00,7.00,11.00,1,주먹 쥐기 (Fist)
-69.88,-25.81,-38.94,-45.00,2.38,112.87,283.48,71.34,342.24,93.81,154.44,56.66,80.00,349.68,319.44,198.64,573.51,136.00,138.01,271.05,411.00,39.25,350.65,37.32,193.31,185.22,121.94,104.29,281.00,373.06,329.04,380.01,514.25,134.25,328.24,161.54,34.00,34.44,82.06,62.85,135.82,75.94,23.11,49.16,2.00,44.58,36.12,737.00,7.00,6.00,15.00,78.47,60.71,1333.00,7.00,8.00,15.00,45.31,32.44,708.00,6.00,9.00,13.00,79.49,63.62,1195.00,5.00,7.00,14.00,17.46,13.05,306.00,7.00,7.00,12.00,1,주먹 쥐기 (Fist)
-0.88,40.56,-13.62,18.00,10.06,112.27,314.97,93.76,318.31,77.49,125.03,49.40,48.00,357.13,320.43,181.78,568.07,153.84,124.54,263.53,389.00,41.45,354.98,34.56,192.21,180.22,117.58,103.07,286.00,373.06,329.04,380.01,514.25,134.25,328.24,161.54,34.00,16.00,89.21,78.91,132.46,56.19,35.83,49.19,23.00,43.94,34.23,748.00,6.00,7.00,15.00,77.57,59.51,1271.00,7.00,8.00,15.00,45.39,32.75,718.00,6.00,9.00,13.00,79.49,63.62,1185.00,5.00,7.00,14.00,17.48,12.83,300.00,6.00,7.00,11.00,1,주먹 쥐기 (Fist)
-2.38,44.31,15.75,54.69,-10.00,102.56,295.69,73.81,335.28,96.34,119.37,47.84,24.00,288.96,244.07,179.82,681.51,174.41,24.86,208.36,273.00,55.42,346.34,76.39,151.38,169.19,113.99,117.72,328.00,279.28,216.75,443.80,629.17,60.44,246.35,122.17,151.00,30.49,95.07,83.43,117.52,58.34,50.74,48.85,38.00,43.47,32.92,719.00,6.00,6.00,14.00,76.63,56.89,1252.00,7.00,7.00,15.00,45.16,32.25,745.00,9.00,8.00,14.00,79.47,64.10,1229.00,7.00,7.00,15.00,17.64,13.38,304.00,6.00,8.00,11.00,1,주먹 쥐기 (Fist)
40.25,-2.31,40.94,89.56,-8.25,85.86,300.71,141.56,275.12,58.12,100.15,121.24,126.00,258.39,203.45,150.26,674.76,202.75,64.65,236.33,315.00,129.25,397.01,124.90,150.62,110.50,73.21,73.04,251.00,140.38,209.24,394.96,622.43,219.84,406.97,151.19,11.00,26.59,91.27,79.43,117.96,62.31,53.39,47.97,42.00,42.35,32.47,715.00,7.00,6.00,14.00,75.87,53.61,1110.00,8.00,7.00,15.00,45.67,32.57,617.00,4.00,7.00,14.00,81.19,66.44,1169.00,7.00,6.00,15.00,17.49,13.09,284.00,6.00,8.00,10.00,1,주먹 쥐기 (Fist)
44.69,14.38,1.94,51.31,16.38,104.69,350.18,190.00,226.36,1.14,136.13,64.24,69.00,107.57,128.37,124.93,417.38,113.66,210.31,97.20,54.00,26.65,269.02,197.69,41.15,36.61,81.48,103.78,123.00,126.66,442.45,173.65,380.00,240.38,266.88,234.66,233.00,36.06,49.19,77.11,64.76,59.51,77.15,89.60,12.00,43.84,34.94,657.00,6.00,5.00,13.00,47.26,35.02,893.00,8.00,8.00,15.00,33.09,25.80,536.00,6.00,7.00,14.00,68.33,59.44,1057.00,7.00,7.00,15.00,15.68,11.75,290.00,9.00,8.00,10.00,1,주먹 쥐기 (Fist)
14.31,99.00,-7.44,66.06,3.12,104.06,310.41,197.73,205.34,41.40,178.04,29.85,27.00,135.90,230.16,208.18,450.07,38.82,139.88,137.36,156.00,32.27,262.13,206.45,50.33,26.99,79.85,98.73,133.00,236.47,557.39,86.46,383.80,116.21,232.34,111.57,101.00,56.04,56.44,97.06,63.20,39.52,57.16,69.67,8.00,41.75,32.31,656.00,6.00,6.00,13.00,53.72,39.38,940.00,8.00,7.00,15.00,33.14,26.26,540.00,7.00,6.00,15.00,68.83,59.56,876.00,6.00,7.00,15.00,15.17,10.89,244.00,8.00,8.00,10.00,1,주먹 쥐기 (Fist)
29.81,51.31,-6.44,-2.56,-9.50,99.90,313.88,189.78,212.61,45.23,183.47,29.05,19.00,139.36,238.41,207.78,460.07,29.78,137.44,127.27,145.00,47.22,263.26,205.51,58.01,32.32,70.84,101.48,117.00,170.40,527.76,94.56,238.76,199.77,165.35,43.16,49.00,19.63,13.60,87.80,10.30,54.41,44.13,24.02,62.00,42.06,32.81,609.00,5.00,7.00,13.00,54.31,39.89,943.00,7.00,8.00,15.00,33.11,26.19,509.00,6.00,5.00,14.00,58.88,51.56,761.00,6.00,8.00,15.00,11.11,9.25,219.00,7.00,8.00,10.00,1,주먹 쥐기 (Fist)
10.38,-24.31,17.94,25.69,-4.00,65.99,300.85,170.45,196.62,88.76,192.77,50.39,74.00,141.85,237.71,228.33,469.58,14.30,119.94,105.28,123.00,6.67,232.25,245.10,95.27,35.97,32.57,104.18,75.00,164.28,480.78,131.05,226.00,267.17,118.00,110.61,125.00,24.32,9.30,95.54,15.81,47.27,37.06,26.50,54.00,40.78,30.67,589.00,5.00,7.00,13.00,54.67,41.61,886.00,8.00,7.00,15.00,32.97,25.80,505.00,6.00,4.00,14.00,58.08,50.02,763.00,7.00,9.00,15.00,11.12,9.38,203.00,6.00,8.00,9.00,1,주먹 쥐기 (Fist)
-25.31,-80.06,-8.06,-118.81,-22.62,49.76,255.72,221.55,138.74,60.44,142.79,50.34,15.00,119.75,199.13,193.07,416.92,71.43,60.33,53.21,63.00,19.87,248.25,235.08,90.80,32.41,16.90,103.43,59.00,178.18,520.18,95.22,266.00,269.48,81.49,144.02,165.00,29.91,5.24,99.22,19.85,46.99,42.90,26.76,60.00,35.67,26.85,538.00,4.00,6.00,13.00,46.66,36.92,782.00,7.00,7.00,15.00,32.99,25.94,461.00,6.00,4.00,14.00,62.24,52.84,900.00,8.00,9.00,15.00,11.77,9.80,198.00,5.00,9.00,9.00,1,주먹 쥐기 (Fist)
-31.31,-138.75,25.06,-41.00,-13.25,62.20,287.72,198.75,135.00,89.87,111.10,79.38,17.00,249.12,362.37,157.83,362.06,210.05,138.67,151.12,102.00,79.83,192.43,204.59,18.68,65.47,87.12,112.39,35.00,143.65,479.57,100.89,271.04,226.79,35.19,180.43,216.00,51.89,17.32,90.89,17.49,67.73,36.11,24.21,38.00,36.58,28.69,530.00,4.00,6.00,12.00,58.68,46.53,840.00,7.00,6.00,15.00,29.41,23.69,455.00,7.00,5.00,14.00,58.82,49.25,886.00,7.00,10.00,15.00,12.11,10.25,203.00,5.00,9.00,9.00,1,주먹 쥐기 (Fist)
-0.31,-34.00,-46.44,-104.81,8.94,49.02,276.79,192.48,151.00,101.13,102.55,95.36,33.00,325.09,424.27,109.83,286.88,216.58,76.15,75.45,26.00,56.74,185.93,227.79,42.30,74.00,107.62,118.20,59.00,248.77,504.66,200.49,159.70,141.18,116.50,256.77,331.00,54.63,19.31,87.91,15.00,65.91,34.13,24.55,41.00,36.36,27.73,538.00,4.00,6.00,12.00,58.55,46.62,874.00,6.00,7.00,15.00,31.15,25.19,497.00,7.00,6.00,14.00,64.74,56.06,935.00,7.00,10.00,15.00,11.95,10.06,219.00,6.00,9.00,10.00,1,주먹 쥐기 (Fist)
-67.50,-13.69,-43.00,-39.06,11.56,77.22,276.74,221.47,153.76,95.47,114.17,122.25,62.00,314.85,422.00,120.82,285.28,227.49,77.62,66.16,15.00,39.49,142.87,264.27,73.24,116.09,105.41,132.75,4.00,324.57,476.36,258.23,197.95,118.08,60.38,228.97,255.00,50.63,20.22,91.00,19.21,69.19,28.17,28.24,47.00,38.96,29.69,567.00,5.00,7.00,12.00,58.33,45.94,874.00,6.00,6.00,15.00,33.00,27.25,442.00,7.00,5.00,13.00,64.99,56.69,941.00,4.00,10.00,15.00,12.22,10.44,197.00,5.00,8.00,9.00,1,주먹 쥐기 (Fist)
-63.19,-129.12,32.31,-104.31,-27.88,145.45,236.12,257.27,221.90,162.11,50.43,84.40,7.00,383.56,379.73,122.89,373.74,282.24,159.69,77.12,74.00,69.57,105.87,253.17,60.21,89.47,76.72,107.23,41.00,409.20,396.87,255.15,274.65,206.34,93.04,231.97,347.00,53.93,12.96,96.43,25.81,77.99,21.82,36.62,56.00,42.23,33.81,534.00,5.00,7.00,11.00,66.14,51.50,930.00,5.00,7.00,15.00,29.31,24.94,472.00,8.00,5.00,13.00,70.20,62.44,912.00,3.00,10.00,15.00,13.26,11.00,220.00,6.00,9.00,9.00,1,주먹 쥐기 (Fist)
63.19,14.56,10.38,45.50,5.62,123.28,261.27,270.99,226.77,177.94,25.30,91.41,33.00,389.57,369.58,133.89,372.84,286.54,150.21,67.20,63.00,86.55,94.65,236.39,43.29,82.52,93.71,122.16,24.00,443.21,352.90,217.78,256.78,184.41,98.35,243.23,302.00,54.03,20.95,88.81,22.14,79.93,24.27,44.60,64.00,44.15,35.44,618.00,6.00,6.00,11.00,65.93,50.81,1006.00,6.00,7.00,15.00,28.64,23.88,483.00,8.00,6.00,13.00,67.48,59.81,1048.00,4.00,11.00,15.00,13.33,11.20,249.00,6.00,10.00,10.00,1,주먹 쥐기 (Fist)
1.50,-49.94,66.94,47.62,-4.88,183.92,193.51,188.55,145.77,159.21,78.27,163.67,118.00,445.14,235.55,237.73,221.42,134.66,237.16,219.02,215.00,39.71,103.10,269.70,65.95,27.86,138.99,177.06,31.00,460.43,336.14,189.26,224.88,162.51,69.02,221.83,336.00,50.84,16.17,89.75,14.76,73.92,31.98,51.93,72.00,38.86,30.31,600.00,6.00,7.00,11.00,62.79,48.33,1013.00,7.00,8.00,15.00,33.22,27.31,479.00,7.00,6.00,13.00,65.44,57.95,897.00,3.00,10.00,14.00,13.37,11.38,245.00,7.00,10.00,10.00,1,주먹 쥐기 (Fist)
9.00,24.75,13.56,-0.94,-12.81,179.66,193.79,189.49,142.95,151.96,85.43,171.67,126.00,446.88,234.06,236.28,222.93,138.67,236.08,208.78,204.00,68.39,102.31,247.86,56.82,88.45,135.51,113.61,39.00,453.79,321.22,186.65,209.24,92.92,10.82,164.39,409.00,37.87,41.21,64.09,29.07,104.89,17.66,36.50,39.00,38.93,30.75,533.00,5.00,7.00,10.00,62.46,47.81,1022.00,7.00,8.00,15.00,30.58,25.06,515.00,7.00,7.00,13.00,62.94,52.94,931.00,4.00,10.00,14.00,12.96,10.94,240.00,9.00,9.00,10.00,1,주먹 쥐기 (Fist)
50.69,84.19,-5.94,101.06,10.81,206.84,144.48,100.71,47.04,266.27,131.63,69.97,7.00,487.99,184.71,354.07,105.34,102.74,328.06,149.05,83.00,107.94,92.30,208.88,28.79,92.36,104.27,140.83,1.00,544.41,216.65,99.50,34.48,197.63,165.83,333.63,233.00,40.67,35.77,69.76,26.93,105.65,23.21,38.58,33.00,36.35,28.65,516.00,7.00,7.00,10.00,65.70,50.69,1024.00,6.00,8.00,15.00,28.49,22.56,507.00,8.00,7.00,13.00,66.11,54.69,981.00,7.00,11.00,14.00,13.19,11.34,255.00,8.00,9.00,11.00,1,주먹 쥐기 (Fist)
7.19,17.88,-25.62,-52.25,5.38,226.55,129.14,76.83,71.03,267.30,107.87,73.66,17.00,479.71,193.58,348.16,102.11,94.12,338.83,151.67,72.00,103.13,96.05,211.90,33.53,97.34,99.27,143.15,6.00,506.91,256.09,137.74,46.67,198.15,198.02,375.87,190.00,33.79,39.49,69.68,18.38,98.09,31.57,45.58,24.00,36.19,28.06,558.00,5.00,8.00,11.00,65.46,50.00,1080.00,6.00,8.00,15.00,28.74,22.88,495.00,7.00,7.00,13.00,67.40,57.59,1093.00,5.00,12.00,14.00,12.77,10.75,240.00,9.00,9.00,10.00,1,주먹 쥐기 (Fist)
-66.50,-78.25,-9.25,-65.56,-14.12,174.71,181.65,112.52,87.42,318.25,87.86,87.48,70.00,363.05,318.48,434.00,36.80,214.11,289.15,123.23,198.00,87.12,117.99,201.87,34.18,89.68,115.89,142.55,16.00,401.22,356.77,226.65,81.02,296.05,211.95,291.55,297.00,26.56,38.28,77.28,17.03,104.86,28.89,37.82,32.00,39.82,32.00,586.00,7.00,8.00,11.00,67.73,53.31,1140.00,7.00,7.00,15.00,28.69,22.66,480.00,7.00,7.00,13.00,68.91,59.94,1068.00,5.00,11.00,14.00,13.17,11.25,258.00,10.00,9.00,11.00,1,주먹 쥐기 (Fist)
-10.44,-54.38,-34.12,-93.56,2.44,126.50,222.13,111.19,130.39,291.32,69.28,92.23,21.00,301.16,360.81,490.10,91.09,211.30,260.76,144.96,136.00,97.75,182.71,119.95,51.42,54.15,132.61,130.50,66.00,217.64,478.76,289.77,175.38,221.09,82.11,407.89,105.00,33.53,43.72,72.99,10.05,104.07,33.20,30.88,39.00,38.84,31.01,631.00,7.00,8.00,12.00,69.16,57.20,1127.00,7.00,8.00,15.00,27.91,21.38,463.00,7.00,8.00,13.00,69.53,60.81,1085.00,3.00,10.00,14.00,13.14,11.12,247.00,10.00,9.00,11.00,1,주먹 쥐기 (Fist)
-69.69,-113.12,44.94,13.56,-14.06,74.66,280.11,69.13,140.46,235.94,182.26,90.03,145.00,154.93,400.92,513.81,162.29,71.82,416.21,94.52,300.00,64.86,175.74,142.59,77.34,29.51,178.42,128.16,113.00,178.06,487.85,264.30,159.20,162.89,138.11,383.01,171.00,12.86,7.53,61.99,40.26,67.13,73.19,20.99,79.00,41.08,33.60,665.00,5.00,8.00,12.00,74.34,62.38,1105.00,7.00,8.00,15.00,30.22,24.57,535.00,7.00,9.00,13.00,66.84,56.69,1165.00,4.00,10.00,14.00,12.22,10.69,254.00,11.00,10.00,11.00,1,주먹 쥐기 (Fist)
21.31,25.62,-43.94,-86.81,-8.56,74.66,280.11,69.13,140.46,235.94,182.26,90.03,145.00,143.94,378.93,426.35,141.91,195.15,315.62,147.78,176.00,94.38,154.08,162.30,61.13,14.71,207.50,123.88,147.00,254.31,413.29,67.21,43.74,348.84,88.78,417.62,31.00,35.80,27.50,41.20,41.44,87.09,58.39,10.97,55.00,41.08,33.60,740.00,6.00,8.00,12.00,65.03,55.20,1189.00,8.00,9.00,15.00,32.13,26.44,626.00,8.00,10.00,14.00,65.33,55.44,1200.00,7.00,10.00,14.00,11.88,10.44,242.00,10.00,10.00,10.00,1,주먹 쥐기 (Fist)
-7.69,-27.69,5.06,37.19,17.25,118.81,245.18,27.75,122.58,214.92,199.63,99.87,193.00,258.79,295.00,295.94,37.05,199.58,351.64,43.27,315.00,78.39,169.85,147.16,45.88,13.65,212.56,118.83,163.00,254.31,413.29,67.21,43.74,348.84,88.78,417.62,31.00,17.73,14.60,58.42,59.67,86.99,66.11,23.00,36.00,39.99,31.98,756.00,9.00,9.00,12.00,59.81,51.06,1174.00,9.00,10.00,15.00,32.06,26.19,649.00,8.00,10.00,14.00,65.33,55.44,1291.00,8.00,10.00,14.00,12.69,11.41,264.00,10.00,9.00,11.00,1,주먹 쥐기 (Fist)
-47.88,4.31,-57.06,-77.00,16.38,195.67,168.25,93.20,198.58,166.88,234.25,122.55,116.00,290.77,264.75,298.76,5.39,167.58,363.15,63.97,283.00,153.89,115.95,169.65,103.37,70.77,193.64,94.72,241.00,411.30,259.45,190.40,114.28,226.34,219.69,389.84,188.00,13.44,24.23,60.51,64.40,99.52,52.58,17.82,50.00,41.38,33.75,769.00,8.00,9.00,12.00,59.16,49.06,1152.00,9.00,11.00,15.00,35.03,28.94,689.00,8.00,10.00,14.00,65.84,55.75,1268.00,10.00,10.00,14.00,13.35,12.25,245.00,9.00,8.00,10.00,1,주먹 쥐기 (Fist)
-10.38,74.31,19.25,124.25,17.12,202.93,162.40,98.31,199.74,174.83,226.36,115.84,124.00,203.99,354.16,207.14,98.13,157.71,453.82,158.64,187.00,132.00,112.52,187.34,117.20,81.44,174.50,89.70,268.00,237.42,403.16,161.14,240.71,69.56,358.45,367.96,392.00,44.60,59.90,38.85,35.61,77.13,86.00,34.05,14.00,41.46,34.25,798.00,8.00,9.00,13.00,62.06,52.56,1159.00,9.00,10.00,15.00,35.35,29.66,728.00,8.00,10.00,14.00,71.17,59.62,1401.00,8.00,10.00,14.00,13.39,12.14,240.00,9.00,8.00,10.00,1,주먹 쥐기 (Fist)
27.12,43.38,42.50,52.81,-14.62,177.93,167.98,121.31,239.29,190.05,195.02,77.06,164.00,164.34,437.45,150.30,169.26,32.47,334.23,45.90,330.00,126.74,104.30,198.54,127.03,88.89,186.49,95.37,256.00,220.10,417.43,215.92,271.12,37.25,351.71,384.00,337.00,40.64,57.41,42.84,38.83,79.71,87.96,36.65,10.00,41.96,35.14,806.00,8.00,8.00,13.00,58.56,49.05,1081.00,8.00,11.00,15.00,36.12,30.31,679.00,7.00,10.00,14.00,72.46,63.06,1398.00,7.00,10.00,14.00,13.63,12.42,250.00,9.00,9.00,10.00,1,주먹 쥐기 (Fist)
66.00,61.31,-10.62,14.00,1.06,175.11,149.26,168.99,251.11,225.15,203.89,126.95,114.00,204.45,440.74,211.87,141.89,97.46,346.59,72.04,265.00,130.61,70.43,202.69,111.95,57.81,162.95,70.80,290.00,254.52,385.38,260.23,206.69,129.15,297.05,327.11,430.00,31.72,59.93,48.79,33.84,69.37,91.34,34.36,21.00,45.02,37.88,779.00,5.00,8.00,13.00,60.66,52.60,1082.00,8.00,11.00,15.00,34.53,28.00,730.00,8.00,11.00,15.00,70.05,59.00,1370.00,7.00,9.00,14.00,13.31,11.82,262.00,10.00,9.00,11.00,1,주먹 쥐기 (Fist)
-10.81,-31.44,-17.44,-47.06,3.81,199.88,113.46,180.66,209.17,186.10,228.36,88.49,159.00,157.37,474.44,184.36,192.84,127.07,324.82,107.25,213.00,149.69,51.21,179.48,85.00,61.20,162.82,96.99,261.00,230.04,412.20,276.85,232.73,145.95,267.38,302.58,461.00,28.52,70.86,44.21,22.83,70.60,80.50,32.43,9.00,42.98,35.06,853.00,6.00,9.00,14.00,61.04,53.69,1057.00,8.00,11.00,15.00,32.86,26.19,662.00,7.00,10.00,14.00,70.94,61.18,1362.00,8.00,8.00,14.00,12.77,11.16,224.00,9.00,8.00,10.00,1,주먹 쥐기 (Fist)
-55.81,13.00,-57.81,19.81,42.38,199.88,113.46,180.66,209.17,186.10,228.36,88.49,159.00,277.94,353.55,136.63,244.57,138.01,220.32,199.20,92.00,74.36,91.52,262.39,94.05,61.58,125.37,186.98,171.00,340.43,304.26,167.50,307.07,134.01,173.98,196.36,575.00,67.65,27.99,115.00,63.25,40.51,25.23,66.43,62.00,42.98,35.06,770.00,5.00,8.00,14.00,55.36,47.75,966.00,8.00,11.00,15.00,35.43,28.19,685.00,7.00,9.00,14.00,67.48,55.64,1289.00,8.00,9.00,14.00,15.61,11.95,233.00,6.00,7.00,10.00,1,주먹 쥐기 (Fist)
-5.62,86.56,13.88,84.69,2.56,117.66,181.04,259.12,137.00,106.28,170.56,128.31,76.00,330.46,314.90,87.71,289.38,175.94,274.94,169.04,147.00,78.87,90.59,262.11,98.18,60.03,121.48,191.59,166.00,373.90,292.63,170.19,330.22,161.25,177.49,230.28,541.00,65.60,25.54,113.76,64.26,38.25,26.94,68.42,65.00,38.76,30.88,748.00,7.00,8.00,14.00,59.01,50.76,969.00,7.00,10.00,15.00,35.53,28.50,697.00,8.00,9.00,14.00,69.61,57.23,1356.00,8.00,9.00,15.00,15.56,11.74,262.00,5.00,8.00,10.00,1,주먹 쥐기 (Fist)
48.81,78.50,-7.06,-11.19,-2.62,157.97,172.79,257.55,165.10,83.40,182.33,149.90,35.00,439.03,348.12,73.18,246.27,86.71,218.25,218.39,18.00,3.98,78.56,191.94,86.33,22.54,41.54,255.41,85.00,320.00,267.95,106.61,379.68,218.85,151.31,293.49,475.00,66.67,28.51,111.71,61.47,35.55,29.92,69.49,68.00,40.67,33.46,797.00,6.00,8.00,15.00,61.42,51.50,895.00,6.00,10.00,14.00,30.82,24.69,674.00,11.00,10.00,14.00,68.43,55.54,1412.00,9.00,9.00,15.00,15.52,11.58,257.00,6.00,7.00,9.00,1,주먹 쥐기 (Fist)
8.31,-7.44,36.19,62.38,4.06,151.22,167.76,250.06,170.48,89.20,189.77,152.33,27.00,418.73,317.20,46.17,279.12,113.93,238.02,230.15,15.00,11.89,84.19,202.22,75.03,26.28,37.23,262.55,73.00,349.96,317.00,149.25,348.49,223.62,109.16,338.91,420.00,69.71,44.60,92.26,72.01,39.85,18.68,72.70,47.00,40.52,32.94,788.00,8.00,8.00,15.00,61.15,50.88,916.00,7.00,9.00,14.00,31.55,25.44,701.00,12.00,11.00,14.00,70.25,58.55,1376.00,10.00,9.00,15.00,15.02,10.94,241.00,6.00,7.00,8.00,1,주먹 쥐기 (Fist)
34.44,71.00,7.19,35.06,1.44,134.98,134.09,228.11,196.60,60.42,159.27,158.03,61.00,413.88,296.25,59.09,278.01,96.87,215.11,230.39,8.00,11.89,84.19,202.22,75.03,26.28,37.23,262.55,73.00,339.03,233.90,187.08,274.42,157.37,19.16,399.12,329.00,70.54,43.47,92.24,67.36,36.25,22.81,76.66,41.00,37.78,30.81,770.00,8.00,9.00,15.00,59.20,49.62,926.00,8.00,10.00,14.00,31.55,25.44,710.00,11.00,11.00,14.00,63.65,53.57,1253.00,9.00,10.00,15.00,14.91,10.56,238.00,6.00,8.00,8.00,1,주먹 쥐기 (Fist)
11.44,27.00,16.25,41.31,-7.94,135.97,121.52,236.62,187.52,57.68,164.45,148.64,45.00,413.88,296.25,59.09,278.01,96.87,215.11,230.39,8.00,42.03,111.77,172.44,104.55,8.31,67.82,260.40,42.00,316.89,265.95,115.70,329.07,85.51,59.11,435.64,253.00,76.43,50.24,83.22,74.28,46.12,12.87,67.69,51.00,37.28,29.81,717.00,7.00,9.00,15.00,59.20,49.62,866.00,7.00,10.00,14.00,31.66,25.53,706.00,10.00,11.00,14.00,64.07,53.39,1244.00,9.00,11.00,15.00,15.05,10.93,228.00,6.00,7.00,8.00,1,주먹 쥐기 (Fist)
37.62,51.44,10.56,77.50,14.88,121.32,158.68,146.57,270.56,43.83,153.34,88.53,48.00,354.99,268.07,148.26,309.05,40.24,265.84,156.87,129.00,51.88,116.29,165.58,102.26,4.10,59.55,264.90,53.00,267.74,273.04,187.41,263.66,160.30,100.53,432.26,394.00,48.55,15.31,112.18,56.32,64.38,29.08,33.01,86.00,36.34,29.00,696.00,5.00,9.00,15.00,57.32,47.31,879.00,5.00,10.00,14.00,31.77,26.13,681.00,9.00,11.00,13.00,65.62,52.19,1249.00,7.00,10.00,15.00,14.82,10.91,236.00,7.00,7.00,8.00,1,주먹 쥐기 (Fist)
12.62,108.81,-21.06,76.50,13.75,119.58,158.15,146.32,265.00,47.90,162.97,100.02,32.00,280.61,196.85,310.23,163.37,172.11,346.63,305.17,57.00,59.25,113.56,170.87,92.40,6.62,60.44,257.59,43.00,241.53,252.39,366.95,91.97,270.00,108.37,373.48,202.00,33.28,14.70,111.65,73.76,72.92,14.70,50.79,68.00,36.48,29.58,653.00,5.00,9.00,15.00,61.55,49.29,879.00,5.00,9.00,14.00,31.26,25.43,630.00,9.00,10.00,13.00,63.10,48.62,1157.00,5.00,9.00,15.00,15.22,11.78,217.00,7.00,6.00,7.00,1,주먹 쥐기 (Fist)
-7.56,38.50,-39.06,-33.12,0.19,109.69,121.59,210.46,202.68,19.18,96.53,42.05,99.00,251.29,154.39,376.39,110.94,172.94,150.91,108.59,140.00,85.53,201.72,78.67,121.17,100.29,78.71,171.64,53.00,245.49,263.90,364.56,77.42,288.95,128.95,364.12,180.00,11.88,39.56,89.72,82.86,48.78,26.77,31.63,93.00,31.69,24.87,578.00,5.00,8.00,15.00,49.63,41.62,806.00,9.00,9.00,14.00,30.10,25.06,563.00,8.00,9.00,13.00,63.60,50.00,1155.00,6.00,9.00,15.00,13.99,10.44,225.00,7.00,6.00,8.00,1,주먹 쥐기 (Fist)
-35.12,-104.38,-2.19,-124.12,-8.62,133.93,173.18,183.21,186.43,65.93,60.67,25.09,154.00,276.18,199.98,426.51,62.80,253.61,96.14,37.64,222.00,53.43,172.39,84.84,148.41,116.17,88.98,138.33,87.00,245.49,263.90,364.56,77.42,288.95,128.95,364.12,180.00,7.02,50.06,79.45,71.85,51.35,27.17,37.11,80.00,32.69,26.25,577.00,4.00,8.00,15.00,56.02,46.75,892.00,10.00,8.00,14.00,28.80,22.94,552.00,7.00,9.00,13.00,63.60,50.00,1122.00,6.00,8.00,15.00,13.10,9.78,206.00,5.00,6.00,7.00,1,주먹 쥐기 (Fist)
-60.88,-139.69,29.75,-134.19,-29.31,180.78,220.39,223.05,135.37,78.49,63.45,49.14,102.00,322.74,258.98,482.47,121.41,246.08,94.61,77.16,163.00,36.44,169.72,73.70,158.22,125.99,95.24,155.12,70.00,374.43,391.10,482.36,198.28,156.05,158.48,236.79,37.00,37.36,54.87,76.53,97.80,33.81,62.12,57.56,43.00,36.13,29.50,561.00,4.00,7.00,15.00,62.97,51.27,901.00,6.00,8.00,14.00,29.59,24.00,518.00,7.00,8.00,13.00,72.42,60.04,1017.00,6.00,7.00,15.00,15.07,10.98,229.00,7.00,6.00,8.00,1,주먹 쥐기 (Fist)
10.81,-69.44,77.00,74.19,-23.25,111.78,203.32,168.57,137.64,146.80,78.47,117.98,33.00,342.33,273.62,484.69,124.66,227.82,105.60,66.35,183.00,106.34,279.58,70.55,98.15,39.55,58.23,80.28,210.00,172.73,363.08,544.80,233.81,123.33,244.91,56.31,165.00,69.99,86.91,51.49,82.22,65.83,38.66,50.95,76.00,33.47,26.54,600.00,5.00,8.00,15.00,64.15,52.83,894.00,5.00,8.00,14.00,32.78,25.12,496.00,8.00,8.00,13.00,68.76,55.59,1024.00,6.00,7.00,15.00,16.10,11.75,230.00,7.00,6.00,8.00,1,주먹 쥐기 (Fist)
64.12,-25.00,-10.31,-58.19,-6.00,46.06,270.87,219.58,56.59,149.00,125.70,44.95,124.00,396.43,282.39,437.94,72.50,270.94,51.45,88.52,128.00,80.72,253.85,58.54,124.90,66.46,69.71,95.81,237.00,317.67,258.03,391.96,143.10,274.33,300.20,112.90,319.00,88.06,104.09,32.73,63.56,57.63,38.66,44.86,56.00,36.94,28.88,619.00,8.00,8.00,15.00,64.11,53.38,913.00,5.00,7.00,14.00,32.66,24.73,561.00,9.00,8.00,13.00,66.77,55.16,1098.00,7.00,8.00,15.00,15.84,11.25,214.00,6.00,5.00,8.00,1,주먹 쥐기 (Fist)
