a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
1.50,-43.81,20.81,-4.81,-4.56,13.26,37.38,102.75,68.35,41.62,32.17,40.18,56.00,76.71,86.21,118.23,87.32,35.15,96.28,43.85,33.00,7.91,23.31,30.37,61.72,43.40,64.18,43.72,15.00,16.37,70.85,129.73,55.00,48.19,54.46,109.73,11.00,13.13,20.40,19.76,17.46,8.20,7.35,17.38,3.00,13.33,10.69,232.00,7.00,19.34,14.31,272.00,6.00,10.22,8.36,173.00,7.00,18.23,15.81,341.00,6.00,3.66,3.12,55.00,6.00,0,휴식 (Relax)
0.00,8.81,-7.50,15.12,5.94,33.67,20.91,92.23,64.00,26.16,8.66,54.66,32.00,64.44,66.64,99.78,107.02,54.60,101.61,63.20,11.00,11.76,27.22,30.39,59.62,38.90,63.17,40.80,10.00,32.16,38.11,109.45,79.32,76.46,38.11,118.54,22.00,9.40,12.53,12.47,25.00,15.90,9.44,23.73,11.00,12.00,9.00,208.00,3.00,19.24,14.04,315.00,7.00,9.91,8.12,191.00,8.00,18.19,15.64,363.00,7.00,3.94,3.32,61.00,7.00,0,휴식 (Relax)
7.50,28.75,-7.19,13.06,5.12,41.65,25.08,98.32,56.00,21.22,16.34,47.20,40.00,70.52,35.46,112.34,124.02,63.48,119.31,30.20,44.00,9.67,22.31,25.67,64.26,39.64,66.21,40.20,5.00,65.06,33.00,131.63,66.91,57.26,33.00,97.61,11.00,17.88,12.44,19.33,24.74,13.87,3.65,11.05,2.00,12.16,9.62,192.00,6.00,20.61,15.31,326.00,7.00,10.06,8.36,168.00,7.00,17.91,14.95,319.00,6.00,3.74,3.25,51.00,6.00,0,휴식 (Relax)
-6.50,15.69,-10.12,-17.19,4.94,18.97,7.41,71.90,64.50,11.32,43.19,15.20,72.00,97.22,40.04,145.10,100.00,31.17,86.52,62.15,11.00,36.07,28.04,24.17,60.83,9.32,33.55,42.85,38.00,27.64,20.11,93.75,110.55,93.51,42.11,66.71,55.00,20.85,15.37,22.03,21.84,10.89,3.14,14.04,1.00,10.67,8.69,192.00,7.00,20.63,14.70,304.00,6.00,8.90,7.05,145.00,6.00,17.38,15.04,330.00,7.00,3.91,3.44,51.00,6.00,0,휴식 (Relax)
-20.50,-25.56,-0.44,-15.81,-2.75,38.78,35.93,87.47,40.00,26.80,40.66,46.46,40.00,53.87,9.70,139.25,136.47,51.35,58.00,102.04,33.00,31.12,23.05,19.44,65.76,4.79,29.51,43.58,43.00,30.02,29.81,101.48,110.55,78.43,47.51,85.64,33.00,16.10,11.55,22.74,23.71,9.54,7.91,18.68,6.00,11.65,9.50,192.00,6.00,21.28,16.17,348.00,7.00,8.80,6.85,155.00,6.00,17.81,15.81,319.00,7.00,3.94,3.47,56.00,7.00,0,휴식 (Relax)
10.50,18.44,4.88,6.88,2.44,22.96,29.96,72.25,53.67,39.38,55.41,60.91,24.00,53.87,9.70,139.25,136.47,51.35,58.00,102.04,33.00,22.40,17.83,22.13,68.31,10.94,32.59,46.91,32.00,39.15,32.23,112.45,99.61,73.58,37.16,74.67,44.00,14.05,12.07,25.71,21.10,6.91,5.69,16.55,3.00,11.91,9.81,216.00,7.00,21.28,16.17,370.00,7.00,8.78,7.03,161.00,7.00,17.34,15.12,297.00,7.00,3.76,3.26,53.00,7.00,0,휴식 (Relax)
9.00,17.06,-6.12,4.81,-0.69,4.72,48.32,75.07,48.00,48.80,35.34,46.92,48.00,73.50,30.79,125.05,156.17,58.55,39.27,94.53,11.00,22.40,17.83,22.13,68.31,10.94,32.59,46.91,32.00,7.43,54.24,106.45,108.34,40.58,14.28,44.40,77.00,14.73,10.34,24.78,22.20,5.35,6.25,16.00,1.00,11.62,9.25,200.00,6.00,21.71,16.59,359.00,6.00,8.78,7.03,167.00,8.00,16.02,13.66,264.00,6.00,3.70,3.15,56.00,8.00,0,휴식 (Relax)
8.50,16.38,-1.12,15.12,2.00,11.65,56.08,83.02,40.00,41.10,36.54,47.86,40.00,81.63,40.22,131.07,151.92,47.66,50.22,93.50,22.00,22.40,17.83,22.13,68.31,10.94,32.59,46.91,32.00,4.29,65.05,116.56,98.39,45.97,11.16,51.72,66.00,15.66,5.54,28.37,18.38,5.74,2.30,15.91,6.00,11.82,9.62,184.00,6.00,22.06,17.02,359.00,6.00,8.78,7.03,161.00,7.00,16.44,14.27,264.00,6.00,3.67,3.12,54.00,8.00,0,휴식 (Relax)
-6.00,-25.56,9.88,-5.50,-2.69,12.42,47.93,74.65,46.65,45.63,32.10,49.31,16.00,72.37,43.28,99.14,183.14,51.17,75.93,85.27,55.00,22.40,17.83,22.13,68.31,10.94,32.59,46.91,32.00,19.48,55.34,102.31,110.00,39.05,18.03,63.91,44.00,16.66,8.77,24.02,22.20,4.86,3.01,15.43,11.00,11.14,9.25,176.00,6.00,22.99,18.92,403.00,7.00,8.78,7.03,167.00,8.00,16.04,13.75,264.00,6.00,3.70,3.15,56.00,8.00,0,휴식 (Relax)
-6.00,-13.19,-0.75,4.81,2.12,12.42,47.93,74.65,46.65,45.63,32.10,49.31,16.00,82.03,64.64,99.43,177.90,29.21,73.45,97.07,33.00,18.60,17.43,27.55,66.71,9.99,35.61,41.51,38.00,9.09,50.99,96.99,118.98,28.87,23.37,68.42,33.00,14.79,8.80,23.69,24.08,3.27,5.15,14.74,14.00,11.14,9.25,176.00,6.00,23.16,19.54,414.00,7.00,8.69,6.66,162.00,8.00,16.02,13.66,275.00,7.00,3.74,3.25,61.00,9.00,0,휴식 (Relax)
16.50,39.75,-1.38,35.06,1.94,16.68,24.27,56.07,62.48,44.21,55.89,64.00,40.00,57.85,41.49,68.18,210.45,36.76,100.15,126.86,0.00,27.40,11.53,29.32,57.01,5.20,35.20,35.92,48.00,38.93,23.37,53.15,147.99,68.39,50.99,77.37,77.00,12.40,11.40,20.89,26.40,6.24,5.30,16.46,11.00,11.82,9.62,184.00,7.00,25.23,21.34,415.00,7.00,8.25,6.27,146.00,7.00,18.33,14.95,286.00,7.00,3.77,3.30,56.00,9.00,0,휴식 (Relax)
14.00,24.00,-1.00,0.00,-1.38,56.60,23.11,81.05,48.00,8.64,35.47,30.09,0.00,39.38,95.55,55.33,212.60,42.71,33.20,50.87,76.00,21.40,17.09,23.33,58.87,3.70,31.75,35.89,54.00,71.53,22.00,54.39,128.28,72.60,22.00,55.78,44.00,7.83,16.21,17.70,23.71,5.87,2.30,12.28,16.00,10.77,9.00,144.00,6.00,22.94,19.00,383.00,7.00,8.16,5.88,141.00,7.00,16.50,12.38,286.00,4.00,3.44,2.95,54.00,10.00,0,휴식 (Relax)
-8.50,11.62,-0.31,20.62,1.44,35.16,4.88,60.99,72.00,15.36,54.04,13.60,24.00,51.03,116.44,77.20,191.13,33.84,37.75,71.57,54.00,11.92,27.35,21.06,48.75,13.55,42.50,32.42,43.00,91.40,31.11,76.37,110.00,50.61,31.11,74.27,66.00,4.87,17.97,19.54,21.10,2.87,4.81,15.18,13.00,10.38,8.56,160.00,7.00,23.02,18.73,383.00,6.00,7.74,4.88,130.00,6.00,17.34,13.92,297.00,8.00,3.45,2.92,54.00,10.00,0,휴식 (Relax)
-7.50,-30.31,5.31,-21.31,-6.06,29.64,20.42,67.32,73.76,17.26,38.77,26.31,8.00,50.02,104.77,74.43,201.31,64.56,42.77,99.41,21.00,15.48,25.05,15.56,51.62,17.69,47.56,29.69,37.00,71.85,45.35,69.59,93.98,47.16,45.35,107.18,99.00,12.83,20.30,12.23,18.25,7.18,12.56,23.11,5.00,10.38,8.56,152.00,7.00,24.31,21.23,416.00,7.00,7.86,5.41,136.00,7.00,18.02,14.61,330.00,7.00,3.77,3.30,62.00,11.00,0,휴식 (Relax)
0.50,-6.94,9.62,22.69,-2.75,29.64,20.42,67.32,73.76,17.26,38.77,26.31,8.00,66.32,118.06,95.88,181.18,53.99,52.33,86.73,43.00,22.27,31.83,10.03,42.64,23.31,46.03,38.21,48.00,71.85,45.35,69.59,93.98,47.16,45.35,107.18,99.00,17.46,25.13,13.86,13.34,5.21,10.41,18.86,10.00,10.38,8.56,152.00,7.00,24.12,21.07,416.00,6.00,8.25,6.27,131.00,7.00,18.02,14.61,319.00,7.00,3.80,3.38,57.00,10.00,0,휴식 (Relax)
22.50,24.00,-2.00,8.94,1.75,26.69,35.93,66.49,86.53,33.66,40.66,11.59,40.00,34.93,85.15,82.21,197.47,81.71,85.15,89.00,76.00,28.36,41.83,19.44,37.12,14.40,39.78,28.47,38.00,71.22,35.43,50.44,88.68,44.94,82.04,79.60,55.00,12.62,18.78,5.99,13.93,12.99,16.10,16.13,18.00,11.74,9.69,168.00,7.00,24.84,21.75,406.00,7.00,7.72,5.88,109.00,7.00,16.14,13.32,308.00,9.00,3.53,3.09,62.00,11.00,0,휴식 (Relax)
-1.50,8.94,-0.56,7.56,4.06,26.69,35.93,66.49,86.53,33.66,40.66,11.59,40.00,30.14,55.00,139.76,147.99,54.38,55.00,71.80,11.00,28.50,30.69,19.39,19.72,29.65,17.88,6.40,15.00,72.54,56.27,70.72,66.91,23.02,62.06,84.35,77.00,16.55,21.65,11.89,5.39,11.92,5.76,16.93,7.00,11.74,9.69,192.00,8.00,21.02,18.05,363.00,7.00,5.50,3.97,81.00,6.00,15.90,13.06,286.00,8.00,3.31,2.83,54.00,10.00,0,휴식 (Relax)
-16.50,-2.06,-10.25,-13.06,-3.44,34.46,29.96,59.41,96.33,40.76,55.41,4.64,24.00,30.14,55.00,139.76,147.99,54.38,55.00,71.80,11.00,32.32,33.72,24.27,15.62,25.97,22.69,10.00,20.00,79.48,38.91,58.50,73.79,27.20,59.73,86.19,99.00,10.12,14.09,7.37,13.15,19.92,8.92,18.83,1.00,12.48,10.56,200.00,7.00,21.02,18.05,352.00,7.00,5.93,4.12,91.00,6.00,16.14,13.32,308.00,9.00,3.26,2.88,62.00,11.00,0,휴식 (Relax)
7.50,-31.62,21.00,-1.38,-2.94,34.46,29.96,59.41,96.33,40.76,55.41,4.64,24.00,41.36,0.00,169.99,118.47,45.45,0.00,113.24,66.00,8.84,6.16,33.17,21.63,45.19,44.16,34.69,48.00,88.03,40.80,66.41,64.14,16.66,51.88,88.83,88.00,4.54,7.24,14.71,14.32,18.29,1.24,20.01,7.00,12.48,10.56,208.00,7.00,21.96,19.59,374.00,7.00,7.92,5.88,119.00,7.00,15.98,12.72,286.00,8.00,3.13,2.81,62.00,11.00,0,휴식 (Relax)
14.00,2.06,7.69,17.88,-0.56,10.60,7.10,39.14,113.70,44.32,52.59,22.08,48.00,52.22,11.00,180.42,108.34,34.47,11.00,102.37,55.00,16.15,15.40,53.25,20.12,30.71,42.34,21.65,27.00,46.63,20.33,33.66,94.63,46.76,8.42,121.80,44.00,4.91,9.41,19.04,9.22,12.94,6.13,16.55,1.00,12.81,11.00,200.00,7.00,21.73,19.08,363.00,7.00,7.56,6.02,121.00,7.00,15.50,12.89,308.00,9.00,2.85,2.51,56.00,10.00,0,휴식 (Relax)
11.50,20.62,-8.00,-15.81,-0.69,29.67,32.98,64.15,93.64,4.54,32.98,18.96,8.00,13.73,47.86,184.31,99.61,54.66,63.26,50.43,0.00,13.15,11.78,52.68,24.70,33.94,46.49,22.53,22.00,35.68,19.05,41.66,88.68,40.01,19.05,111.04,55.00,4.64,7.42,19.64,10.63,11.36,7.42,15.08,1.00,11.30,9.94,168.00,6.00,20.90,17.70,341.00,6.00,7.79,6.25,131.00,7.00,14.54,12.29,319.00,10.00,2.78,2.40,51.00,9.00,0,휴식 (Relax)
-11.50,-11.00,3.00,5.50,2.31,15.37,24.00,51.31,108.81,16.35,24.00,34.87,8.00,16.55,32.61,162.67,121.50,74.40,78.72,40.09,22.00,13.15,11.78,52.68,24.70,33.94,46.49,22.53,22.00,25.29,15.56,51.51,79.32,34.77,15.56,121.90,44.00,4.64,7.42,19.64,10.63,11.36,7.42,15.08,1.00,11.65,10.50,192.00,7.00,20.94,17.88,374.00,5.00,7.79,6.25,131.00,7.00,14.55,12.38,341.00,11.00,2.78,2.40,51.00,9.00,0,휴식 (Relax)
-18.00,-9.62,-12.69,-46.75,-5.38,21.16,40.60,63.37,104.31,18.81,46.81,17.38,16.00,33.32,43.47,151.58,125.42,77.45,79.62,43.09,0.00,15.33,16.00,56.54,20.12,34.43,49.34,27.03,17.00,64.34,56.09,68.37,66.00,9.31,56.09,161.08,0.00,3.36,9.42,18.13,14.76,6.38,11.45,20.08,4.00,12.49,11.25,200.00,7.00,20.90,18.05,374.00,7.00,8.19,6.48,142.00,8.00,18.85,15.12,385.00,11.00,3.10,2.67,56.00,9.00,0,휴식 (Relax)
-9.00,-39.19,13.25,-2.06,-2.06,36.77,56.32,78.77,88.36,7.93,34.36,23.91,0.00,81.09,98.46,192.07,73.79,23.59,46.52,69.72,55.00,9.28,5.18,63.21,31.62,22.01,49.93,44.03,0.00,73.24,65.53,78.87,55.00,12.30,47.33,153.61,11.00,6.19,10.16,22.50,13.15,9.85,6.83,15.57,1.00,12.61,11.25,192.00,6.00,23.00,19.94,363.00,6.00,8.85,7.34,158.00,8.00,18.74,14.70,407.00,10.00,3.07,2.58,54.00,8.00,0,휴식 (Relax)
13.50,-7.56,2.56,-2.75,-0.19,14.44,46.53,78.92,89.44,31.10,42.46,39.45,24.00,65.88,84.10,173.54,85.91,17.93,30.21,91.10,77.00,10.24,2.22,58.26,34.71,17.13,47.38,48.70,5.00,67.68,63.26,78.41,56.09,22.92,47.86,150.42,22.00,5.32,11.07,21.05,15.13,9.64,6.59,14.42,3.00,12.87,11.81,216.00,7.00,21.90,18.56,385.00,6.00,8.67,6.99,158.00,7.00,18.45,14.09,396.00,10.00,3.03,2.48,51.00,7.00,0,휴식 (Relax)
12.00,22.69,-3.44,7.56,8.44,20.30,63.14,102.41,65.97,28.26,19.13,33.17,0.00,69.35,101.30,187.69,59.24,26.14,73.95,48.52,33.00,10.24,2.22,58.26,34.71,17.13,47.38,48.70,5.00,67.82,70.56,88.77,45.35,23.36,39.44,149.35,11.00,8.41,16.97,24.02,15.52,15.36,4.70,16.51,3.00,12.96,12.00,192.00,6.00,22.16,18.65,363.00,6.00,8.67,6.99,164.00,8.00,18.54,14.44,374.00,10.00,3.66,2.95,60.00,8.00,0,휴식 (Relax)
-10.50,23.38,-12.81,-11.69,-0.38,6.65,39.45,91.66,75.47,52.21,10.39,48.94,24.00,61.95,90.48,176.71,69.57,31.59,82.57,41.11,22.00,19.94,7.81,66.57,29.07,26.21,38.85,53.74,15.00,61.19,26.56,68.58,70.43,67.26,4.56,135.97,33.00,5.60,14.66,21.11,18.44,17.31,4.12,17.19,6.00,12.87,11.81,216.00,7.00,21.26,18.05,352.00,6.00,9.24,7.54,174.00,8.00,17.16,13.15,363.00,10.00,3.60,2.77,66.00,8.00,0,휴식 (Relax)
-16.50,-38.50,-2.81,-21.31,-2.25,34.66,34.55,117.24,51.22,48.23,21.68,19.74,8.00,32.18,51.26,166.65,79.32,85.77,97.33,86.00,88.00,19.94,7.81,66.57,29.07,26.21,38.85,53.74,15.00,60.98,19.05,87.63,59.24,61.39,19.05,148.67,11.00,3.60,14.74,20.96,18.97,18.19,5.54,17.46,4.00,13.11,11.62,200.00,6.00,22.68,19.25,407.00,7.00,9.24,7.54,184.00,8.00,18.02,14.61,352.00,9.00,3.65,2.84,65.00,7.00,0,휴식 (Relax)
-1.00,-14.44,7.50,2.06,-1.94,28.29,27.71,110.83,57.69,56.11,27.71,12.29,16.00,45.67,75.14,197.96,55.00,68.59,65.40,69.59,55.00,12.63,13.74,69.99,26.08,32.48,33.75,56.70,4.00,60.12,39.13,105.17,39.66,43.28,12.75,129.80,33.00,1.94,18.90,25.61,14.32,13.23,0.90,15.27,9.00,12.92,11.25,216.00,6.00,22.58,18.99,385.00,6.00,9.41,7.88,189.00,8.00,17.05,13.58,330.00,9.00,3.61,2.69,57.00,3.00,0,휴식 (Relax)
13.50,15.81,2.50,21.31,5.38,28.08,5.74,119.50,48.66,48.01,33.45,36.26,8.00,49.70,33.00,173.42,93.98,105.25,33.00,84.83,11.00,12.63,13.74,69.99,26.08,32.48,33.75,56.70,4.00,82.78,21.12,121.40,39.66,19.13,56.43,86.99,77.00,9.12,8.83,20.00,21.40,15.09,11.23,11.71,20.00,13.18,11.81,224.00,7.00,21.99,18.56,396.00,7.00,9.41,7.88,189.00,8.00,17.16,13.15,308.00,8.00,3.66,2.98,62.00,7.00,0,휴식 (Relax)
-2.50,35.06,-12.19,11.00,4.88,28.08,5.74,119.50,48.66,48.01,33.45,36.26,8.00,89.27,45.35,204.23,88.68,77.80,45.35,53.21,55.00,20.46,17.39,64.91,32.20,38.12,54.00,38.47,25.00,72.72,11.16,110.56,49.19,30.06,65.05,76.06,88.00,16.70,10.89,26.61,17.72,7.29,7.31,15.99,12.00,13.18,11.81,216.00,7.00,23.73,20.20,385.00,6.00,9.74,8.09,194.00,8.00,16.50,12.38,308.00,5.00,3.81,3.28,57.00,6.00,0,휴식 (Relax)
-1.00,13.75,-6.88,-9.62,1.88,10.00,19.60,114.23,50.60,32.77,19.60,25.03,16.00,78.30,34.36,194.45,99.61,85.38,46.98,44.82,66.00,23.50,22.37,69.37,28.32,33.19,51.45,43.33,20.00,50.76,11.16,108.00,62.23,27.90,65.05,95.82,66.00,16.70,10.89,26.61,17.72,7.29,7.31,15.99,12.00,11.96,10.25,192.00,6.00,23.17,19.59,396.00,6.00,9.88,8.36,199.00,8.00,16.44,12.72,330.00,9.00,3.81,3.28,57.00,6.00,0,휴식 (Relax)
-16.00,-37.81,8.44,-8.25,-7.31,12.95,31.65,128.41,35.78,24.83,16.67,25.43,0.00,38.20,40.48,207.07,118.98,41.49,88.31,97.99,11.00,22.29,17.17,61.61,36.62,32.71,55.63,54.20,9.00,30.64,31.77,128.49,49.19,6.36,48.77,81.93,88.00,14.86,7.82,32.65,18.79,7.20,5.73,3.00,25.00,12.65,11.00,192.00,4.00,24.89,21.31,440.00,7.00,10.11,8.81,205.00,9.00,16.27,12.72,308.00,8.00,4.06,3.18,59.00,6.00,0,휴식 (Relax)
14.00,16.50,-3.19,22.69,2.38,28.13,38.91,106.64,57.69,8.14,28.11,39.94,32.00,39.86,29.58,196.08,128.28,48.45,98.86,108.75,0.00,28.65,24.02,66.61,31.95,23.22,46.18,45.85,19.00,56.81,30.78,109.19,80.08,28.64,16.21,82.33,121.00,12.33,3.09,27.88,23.41,8.48,9.72,2.62,30.00,12.49,11.25,200.00,6.00,25.20,22.00,462.00,7.00,9.61,8.19,183.00,9.00,17.16,13.23,330.00,8.00,4.06,3.28,69.00,7.00,0,휴식 (Relax)
6.00,13.75,-6.44,0.69,10.50,28.13,38.91,106.64,57.69,8.14,28.11,39.94,32.00,56.24,35.72,182.44,155.56,18.19,86.23,76.24,44.00,9.74,5.29,39.55,59.03,20.34,23.54,39.64,47.00,56.81,30.78,109.19,80.08,28.64,16.21,82.33,121.00,10.54,11.03,30.36,31.11,20.14,14.37,11.40,16.00,12.49,11.25,200.00,6.00,24.44,20.97,429.00,6.00,8.30,7.24,176.00,9.00,17.16,13.23,330.00,8.00,4.83,3.94,76.00,7.00,0,휴식 (Relax)
-16.00,23.38,-10.12,-18.56,1.31,11.71,24.04,75.10,86.16,39.72,52.44,48.72,0.00,67.83,57.70,201.04,140.87,9.58,73.37,84.62,22.00,20.50,26.25,43.75,58.86,4.66,29.31,34.70,26.00,59.28,23.37,67.98,122.98,65.19,50.99,51.18,77.00,11.41,13.43,33.36,29.07,18.24,11.38,8.74,19.00,12.65,11.00,224.00,5.00,25.17,22.17,418.00,6.00,8.34,7.03,165.00,8.00,16.83,13.49,319.00,8.00,4.83,3.94,85.00,7.00,0,휴식 (Relax)
-21.50,-28.19,-0.44,-7.56,-3.56,49.76,60.11,78.12,80.40,41.89,18.84,25.98,40.00,73.29,44.89,160.52,187.00,50.58,25.43,106.38,33.00,17.68,23.10,38.76,63.79,9.64,29.06,33.36,21.00,59.28,23.37,67.98,122.98,65.19,50.99,51.18,77.00,11.52,13.15,32.68,30.61,19.37,10.25,7.76,21.00,13.18,11.50,208.00,6.00,25.49,22.69,440.00,6.00,8.24,6.80,164.00,7.00,16.83,13.49,308.00,7.00,4.90,4.06,87.00,7.00,0,휴식 (Relax)
2.00,-6.19,5.56,4.12,-7.94,42.05,53.30,70.13,88.36,49.79,22.08,23.70,48.00,73.29,44.89,160.52,187.00,50.58,25.43,106.38,33.00,17.68,23.10,38.76,63.79,9.64,29.06,33.36,21.00,69.73,31.77,78.47,112.18,61.49,48.77,40.68,66.00,18.72,21.12,40.78,25.63,10.00,12.33,12.74,11.00,13.11,11.25,224.00,7.00,25.49,22.69,462.00,6.00,8.24,6.80,154.00,7.00,16.44,12.89,264.00,7.00,5.30,4.43,84.00,6.00,0,휴식 (Relax)
23.50,4.12,4.56,11.69,1.56,27.69,60.11,63.65,100.24,55.51,18.84,55.75,8.00,62.85,34.79,149.54,196.77,59.85,34.79,108.30,22.00,27.10,37.40,51.82,48.05,12.08,13.09,21.88,5.00,16.00,57.67,61.54,114.84,10.09,35.67,14.52,11.00,10.91,13.67,34.63,33.24,13.48,13.67,18.12,3.00,13.99,11.62,240.00,7.00,25.47,22.52,440.00,7.00,7.87,6.62,127.00,6.00,13.17,10.48,231.00,6.00,5.09,4.19,91.00,7.00,0,휴식 (Relax)
-1.00,11.69,5.25,11.00,1.25,33.24,67.85,71.43,93.30,47.59,16.12,47.75,16.00,8.31,55.00,142.10,179.07,37.59,55.00,88.59,77.00,16.81,27.77,43.64,51.48,14.17,8.53,14.30,6.00,11.99,68.45,72.14,104.36,20.94,40.07,4.71,22.00,5.96,13.02,36.74,32.25,8.94,15.95,16.21,8.00,13.82,11.25,240.00,7.00,23.49,20.11,418.00,7.00,6.91,5.84,116.00,6.00,13.47,11.00,231.00,3.00,5.02,4.03,89.00,7.00,0,휴식 (Relax)
0.00,10.31,-0.38,10.31,6.69,18.75,54.83,63.58,102.45,46.37,28.88,33.69,32.00,16.91,76.84,163.02,157.50,16.46,33.37,100.67,55.00,10.83,27.27,46.41,46.07,18.16,5.31,19.37,0.00,19.34,75.25,79.23,101.41,20.80,29.52,13.26,11.00,5.24,20.63,45.70,23.35,11.71,7.23,17.41,1.00,13.27,10.00,240.00,3.00,23.49,19.77,385.00,6.00,6.77,5.47,116.00,6.00,13.73,11.77,220.00,6.00,5.29,4.23,86.00,6.00,0,휴식 (Relax)
-6.50,-9.62,-5.06,-20.62,-3.62,6.77,57.94,82.14,85.04,24.45,9.94,50.92,8.00,16.13,61.55,144.40,154.00,23.71,32.42,130.56,22.00,6.19,31.09,51.36,44.01,13.87,9.77,14.39,5.00,14.62,83.98,97.53,69.57,53.68,14.41,43.73,22.00,6.18,10.98,43.64,24.04,11.96,5.23,20.64,12.00,12.72,9.88,224.00,6.00,22.97,19.59,407.00,7.00,6.90,5.70,111.00,6.00,14.49,12.55,231.00,6.00,5.09,4.17,88.00,6.00,0,휴식 (Relax)
1.00,-17.88,4.94,0.69,-6.31,7.04,50.84,75.63,91.21,18.35,15.21,55.77,0.00,59.46,91.99,175.15,110.00,29.75,15.78,86.57,66.00,20.42,15.40,49.70,29.68,23.50,25.16,4.53,21.00,9.07,73.63,87.25,73.79,59.26,25.09,53.19,33.00,10.61,11.70,48.18,19.31,15.58,1.06,20.37,7.00,12.61,9.38,224.00,7.00,22.64,19.77,352.00,6.00,6.51,5.57,112.00,7.00,14.27,11.86,242.00,7.00,5.32,4.52,89.00,6.00,0,휴식 (Relax)
15.00,1.38,9.25,30.25,9.81,38.23,21.78,89.28,75.89,29.29,17.13,54.97,32.00,28.95,49.19,137.52,118.47,70.06,49.19,49.47,110.00,30.00,13.92,60.19,25.50,15.40,20.84,7.99,10.00,58.65,32.23,102.84,34.79,100.10,37.16,45.81,22.00,9.53,5.87,39.31,27.66,28.53,14.68,29.42,7.00,12.61,9.38,224.00,7.00,20.16,16.84,352.00,7.00,6.93,6.12,106.00,6.00,15.31,12.72,253.00,7.00,5.83,4.77,106.00,7.00,0,휴식 (Relax)
-1.00,30.94,-10.44,7.56,3.31,38.23,21.78,89.28,75.89,29.29,17.13,54.97,32.00,64.40,55.00,159.32,70.43,83.11,55.00,87.22,55.00,21.67,11.40,49.95,6.40,32.03,37.15,27.37,11.00,69.37,37.83,113.71,24.60,91.62,27.33,38.11,11.00,17.06,9.04,44.46,23.26,28.77,10.21,21.83,1.00,12.61,9.38,224.00,7.00,21.02,16.93,352.00,6.00,7.04,6.12,122.00,7.00,15.42,13.06,253.00,6.00,5.80,4.55,104.00,6.00,0,휴식 (Relax)
0.00,8.94,-9.44,-12.38,-2.31,27.85,17.13,87.91,72.44,45.12,21.78,41.81,16.00,64.40,55.00,159.32,70.43,83.11,55.00,87.22,55.00,31.60,20.74,62.82,11.70,23.23,22.44,16.72,5.00,46.08,6.44,110.50,31.11,107.09,37.56,18.30,22.00,11.15,10.38,38.94,28.79,34.65,14.08,15.83,7.00,12.00,8.00,208.00,2.00,21.02,16.93,352.00,6.00,7.31,6.38,106.00,6.00,15.00,12.55,264.00,7.00,5.76,4.61,110.00,7.00,0,휴식 (Relax)
-15.00,-20.62,5.56,-11.00,-1.94,30.54,14.78,102.90,56.57,39.81,6.12,57.24,32.00,21.22,34.79,157.18,44.00,89.91,34.79,91.56,110.00,16.90,23.43,50.68,16.28,36.88,24.02,22.94,21.00,47.77,15.56,131.43,22.00,85.86,15.56,33.83,0.00,7.09,16.25,39.64,27.29,31.78,8.12,21.46,1.00,12.61,9.38,224.00,7.00,20.16,16.84,363.00,7.00,7.04,6.12,117.00,7.00,15.06,12.38,242.00,3.00,5.71,4.57,107.00,7.00,0,휴식 (Relax)
8.50,12.38,-0.75,-0.69,-6.44,25.23,19.31,97.81,56.00,46.83,3.31,65.15,40.00,21.22,34.79,157.18,44.00,89.91,34.79,91.56,110.00,12.00,28.29,52.89,20.00,33.42,19.39,18.49,16.00,41.51,11.00,124.82,33.00,85.52,11.00,44.77,11.00,10.31,23.24,47.51,19.42,26.90,14.36,16.15,9.00,12.80,9.69,232.00,7.00,20.16,16.84,341.00,7.00,6.91,5.84,107.00,7.00,14.79,11.86,253.00,6.00,5.94,4.94,102.00,6.00,0,휴식 (Relax)
14.50,-11.69,5.56,-1.38,-1.88,17.22,51.31,117.00,24.00,31.08,28.69,41.08,8.00,29.59,11.00,139.73,55.00,84.60,11.00,62.47,77.00,16.96,24.22,47.92,23.35,35.95,14.80,13.56,11.00,33.66,20.33,131.06,34.79,75.32,8.42,34.40,0.00,4.52,21.72,44.20,19.24,20.00,17.78,16.55,16.00,12.72,9.88,208.00,6.00,17.16,14.44,308.00,7.00,6.54,5.49,102.00,7.00,14.49,11.34,220.00,5.00,5.54,4.50,97.00,5.00,0,휴식 (Relax)
