a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,a0_rms,a0_mav,a0_wl,a0_zc,a1_rms,a1_mav,a1_wl,a1_zc,a2_rms,a2_mav,a2_wl,a2_zc,a3_rms,a3_mav,a3_wl,a3_zc,a4_rms,a4_mav,a4_wl,a4_zc,label,action_name
-9.56,38.50,-11.62,0.00,5.75,19.96,5.25,109.82,17.46,53.06,54.90,73.05,25.00,44.03,11.91,204.48,31.11,35.63,28.74,38.00,88.00,19.16,16.50,46.79,17.09,23.62,17.66,19.73,30.00,5.96,38.11,117.44,31.11,17.70,38.11,19.48,44.00,13.18,5.15,32.62,4.00,12.32,8.80,10.69,8.00,13.77,11.15,266.00,8.00,20.21,16.50,286.00,5.00,6.14,5.16,96.00,6.00,12.30,9.62,198.00,2.00,3.60,3.16,57.00,6.00,0,휴식 (Relax)
-9.06,-5.50,-1.62,-10.31,-1.94,27.91,10.85,115.14,25.00,45.10,57.52,65.46,33.00,44.03,11.91,204.48,31.11,35.63,28.74,38.00,88.00,19.16,16.50,46.79,17.09,23.62,17.66,19.73,30.00,14.61,37.83,120.84,39.66,15.14,27.33,30.46,33.00,9.07,5.00,31.57,6.40,8.19,13.75,11.76,13.00,13.96,11.46,250.00,8.00,20.21,16.50,319.00,6.00,6.14,5.16,101.00,6.00,12.58,10.48,198.00,6.00,3.56,3.06,62.00,7.00,0,휴식 (Relax)
-9.56,-37.12,8.38,-10.31,0.06,20.39,11.37,107.70,24.02,43.49,65.00,59.76,41.00,27.25,20.62,225.47,22.00,43.30,49.79,51.85,66.00,4.44,6.36,50.03,6.00,37.89,18.75,23.87,14.00,14.61,37.83,120.84,39.66,15.14,27.33,30.46,33.00,9.07,5.00,31.57,6.40,8.19,13.75,11.76,13.00,13.48,11.15,242.00,8.00,21.96,17.88,341.00,6.00,6.28,5.45,107.00,7.00,12.58,10.48,187.00,5.00,3.56,3.06,59.00,6.00,0,휴식 (Relax)
12.94,16.50,7.69,11.00,-2.12,17.63,34.88,110.21,48.01,25.32,44.56,71.73,17.00,38.92,4.93,212.30,44.00,64.96,69.40,73.06,44.00,7.35,8.66,61.02,5.00,31.40,8.66,15.77,25.00,14.38,48.77,116.71,49.19,11.92,31.77,23.47,44.00,9.66,7.78,29.23,8.94,5.19,14.41,9.01,10.00,13.66,11.83,234.00,8.00,22.34,18.56,385.00,6.00,6.55,5.81,101.00,6.00,12.90,11.00,198.00,3.00,3.37,2.91,53.00,5.00,0,휴식 (Relax)
20.94,26.12,-2.94,11.00,5.69,17.63,34.88,110.21,48.01,25.32,44.56,71.73,17.00,52.09,26.62,225.05,49.19,63.24,64.27,51.51,66.00,4.61,9.67,58.85,7.81,35.48,2.93,11.16,31.00,14.38,48.77,116.71,49.19,11.92,31.77,23.47,44.00,10.00,10.53,30.31,10.63,7.03,11.80,12.00,13.00,13.66,11.83,226.00,8.00,23.29,19.77,385.00,6.00,6.56,5.80,106.00,6.00,12.90,11.00,198.00,3.00,3.60,3.14,61.00,6.00,0,휴식 (Relax)
-2.56,15.12,-2.94,-9.62,-2.00,9.90,34.88,106.10,56.01,28.01,40.02,73.05,25.00,52.09,26.62,225.05,49.19,63.24,64.27,51.51,66.00,4.61,9.67,58.85,7.81,35.48,2.93,11.16,31.00,10.58,51.59,97.30,69.57,17.51,51.59,27.62,22.00,11.74,9.55,25.31,14.76,7.15,6.98,16.81,18.00,13.62,11.52,234.00,8.00,23.29,19.77,396.00,6.00,6.56,5.80,101.00,6.00,12.83,11.17,209.00,7.00,3.57,3.00,66.00,6.00,0,휴식 (Relax)
-3.06,-15.81,7.06,1.38,0.00,17.90,29.04,101.32,56.72,23.68,32.35,77.92,33.00,60.56,40.91,223.31,70.43,49.29,31.44,74.19,33.00,12.93,8.73,45.09,22.56,39.32,14.76,27.15,15.00,10.58,51.59,97.30,69.57,17.51,51.59,27.62,22.00,11.74,9.55,25.31,14.76,7.15,6.98,16.81,18.00,13.37,11.21,234.00,8.00,23.32,19.94,385.00,6.00,6.49,5.81,107.00,7.00,12.83,11.17,209.00,7.00,3.57,3.00,63.00,6.00,0,휴식 (Relax)
-11.06,-16.50,-8.62,-9.62,-0.31,17.90,29.04,101.32,56.72,23.68,32.35,77.92,33.00,52.17,29.95,213.10,77.78,58.99,23.56,80.43,22.00,9.37,4.05,44.23,22.00,44.32,18.10,31.87,10.00,10.58,51.59,97.30,69.57,17.51,51.59,27.62,22.00,6.95,4.57,21.96,19.31,11.91,7.01,14.82,13.00,13.37,11.21,226.00,7.00,22.68,19.25,385.00,6.00,6.79,6.12,112.00,7.00,12.83,11.17,209.00,8.00,3.33,2.80,60.00,6.00,0,휴식 (Relax)
-10.06,-6.88,-7.62,-30.94,-5.12,13.44,42.33,105.33,61.33,32.82,40.42,62.00,17.00,32.71,23.56,198.18,94.63,45.12,29.95,77.58,44.00,16.64,15.51,29.16,38.00,41.72,23.49,22.19,26.00,13.77,57.16,104.22,73.79,28.40,57.16,34.80,33.00,9.95,6.84,24.87,18.44,12.73,6.42,15.51,10.00,13.56,11.09,210.00,6.00,21.61,17.88,374.00,6.00,6.81,6.08,112.00,7.00,14.14,11.95,198.00,7.00,3.53,2.92,62.00,6.00,0,휴식 (Relax)
-2.56,-6.88,14.00,23.38,-2.31,10.56,40.61,111.47,54.12,30.99,40.61,54.36,9.00,32.71,23.56,198.18,94.63,45.12,29.95,77.58,44.00,10.80,10.76,33.78,38.47,47.37,29.46,23.03,32.00,14.65,60.01,109.51,64.14,35.04,68.02,45.32,44.00,7.28,6.81,24.56,15.52,10.81,4.87,17.63,7.00,13.32,10.84,177.00,5.00,21.61,17.88,341.00,5.00,7.40,6.50,118.00,7.00,15.00,12.55,253.00,8.00,3.33,2.80,57.00,5.00,0,휴식 (Relax)
7.00,15.81,2.31,12.38,2.69,30.87,32.00,90.41,48.00,9.93,32.00,39.07,16.00,43.60,12.75,187.22,103.77,34.68,39.13,70.15,33.00,1.10,15.61,32.96,49.37,41.00,22.32,18.42,21.00,14.65,60.01,109.51,64.14,35.04,68.02,45.32,44.00,7.28,6.81,24.56,15.52,10.81,4.87,17.63,7.00,10.91,8.50,152.00,5.00,20.93,17.19,341.00,6.00,7.13,6.19,124.00,7.00,15.00,12.55,253.00,8.00,3.33,2.80,59.00,6.00,0,휴식 (Relax)
-1.00,15.12,-8.38,13.06,5.69,30.87,32.00,90.41,48.00,9.93,32.00,39.07,16.00,34.45,20.62,190.84,110.00,36.12,49.79,60.68,22.00,4.45,10.61,37.46,50.22,44.27,24.07,16.30,16.00,5.40,49.82,107.43,55.00,46.04,67.35,36.23,33.00,7.28,6.81,24.56,15.52,10.81,4.87,17.63,7.00,10.91,8.50,152.00,6.00,21.26,17.88,330.00,5.00,7.39,6.50,135.00,8.00,14.14,11.95,220.00,7.00,3.33,2.80,54.00,5.00,0,휴식 (Relax)
-1.50,3.44,-3.38,-19.25,-2.31,24.00,40.00,82.50,48.66,14.42,40.00,37.01,8.00,30.65,25.43,182.98,118.98,25.21,44.89,71.52,33.00,4.45,10.61,37.46,50.22,44.27,24.07,16.30,16.00,7.24,47.11,117.05,62.23,43.09,59.90,42.60,44.00,7.28,6.81,24.56,15.52,10.81,4.87,17.63,7.00,10.67,8.25,152.00,6.00,21.20,17.62,308.00,5.00,7.39,6.50,134.00,7.00,14.81,12.72,242.00,8.00,3.33,2.80,62.00,6.00,0,휴식 (Relax)
-17.00,-30.25,2.62,-19.25,-5.12,29.05,34.81,86.97,56.57,14.05,46.01,33.52,0.00,34.60,26.39,172.82,113.25,32.34,41.51,60.87,22.00,4.45,10.61,37.46,50.22,44.27,24.07,16.30,16.00,7.24,47.11,117.05,62.23,43.09,59.90,42.60,44.00,6.22,7.99,27.56,18.44,8.49,4.92,15.81,10.00,11.27,8.50,160.00,6.00,20.02,16.84,297.00,5.00,7.39,6.50,140.00,8.00,14.81,12.72,220.00,7.00,3.53,2.92,65.00,6.00,0,휴식 (Relax)
-1.00,-7.56,7.31,-7.56,-2.12,29.05,34.81,86.97,56.57,14.05,46.01,33.52,0.00,26.75,33.00,173.03,122.98,30.53,33.00,52.70,11.00,6.03,7.74,42.46,55.11,39.76,26.12,11.32,11.00,15.09,58.03,114.27,55.00,52.36,51.80,43.38,55.00,6.22,7.99,27.56,18.44,8.49,4.92,15.81,10.00,11.27,8.50,152.00,5.00,20.10,17.19,308.00,5.00,7.60,6.81,140.00,8.00,14.92,13.06,220.00,7.00,3.53,2.92,63.00,5.00,0,휴식 (Relax)
8.00,-6.19,2.62,24.75,5.69,33.30,48.71,71.20,40.79,8.30,38.31,20.23,16.00,13.31,55.00,153.45,114.84,51.49,55.00,64.17,33.00,2.50,12.47,40.68,56.32,36.09,25.23,6.63,6.00,11.50,49.91,125.10,64.14,52.23,53.23,42.64,66.00,8.81,5.73,29.68,21.38,5.49,7.82,15.47,7.00,9.80,7.00,128.00,1.00,19.82,16.59,286.00,5.00,7.39,6.50,124.00,7.00,15.80,13.75,242.00,8.00,3.75,3.18,68.00,6.00,0,휴식 (Relax)
7.00,27.50,-13.38,-17.88,5.69,35.20,34.17,76.06,46.65,24.27,24.99,8.16,32.00,12.71,63.26,145.01,104.36,45.90,47.86,61.71,22.00,2.50,12.47,40.68,56.32,36.09,25.23,6.63,6.00,19.40,54.00,114.93,77.78,34.35,72.88,41.13,88.00,8.81,5.73,29.68,21.38,5.49,7.82,15.47,7.00,9.75,7.38,128.00,5.00,18.65,15.81,275.00,5.00,7.39,6.50,130.00,8.00,16.44,14.61,275.00,8.00,3.75,3.18,60.00,5.00,0,휴식 (Relax)
-16.50,-5.50,-3.38,3.44,-0.44,30.37,37.08,81.82,53.67,28.08,17.00,6.59,40.00,12.71,63.26,145.01,104.36,45.90,47.86,61.71,22.00,2.50,12.47,40.68,56.32,36.09,25.23,6.63,6.00,15.69,59.09,107.47,70.43,24.52,83.15,40.47,99.00,10.71,7.38,29.68,19.42,7.05,8.45,14.11,5.00,10.38,7.69,152.00,6.00,18.65,15.81,275.00,6.00,7.39,6.50,129.00,7.00,16.37,14.44,297.00,9.00,3.71,3.10,64.00,6.00,0,휴식 (Relax)
-8.50,-28.19,-2.69,-28.19,-2.31,30.37,37.08,81.82,53.67,28.08,17.00,6.59,40.00,19.78,70.56,134.03,93.98,35.78,39.44,55.78,33.00,8.56,11.73,41.21,45.88,33.55,33.41,12.43,17.00,21.97,37.93,128.57,55.00,35.54,94.70,39.59,121.00,9.24,5.48,31.51,19.92,8.77,8.00,12.37,3.00,10.38,7.69,136.00,5.00,17.38,15.21,242.00,5.00,7.16,6.15,129.00,7.00,17.81,15.81,308.00,9.00,3.75,3.18,64.00,6.00,0,휴식 (Relax)
15.50,5.50,13.94,26.12,-2.31,30.37,37.08,81.82,53.67,28.08,17.00,6.59,40.00,9.47,59.56,139.30,90.71,38.12,28.44,47.81,44.00,4.07,15.01,46.36,44.15,39.00,34.94,16.64,23.00,19.86,48.11,127.60,64.14,45.77,93.90,39.45,132.00,9.24,5.48,31.51,19.92,8.77,8.00,12.37,3.00,10.38,7.69,152.00,6.00,16.95,14.44,264.00,6.00,7.72,6.57,135.00,7.00,18.60,16.50,363.00,10.00,3.75,3.18,56.00,5.00,0,휴식 (Relax)
23.50,17.19,2.56,15.12,2.88,30.37,37.08,81.82,53.67,28.08,17.00,6.59,40.00,2.02,52.36,132.98,80.08,27.13,37.05,57.94,33.00,7.11,21.00,51.19,38.33,34.99,37.91,14.60,17.00,19.86,48.11,127.60,64.14,45.77,93.90,39.45,132.00,9.79,7.12,30.50,19.24,5.99,5.03,9.47,0.00,10.38,7.69,136.00,5.00,16.02,13.66,264.00,6.00,7.71,6.56,146.00,7.00,18.60,16.50,352.00,9.00,3.53,2.92,53.00,5.00,0,휴식 (Relax)
7.00,6.88,2.19,3.44,2.56,37.43,41.36,87.37,46.65,22.10,9.02,14.30,32.00,12.15,55.08,122.18,83.77,33.35,36.36,46.94,44.00,13.03,25.67,50.29,40.31,32.50,32.04,14.44,23.00,29.09,45.62,135.93,55.00,36.22,82.90,33.84,143.00,7.44,2.12,35.48,14.32,3.91,4.64,6.50,5.00,10.54,8.25,152.00,5.00,15.50,12.89,242.00,5.00,7.67,6.46,135.00,6.00,18.54,16.24,352.00,8.00,3.55,3.05,51.00,5.00,0,휴식 (Relax)
-16.00,-4.81,-3.12,3.44,-2.31,29.11,46.34,94.44,56.57,8.79,12.51,30.13,16.00,6.24,45.35,124.74,73.79,30.40,45.35,37.23,55.00,3.86,26.02,60.88,30.53,21.52,23.39,16.22,34.00,29.09,45.62,135.93,55.00,36.22,82.90,33.84,143.00,8.73,3.85,34.61,14.87,5.86,6.57,6.88,7.00,11.31,9.00,168.00,3.00,15.05,12.29,253.00,6.00,7.49,6.25,125.00,6.00,18.54,16.24,341.00,7.00,3.60,3.14,56.00,6.00,0,휴식 (Relax)
-8.00,-26.12,-3.44,-17.88,-2.19,29.11,46.34,94.44,56.57,8.79,12.51,30.13,16.00,9.81,56.09,133.53,69.57,20.12,56.09,32.06,66.00,6.37,21.88,58.03,28.23,19.79,23.98,17.55,39.00,18.99,56.57,146.88,46.67,35.76,83.45,44.23,132.00,10.61,5.00,36.01,13.00,5.05,5.00,5.75,5.00,11.31,9.00,176.00,3.00,15.98,12.89,264.00,6.00,7.25,5.94,125.00,6.00,19.00,17.02,341.00,8.00,3.64,3.23,51.00,6.00,0,휴식 (Relax)
7.00,-4.12,12.19,12.38,-2.38,26.26,33.05,91.80,68.82,7.60,13.69,23.54,32.00,9.81,56.09,133.53,69.57,20.12,56.09,32.06,66.00,25.80,2.79,72.85,11.70,13.10,12.89,27.92,17.00,57.73,44.14,132.22,34.79,21.43,65.91,88.12,88.00,7.63,5.83,33.27,14.42,7.68,5.83,4.00,2.00,11.27,9.12,184.00,7.00,15.98,12.89,286.00,6.00,7.59,6.09,120.00,6.00,17.77,15.47,319.00,8.00,3.44,3.09,48.00,6.00,0,휴식 (Relax)
21.50,6.19,12.19,33.69,2.31,30.37,39.45,113.69,58.24,20.50,10.39,28.93,8.00,13.31,59.24,135.79,66.91,19.52,59.24,29.10,55.00,25.80,2.79,72.85,11.70,13.10,12.89,27.92,17.00,66.80,53.54,141.56,24.60,28.71,74.86,78.32,99.00,4.04,10.75,33.86,10.63,5.41,1.56,8.23,7.00,12.56,10.50,192.00,6.00,16.02,13.06,275.00,6.00,7.59,6.09,109.00,6.00,18.84,15.98,330.00,8.00,3.44,3.15,48.00,6.00,0,휴식 (Relax)
13.00,37.81,-9.12,-8.94,-0.50,32.87,47.31,119.39,50.60,16.53,8.12,27.85,16.00,34.59,79.93,157.59,45.35,39.54,39.97,43.93,77.00,21.91,8.23,74.45,13.04,23.82,23.84,17.02,28.00,56.81,33.11,124.63,39.66,49.25,96.49,66.82,121.00,5.12,8.56,30.93,13.04,8.19,1.63,11.23,10.00,12.92,11.00,192.00,5.00,18.23,14.44,308.00,6.00,7.94,6.62,120.00,6.00,18.74,16.07,374.00,9.00,3.39,3.00,48.00,7.00,0,휴식 (Relax)
-3.00,-4.81,1.19,2.75,-2.00,32.87,47.31,119.39,50.60,16.53,8.12,27.85,16.00,14.17,61.39,147.93,45.35,56.10,18.60,65.53,99.00,21.86,7.50,63.64,7.00,28.37,32.95,9.74,39.00,58.80,31.69,128.87,34.79,49.20,90.51,67.96,110.00,10.59,12.19,27.13,11.05,6.81,7.44,5.04,2.00,12.92,11.00,208.00,6.00,17.81,13.66,341.00,7.00,7.59,6.09,126.00,7.00,18.45,15.47,352.00,9.00,3.12,2.62,42.00,4.00,0,휴식 (Relax)
-18.00,-24.75,0.81,1.38,-0.12,41.19,47.31,135.38,35.78,7.55,8.12,19.94,0.00,28.02,65.91,172.92,15.56,70.13,44.14,34.34,66.00,21.83,13.49,60.48,13.00,31.99,31.75,11.23,33.00,48.37,21.49,106.89,56.09,70.58,98.50,66.97,88.00,9.44,10.19,25.72,13.04,8.81,9.17,5.28,0.00,13.71,12.00,208.00,6.00,18.85,14.44,330.00,6.00,7.49,5.77,120.00,6.00,17.77,14.09,352.00,9.00,3.08,2.55,41.00,6.00,0,휴식 (Relax)
-3.00,-14.44,5.50,0.00,-7.00,27.73,35.47,129.67,32.00,23.42,23.11,17.36,16.00,17.04,55.90,163.53,24.60,80.78,49.40,28.40,55.00,21.10,17.48,63.69,13.93,27.31,28.89,11.69,38.00,38.21,15.39,101.66,56.09,61.12,77.81,75.93,110.00,9.91,11.68,27.60,13.04,9.73,9.98,6.74,2.00,12.92,11.00,208.00,6.00,18.12,13.92,319.00,6.00,7.62,6.00,120.00,6.00,16.95,12.38,341.00,5.00,3.32,2.62,45.00,4.00,0,휴식 (Relax)
19.50,17.19,-4.81,-0.69,-2.00,9.01,11.79,148.81,8.00,24.90,22.38,31.01,8.00,7.85,35.67,168.71,24.60,80.35,57.67,36.31,77.00,27.51,18.41,53.42,24.52,29.44,18.41,20.58,49.00,32.96,15.11,111.29,45.35,53.02,88.08,67.29,99.00,9.91,11.68,27.60,13.04,9.73,9.98,6.74,2.00,13.85,11.94,224.00,6.00,18.64,15.04,352.00,7.00,7.59,6.09,126.00,7.00,16.71,11.95,308.00,5.00,3.32,2.62,42.00,3.00,0,휴식 (Relax)
11.00,26.12,1.19,21.31,8.81,7.58,6.12,155.56,11.31,17.08,14.78,23.22,0.00,40.47,41.51,201.59,15.56,49.41,26.39,41.76,44.00,27.51,18.41,53.42,24.52,29.44,18.41,20.58,49.00,32.96,15.11,111.29,45.35,53.02,88.08,67.29,99.00,11.53,13.75,30.33,13.60,12.68,12.68,3.79,1.00,14.11,12.38,232.00,6.00,19.78,16.50,330.00,6.00,7.59,6.09,116.00,7.00,16.71,11.95,286.00,5.00,3.71,2.88,53.00,6.00,0,휴식 (Relax)
-12.00,15.81,-10.12,-2.06,5.81,18.07,14.78,158.90,11.31,21.85,6.12,7.62,16.00,30.26,30.78,196.87,24.60,41.78,16.21,51.24,33.00,22.51,13.92,48.82,29.43,27.86,20.84,15.94,44.00,15.85,9.31,106.74,66.91,56.89,83.26,45.37,77.00,11.53,13.75,30.33,13.60,12.68,12.68,3.79,1.00,14.42,13.00,232.00,6.00,19.04,15.81,308.00,5.00,7.06,5.73,117.00,8.00,15.66,11.09,286.00,6.00,3.71,2.88,50.00,5.00,0,휴식 (Relax)
-20.00,-16.50,-9.81,-22.69,-0.19,18.07,14.78,158.90,11.31,21.85,6.12,7.62,16.00,24.30,22.00,204.59,31.11,37.73,22.00,40.29,44.00,27.17,15.94,52.57,29.00,32.04,20.59,13.11,39.00,35.92,22.08,128.01,66.91,78.89,67.78,28.01,55.00,11.53,13.75,30.33,13.60,12.68,12.68,3.79,1.00,14.42,13.00,232.00,6.00,19.45,16.50,319.00,6.00,7.38,6.09,117.00,8.00,16.71,11.95,275.00,6.00,3.71,2.88,54.00,6.00,0,휴식 (Relax)
-12.00,-27.50,-4.81,-33.69,-2.19,18.07,14.78,158.90,11.31,21.85,6.12,7.62,16.00,24.30,22.00,204.59,31.11,37.73,22.00,40.29,44.00,27.17,15.94,52.57,29.00,32.04,20.59,13.11,39.00,35.92,22.08,128.01,66.91,78.89,67.78,28.01,55.00,11.53,13.75,30.33,13.60,12.68,12.68,3.79,1.00,14.42,13.00,216.00,5.00,19.45,16.50,297.00,5.00,7.38,6.09,105.00,7.00,16.71,11.95,231.00,5.00,3.71,2.88,56.00,6.00,0,휴식 (Relax)
4.50,-4.81,6.56,11.00,-0.31,24.56,8.00,154.18,8.00,29.14,8.00,11.03,8.00,30.28,30.78,204.75,24.60,33.43,16.21,32.48,55.00,30.28,11.34,46.60,29.61,31.11,14.61,16.11,33.00,45.81,28.44,122.62,66.00,71.66,59.56,31.00,44.00,13.14,12.33,29.60,14.32,13.15,10.86,4.72,3.00,14.13,12.50,224.00,6.00,19.43,16.41,308.00,5.00,6.89,5.76,105.00,8.00,16.04,11.00,264.00,3.00,3.67,2.80,53.00,5.00,0,휴식 (Relax)
13.00,17.19,1.56,11.00,-0.12,30.11,0.00,146.38,16.00,24.35,0.00,10.70,16.00,30.28,30.78,204.75,24.60,33.43,16.21,32.48,55.00,30.28,11.34,46.60,29.61,31.11,14.61,16.11,33.00,45.81,28.44,122.62,66.00,71.66,59.56,31.00,44.00,11.74,15.32,27.45,11.66,16.15,8.07,7.49,6.00,13.53,12.00,216.00,6.00,19.43,16.41,319.00,6.00,6.89,5.76,110.00,8.00,16.04,11.00,253.00,3.00,3.60,2.56,53.00,5.00,0,휴식 (Relax)
5.00,16.50,-8.75,-10.31,0.06,30.11,0.00,146.38,16.00,24.35,0.00,10.70,16.00,19.30,26.94,212.97,22.00,24.58,26.94,33.14,44.00,30.60,7.86,54.18,29.43,25.19,17.38,27.08,22.00,51.01,22.08,119.70,66.91,71.13,67.78,41.55,33.00,12.16,17.64,24.67,13.45,15.06,9.52,4.51,3.00,13.53,12.00,200.00,5.00,19.83,17.19,308.00,5.00,7.24,6.25,115.00,8.00,16.25,11.95,275.00,7.00,3.53,2.32,48.00,3.00,0,휴식 (Relax)
-11.50,-15.81,1.88,0.69,2.75,30.51,8.00,139.64,24.00,16.78,8.00,4.92,8.00,29.95,22.47,216.65,11.00,30.32,34.49,33.15,33.00,32.23,3.68,48.83,23.54,29.74,23.29,32.80,16.00,51.01,22.08,119.70,66.91,71.13,67.78,41.55,33.00,9.93,17.59,25.08,10.30,19.24,10.14,2.57,2.00,12.95,11.50,208.00,6.00,20.20,17.79,319.00,6.00,7.19,6.11,126.00,9.00,16.25,11.95,264.00,7.00,3.56,2.50,51.00,5.00,0,휴식 (Relax)
-4.00,-16.50,1.50,-11.00,-5.06,35.50,14.78,133.08,25.30,18.56,6.12,11.87,16.00,21.73,32.23,205.65,15.56,40.91,37.16,32.51,22.00,36.63,3.30,49.82,25.50,24.77,18.79,28.34,22.00,54.23,32.42,110.54,69.57,64.08,61.55,32.60,44.00,11.96,15.31,27.65,7.81,21.67,9.35,5.21,5.00,12.65,11.00,200.00,5.00,19.45,17.19,297.00,6.00,7.12,5.88,109.00,8.00,15.56,11.00,242.00,3.00,3.75,2.59,59.00,6.00,0,휴식 (Relax)
4.00,-15.81,2.19,-9.62,-2.06,35.50,14.78,133.08,25.30,18.56,6.12,11.87,16.00,27.07,22.47,210.40,24.60,44.00,34.49,31.30,11.00,26.32,10.79,39.01,16.28,29.63,22.13,26.37,33.00,41.63,29.16,107.88,49.19,77.82,70.41,30.03,66.00,11.96,15.31,27.65,7.81,21.67,9.35,5.21,5.00,12.65,11.00,192.00,6.00,19.82,17.79,286.00,5.00,6.38,5.36,109.00,8.00,15.50,11.34,220.00,7.00,3.75,2.59,57.00,5.00,0,휴식 (Relax)
5.00,6.19,-2.75,13.75,2.94,19.51,25.60,117.31,33.94,34.05,10.61,7.66,0.00,27.07,22.47,210.40,24.60,44.00,34.49,31.30,11.00,9.34,27.02,32.46,30.46,13.73,6.76,24.96,16.00,30.06,49.19,87.75,62.23,58.16,49.19,24.43,44.00,11.96,15.31,27.65,7.81,21.67,9.35,5.21,5.00,11.62,10.00,184.00,6.00,19.82,17.79,275.00,6.00,5.44,4.91,93.00,8.00,13.19,10.31,198.00,7.00,3.75,2.59,59.00,5.00,0,휴식 (Relax)
5.50,18.56,-3.06,12.38,8.38,12.33,33.45,113.17,28.84,33.33,5.74,3.05,8.00,33.33,39.13,189.61,11.00,24.91,12.75,23.51,11.00,14.18,24.55,28.33,28.86,15.28,1.79,24.79,11.00,46.85,31.11,105.37,49.19,65.23,31.11,28.99,22.00,5.50,17.68,36.60,7.21,18.23,7.97,13.05,14.00,11.21,9.50,168.00,5.00,17.70,16.24,242.00,5.00,5.12,4.55,82.00,7.00,13.40,10.14,187.00,6.00,4.33,3.36,63.00,5.00,0,휴식 (Relax)
-2.50,17.19,-7.38,1.38,2.06,12.33,33.45,113.17,28.84,33.33,5.74,3.05,8.00,35.39,19.05,191.78,33.00,38.04,19.05,26.36,33.00,7.96,23.15,38.24,18.38,26.26,9.59,23.68,0.00,46.85,31.11,105.37,49.19,65.23,31.11,28.99,22.00,7.67,17.08,39.18,11.70,14.26,3.80,9.76,9.00,11.21,9.50,160.00,6.00,18.23,17.19,220.00,5.00,5.41,4.88,87.00,7.00,13.40,10.14,198.00,6.00,4.31,3.42,67.00,5.00,0,휴식 (Relax)
-11.00,-6.19,-6.69,-29.56,-2.81,15.98,35.69,105.49,25.30,28.44,2.54,9.80,0.00,53.48,26.56,173.38,39.66,21.62,4.56,31.21,11.00,15.35,18.36,39.89,17.46,24.81,6.98,28.59,11.00,17.02,24.60,137.82,45.35,64.02,24.60,47.63,55.00,5.89,18.51,40.31,12.53,12.46,1.82,9.67,7.00,10.54,9.00,152.00,6.00,16.94,15.81,231.00,6.00,5.60,5.02,82.00,7.00,15.42,12.55,231.00,7.00,4.36,3.52,65.00,6.00,0,휴식 (Relax)
-10.50,-37.81,4.62,-17.19,-5.94,15.45,28.46,106.59,32.98,33.77,9.27,17.77,8.00,31.61,4.56,192.34,59.24,38.88,26.56,50.99,11.00,20.32,14.49,36.15,22.36,20.10,2.49,24.42,6.00,21.63,27.33,150.52,66.91,42.50,37.83,26.87,33.00,7.87,16.52,38.36,10.82,12.81,1.11,10.69,5.00,10.85,9.50,128.00,5.00,19.04,17.19,231.00,5.00,5.19,4.67,82.00,7.00,16.02,13.66,242.00,7.00,4.16,3.42,63.00,6.00,0,휴식 (Relax)
6.50,-3.44,20.19,25.44,-1.06,27.71,13.86,93.50,32.98,20.34,13.86,7.81,8.00,11.67,19.05,191.20,70.43,26.48,19.05,29.04,11.00,6.94,37.49,57.98,34.83,16.93,20.51,5.99,17.00,8.86,38.91,162.25,73.79,34.03,59.73,5.09,11.00,9.81,15.26,38.11,12.04,10.83,1.02,9.06,7.00,9.47,8.50,136.00,6.00,18.54,16.24,253.00,5.00,7.35,5.94,93.00,6.00,17.27,14.87,264.00,8.00,4.10,3.33,57.00,5.00,0,휴식 (Relax)
22.00,39.88,-7.12,15.12,5.12,19.75,17.13,100.53,40.79,24.39,21.78,13.17,16.00,19.13,11.91,201.38,79.32,35.72,28.74,19.89,22.00,6.82,30.71,57.46,29.15,27.84,29.34,9.64,28.00,15.10,27.92,151.56,64.14,43.99,67.41,5.93,0.00,7.57,15.08,35.50,10.00,9.59,3.54,6.23,10.00,10.39,9.00,128.00,5.00,19.78,17.02,286.00,6.00,7.53,6.14,110.00,6.00,16.44,14.27,253.00,8.00,3.79,3.09,60.00,6.00,0,휴식 (Relax)
-2.50,17.88,-7.12,14.44,7.94,12.21,17.89,100.16,43.08,16.87,17.89,5.50,8.00,19.13,11.91,201.38,79.32,35.72,28.74,19.89,22.00,6.82,30.71,57.46,29.15,27.84,29.34,9.64,28.00,5.03,36.25,153.57,59.24,52.27,68.82,16.72,11.00,8.99,17.26,37.93,7.81,12.07,5.66,3.23,13.00,10.09,8.50,144.00,6.00,19.78,17.02,275.00,5.00,7.53,6.14,110.00,6.00,16.83,14.87,231.00,7.00,4.10,3.33,57.00,5.00,0,휴식 (Relax)
