a0,a1,a2,a3,a4,a0_f1,a0_f2,a0_f3,a0_f4,a0_f5,a0_f6,a0_f7,a0_f8,a1_f1,a1_f2,a1_f3,a1_f4,a1_f5,a1_f6,a1_f7,a1_f8,a2_f1,a2_f2,a2_f3,a2_f4,a2_f5,a2_f6,a2_f7,a2_f8,a3_f1,a3_f2,a3_f3,a3_f4,a3_f5,a3_f6,a3_f7,a3_f8,a4_f1,a4_f2,a4_f3,a4_f4,a4_f5,a4_f6,a4_f7,a4_f8,label,action_name
304.00,572.00,120.00,605.00,57.00,110.76,207.30,347.42,147.11,83.53,165.21,121.99,50.00,131.64,232.95,229.95,62.01,104.19,174.52,390.20,187.00,127.35,90.21,268.50,118.12,46.23,141.72,248.39,160.00,46.47,218.87,101.34,117.39,192.26,328.16,206.80,6.00,52.64,11.09,132.99,53.34,53.54,136.93,81.54,23.00,1,주먹 쥐기 (Fist)
288.00,583.00,151.00,583.00,36.00,128.92,180.96,324.08,175.92,84.69,148.83,98.23,79.00,89.55,124.64,137.18,166.40,217.13,62.22,297.27,300.00,125.75,100.12,268.06,123.71,51.27,133.19,240.32,171.00,108.06,155.87,70.43,86.12,255.10,283.76,203.57,69.00,48.77,25.72,133.49,57.38,65.82,120.95,80.42,39.00,1,주먹 쥐기 (Fist)
304.00,605.00,135.00,594.00,28.00,123.95,196.21,320.20,178.27,100.47,133.45,91.83,95.00,119.05,85.52,97.34,162.11,205.36,101.66,339.39,256.00,124.41,98.47,272.72,119.54,56.19,128.20,235.67,176.00,160.89,123.14,119.93,35.51,236.44,284.62,184.11,15.00,48.77,25.72,133.49,57.38,65.82,120.95,80.42,39.00,1,주먹 쥐기 (Fist)
328.00,572.00,125.00,583.00,51.00,123.11,192.57,328.08,170.43,104.84,126.45,92.66,103.00,169.47,90.67,116.29,110.16,163.71,92.71,287.83,308.00,183.10,94.03,225.72,99.72,106.80,97.72,156.68,255.00,125.89,117.93,97.50,39.05,272.99,259.44,162.22,29.00,61.90,35.03,120.21,53.15,65.20,123.06,94.32,57.00,1,주먹 쥐기 (Fist)
288.00,583.00,130.00,561.00,33.00,156.49,182.16,302.05,168.44,88.36,124.15,130.57,159.00,105.32,38.96,53.24,131.47,108.01,149.75,233.43,374.00,178.18,96.15,222.63,104.69,106.20,101.17,152.12,260.00,121.74,110.98,105.87,31.40,264.21,270.12,170.28,18.00,72.60,36.69,124.88,42.19,75.06,114.11,83.65,46.00,1,주먹 쥐기 (Fist)
336.00,594.00,156.00,572.00,24.00,156.49,182.16,302.05,168.44,88.36,124.15,130.57,159.00,76.89,13.80,70.92,97.67,102.97,110.17,257.45,330.00,128.68,145.41,173.92,121.59,155.71,50.17,190.56,209.00,141.21,46.55,166.70,45.19,254.93,216.68,110.07,84.00,20.02,79.95,69.26,66.84,122.11,59.13,29.04,10.00,1,주먹 쥐기 (Fist)
344.00,594.00,186.00,696.00,31.00,64.49,274.11,219.40,202.20,166.47,37.73,41.14,67.00,92.03,48.43,33.32,132.59,68.09,107.78,271.62,287.00,92.12,194.83,179.98,79.20,132.88,98.34,167.99,265.00,105.80,218.91,232.56,162.27,112.23,268.88,68.71,260.00,22.81,75.31,70.60,70.09,122.01,56.81,25.71,15.00,1,주먹 쥐기 (Fist)
361.00,561.00,168.00,540.00,14.00,36.60,297.82,226.60,175.93,169.51,53.36,68.09,100.00,91.46,25.28,37.45,151.74,39.55,135.66,274.25,254.00,94.50,209.00,212.76,56.60,107.90,90.05,167.07,232.00,106.38,189.01,183.56,157.54,59.89,322.39,117.01,314.00,30.58,89.87,93.79,52.77,96.75,71.26,32.63,43.00,1,주먹 쥐기 (Fist)
352.00,616.00,120.00,530.00,26.00,47.51,304.27,274.39,149.37,122.88,71.45,51.23,52.00,79.43,59.70,91.20,110.91,85.93,198.82,265.54,189.00,78.73,241.73,188.21,42.43,45.15,152.66,160.49,154.00,163.49,223.81,205.07,232.36,98.29,267.24,79.66,239.00,25.17,90.66,89.17,47.51,92.14,77.25,38.08,49.00,1,주먹 쥐기 (Fist)
281.00,480.00,174.00,583.00,31.00,26.42,342.49,251.81,96.94,96.96,134.39,97.02,11.00,159.72,116.50,92.37,56.36,197.70,287.70,244.74,64.00,107.06,179.46,136.47,98.67,98.25,214.36,158.33,90.00,72.78,132.53,112.60,255.07,116.55,287.33,136.51,146.00,14.27,99.81,93.24,43.01,89.27,69.41,27.08,38.00,1,주먹 쥐기 (Fist)
320.00,540.00,192.00,583.00,12.00,27.58,318.53,233.08,114.63,118.25,152.77,120.92,35.00,149.79,106.96,83.10,65.39,198.95,289.59,241.87,54.00,175.17,122.04,76.65,138.71,70.92,186.41,187.92,162.00,40.87,106.25,109.24,284.49,136.26,258.24,105.41,178.00,78.02,40.20,29.42,26.42,28.99,96.56,40.20,26.00,1,주먹 쥐기 (Fist)
387.00,616.00,140.00,649.00,54.00,178.37,226.42,117.78,123.79,106.08,202.70,55.11,121.00,149.79,106.96,83.10,65.39,198.95,289.59,241.87,54.00,195.00,124.14,86.80,126.02,52.47,176.62,171.44,142.00,27.20,114.82,161.97,268.88,87.19,310.78,160.14,123.00,64.69,45.44,36.30,36.24,18.18,111.56,55.09,41.00,1,주먹 쥐기 (Fist)
304.00,551.00,186.00,594.00,11.00,170.74,223.35,112.64,129.73,113.70,210.69,62.71,129.00,103.26,145.68,151.35,28.23,147.92,220.60,183.39,17.00,146.60,82.46,32.73,177.19,39.42,122.09,115.02,83.00,68.85,155.51,190.43,226.81,89.10,292.10,123.41,166.00,60.71,44.10,33.46,41.04,15.16,106.65,49.04,34.00,1,주먹 쥐기 (Fist)
369.00,583.00,130.00,510.00,22.00,139.45,182.91,70.47,162.80,118.20,179.69,18.38,84.00,121.02,90.69,128.71,81.74,182.06,174.73,132.15,72.00,138.52,62.20,43.74,169.50,18.74,142.24,136.02,104.00,32.41,85.66,241.36,225.34,61.83,340.65,109.87,261.00,61.07,45.69,35.46,42.43,13.19,106.74,47.91,32.00,1,주먹 쥐기 (Fist)
328.00,627.00,96.00,594.00,88.00,135.22,135.56,88.88,138.58,68.63,181.02,65.01,134.00,124.61,134.72,90.25,92.18,233.67,176.86,77.26,127.00,181.22,60.04,149.50,74.95,112.13,128.87,57.38,4.00,76.25,106.71,283.09,182.39,97.24,297.04,89.14,217.00,95.07,17.98,56.17,43.86,56.09,158.31,70.80,30.00,1,주먹 쥐기 (Fist)
224.00,561.00,145.00,605.00,42.00,205.86,134.64,191.20,54.59,152.25,255.86,61.03,30.00,117.99,132.12,101.08,82.68,234.84,186.09,66.87,138.00,163.69,41.26,145.17,62.43,118.24,146.80,62.67,24.00,28.42,23.49,287.66,219.02,171.47,234.60,75.47,132.00,112.44,35.20,71.94,57.69,48.39,141.31,54.11,12.00,1,주먹 쥐기 (Fist)
296.00,490.00,211.00,540.00,11.00,213.67,142.05,193.49,61.74,152.44,247.98,53.27,38.00,65.90,190.26,143.96,144.14,308.63,107.82,138.57,56.00,74.61,85.72,227.96,50.33,193.62,69.30,62.30,67.00,47.00,87.48,224.17,274.24,184.71,248.16,99.88,67.00,67.30,39.86,87.18,91.59,89.11,129.13,8.50,34.00,1,주먹 쥐기 (Fist)
369.00,649.00,120.00,572.00,26.00,134.67,74.98,260.60,78.49,230.34,212.39,28.99,119.00,118.46,125.70,178.26,126.06,358.22,103.15,192.88,10.00,105.53,57.10,208.60,38.05,217.67,77.30,80.11,98.00,55.28,94.90,217.80,279.58,192.73,238.28,96.96,78.00,59.61,49.85,96.99,97.20,82.72,123.04,18.49,24.00,1,주먹 쥐기 (Fist)
328.00,460.00,198.00,441.00,7.00,116.90,80.25,279.71,97.08,217.34,202.07,6.44,95.00,27.77,234.89,61.23,19.42,349.49,239.58,305.56,155.00,56.16,96.62,183.05,25.08,211.48,138.49,119.21,161.00,187.01,179.92,327.76,165.89,85.38,386.50,165.91,75.00,54.24,66.80,103.33,81.32,74.34,143.81,8.64,45.00,1,주먹 쥐기 (Fist)
273.00,460.00,204.00,561.00,6.00,146.28,37.25,297.15,136.01,254.48,152.76,52.74,40.00,135.00,288.97,160.84,109.66,449.27,156.80,252.37,43.00,86.84,135.58,105.18,80.96,284.90,86.29,106.34,82.00,204.94,186.17,346.27,147.80,69.03,374.71,155.24,53.00,80.59,89.42,78.79,58.46,119.18,111.25,38.66,0.00,1,주먹 쥐기 (Fist)
387.00,583.00,135.00,594.00,48.00,146.80,135.28,198.18,111.63,346.89,62.04,150.39,59.00,135.00,288.97,160.84,109.66,449.27,156.80,252.37,43.00,91.64,135.72,102.37,79.56,281.64,84.60,103.63,87.00,188.52,202.45,353.07,130.61,39.56,384.03,157.00,20.00,66.41,91.00,93.78,43.97,126.56,113.84,52.13,15.00,1,주먹 쥐기 (Fist)
281.00,572.00,135.00,594.00,45.00,116.88,100.33,223.73,58.19,355.58,77.68,200.59,114.00,149.48,272.26,151.34,88.07,441.71,175.23,263.21,21.00,70.83,150.67,92.12,100.02,291.86,66.56,87.47,108.00,188.62,224.07,374.87,111.14,40.51,364.43,146.67,42.00,45.42,109.01,104.25,42.76,139.67,96.52,40.01,6.00,1,주먹 쥐기 (Fist)
304.00,500.00,238.00,540.00,3.00,93.17,118.27,204.47,80.66,388.65,38.37,173.59,74.00,204.14,178.45,57.35,142.00,535.54,86.98,194.99,115.00,118.43,98.80,144.12,121.61,343.38,17.73,43.43,160.00,184.43,130.92,326.14,138.62,128.10,220.36,111.86,198.00,71.83,82.65,121.59,16.12,166.32,68.83,48.35,34.00,1,주먹 쥐기 (Fist)
387.00,605.00,120.00,561.00,36.00,114.19,92.71,230.47,65.74,410.23,20.43,168.62,48.00,189.99,209.74,85.36,120.55,555.95,85.96,158.32,159.00,87.67,134.77,133.95,87.66,359.08,49.72,20.16,208.00,185.32,120.89,307.76,153.91,133.56,215.66,115.10,219.00,56.08,93.24,101.39,19.80,170.08,59.07,67.82,56.00,1,주먹 쥐기 (Fist)
320.00,616.00,135.00,594.00,51.00,82.80,120.78,220.92,39.62,405.68,44.45,179.97,16.00,189.99,209.74,85.36,120.55,555.95,85.96,158.32,159.00,90.51,132.77,120.50,75.82,348.69,63.70,25.69,223.00,222.82,65.11,260.02,201.46,186.14,186.72,139.66,155.00,54.81,92.21,105.76,17.80,190.87,52.27,42.82,31.00,1,주먹 쥐기 (Fist)
273.00,551.00,174.00,649.00,28.00,74.91,123.77,227.45,34.21,413.36,37.05,174.10,24.00,235.81,172.55,17.35,159.81,487.84,155.89,88.35,230.00,90.51,132.77,120.50,75.82,348.69,63.70,25.69,223.00,284.15,4.52,292.91,171.75,140.93,247.51,90.80,221.00,53.25,94.15,102.77,20.25,193.31,50.08,40.05,28.00,1,주먹 쥐기 (Fist)
352.00,594.00,135.00,605.00,39.00,103.27,138.65,201.28,21.59,434.11,39.56,144.71,56.00,287.06,124.65,39.85,127.48,495.44,130.15,135.94,176.00,128.46,76.08,117.11,50.00,355.28,98.12,65.16,166.00,306.11,25.95,314.38,150.88,130.12,227.81,110.02,199.00,76.45,67.24,118.01,23.35,189.13,23.09,28.67,1.00,1,주먹 쥐기 (Fist)
320.00,638.00,80.00,510.00,51.00,74.02,74.10,194.78,88.14,409.80,105.56,77.90,123.00,308.95,103.26,55.46,108.45,513.89,121.91,121.31,198.00,186.99,45.97,74.40,10.00,406.55,39.27,5.20,226.00,190.59,120.19,320.32,167.06,11.03,228.70,248.90,60.00,73.45,69.58,119.43,21.26,186.28,21.13,29.86,2.00,1,주먹 쥐기 (Fist)
252.00,520.00,168.00,616.00,24.00,103.06,33.63,150.15,104.85,461.58,72.88,128.60,71.00,281.95,121.82,69.60,95.21,539.52,95.57,116.94,229.00,204.63,59.94,56.65,20.59,392.61,50.12,23.05,208.00,200.35,103.49,298.52,186.12,31.86,248.51,269.57,38.00,85.80,69.18,106.51,14.32,178.12,26.16,40.51,15.00,1,주먹 쥐기 (Fist)
369.00,605.00,156.00,605.00,20.00,103.06,33.63,150.15,104.85,461.58,72.88,128.60,71.00,295.58,124.59,48.95,116.42,535.85,73.89,126.79,251.00,183.50,34.87,66.87,40.25,401.24,56.78,47.80,182.00,231.53,139.78,263.32,245.73,93.83,162.85,208.45,133.00,84.26,67.69,107.06,16.28,179.14,28.14,42.50,17.00,1,주먹 쥐기 (Fist)
387.00,510.00,266.00,638.00,8.00,44.15,33.42,152.15,145.60,501.61,30.96,106.32,130.00,283.33,68.44,125.49,183.83,423.29,97.53,231.64,368.00,178.29,158.64,144.17,191.42,231.32,194.30,133.49,352.00,241.79,183.74,300.46,218.84,72.28,177.92,219.06,89.00,85.53,12.71,67.39,78.64,100.65,60.10,40.88,63.00,1,주먹 쥐기 (Fist)
423.00,649.00,130.00,605.00,31.00,161.05,210.96,116.38,160.55,327.27,226.06,200.84,69.00,253.87,138.90,153.83,147.14,372.36,185.27,319.51,456.00,167.27,146.36,145.00,194.79,225.43,207.58,148.26,367.00,241.79,183.74,300.46,218.84,72.28,177.92,219.06,89.00,94.38,22.82,57.16,77.16,102.68,50.71,29.96,52.00,1,주먹 쥐기 (Fist)
352.00,594.00,168.00,661.00,48.00,215.58,248.23,103.61,126.18,318.54,187.37,173.32,13.00,215.79,238.87,256.28,250.25,319.89,139.43,229.59,352.00,128.38,146.49,186.66,236.56,196.72,198.38,114.17,324.00,217.04,223.68,293.64,302.61,187.11,88.80,199.76,32.00,58.68,33.13,87.61,114.11,76.01,57.03,18.83,15.00,1,주먹 쥐기 (Fist)
281.00,572.00,115.00,551.00,39.00,150.69,260.83,187.41,207.85,236.72,216.79,195.55,75.00,264.36,207.38,248.00,254.37,242.89,195.63,200.62,275.00,123.41,150.54,189.58,235.54,201.55,195.29,116.28,329.00,224.72,228.32,311.81,290.39,192.35,69.41,195.49,53.00,45.70,46.05,87.57,114.28,88.65,44.67,10.23,28.00,1,주먹 쥐기 (Fist)
281.00,551.00,145.00,594.00,28.00,146.04,303.44,218.11,199.42,273.34,171.57,162.32,28.00,182.82,179.63,165.33,166.34,224.50,285.63,234.63,184.00,73.77,202.98,168.40,183.85,201.17,247.94,124.79,276.00,155.05,121.70,214.20,184.36,123.77,90.41,174.93,206.00,28.49,61.59,69.42,93.34,87.49,64.38,28.69,7.00,1,주먹 쥐기 (Fist)
378.00,627.00,151.00,572.00,26.00,137.56,209.81,275.04,304.28,269.65,91.68,85.47,77.00,33.29,121.10,105.05,270.05,96.12,225.29,136.28,351.00,56.16,239.15,115.97,203.68,150.71,209.50,95.83,329.00,150.52,111.66,221.75,174.77,133.81,81.11,176.29,195.00,28.07,67.93,53.80,93.77,68.86,57.66,9.13,27.00,1,주먹 쥐기 (Fist)
320.00,540.00,192.00,583.00,22.00,158.32,233.34,213.37,314.35,215.52,125.70,56.09,144.00,70.82,147.53,62.17,247.36,53.16,256.44,118.21,394.00,58.70,243.05,154.39,156.34,119.18,220.25,70.45,386.00,158.48,122.07,211.58,169.50,141.88,79.80,182.26,184.00,22.04,80.00,50.03,68.07,53.04,75.49,20.45,53.00,1,주먹 쥐기 (Fist)
320.00,605.00,130.00,616.00,39.00,129.53,247.27,214.35,276.81,181.43,164.70,56.32,183.00,37.93,114.53,82.92,218.68,52.64,289.33,101.19,427.00,58.09,238.94,155.90,153.22,122.75,224.72,68.13,391.00,137.97,113.78,212.54,189.36,136.40,95.93,201.04,162.00,22.49,85.93,44.87,69.38,49.35,69.52,14.47,47.00,1,주먹 쥐기 (Fist)
328.00,605.00,105.00,583.00,57.00,108.36,269.97,193.74,284.68,179.07,148.67,61.94,159.00,74.11,84.12,110.62,186.27,52.79,234.74,191.07,322.00,160.68,110.39,288.72,94.76,53.84,107.77,189.36,258.00,94.97,139.19,175.71,176.31,178.62,53.49,158.48,205.00,62.17,53.65,94.32,22.20,12.31,55.46,41.89,7.00,1,주먹 쥐기 (Fist)
281.00,583.00,192.00,672.00,16.00,213.78,181.91,287.17,189.99,88.21,192.03,157.17,53.00,52.42,65.66,120.81,164.30,62.95,244.55,213.07,300.00,88.79,153.52,266.82,25.06,125.84,126.78,260.77,186.00,42.33,250.17,102.30,70.71,152.32,146.92,267.71,94.00,42.18,47.28,94.12,13.15,32.27,72.93,61.55,27.00,1,주먹 쥐기 (Fist)
405.00,672.00,115.00,594.00,45.00,135.68,204.48,299.76,160.13,32.82,276.78,241.77,32.00,103.67,121.42,66.32,176.78,59.17,298.74,265.44,244.00,107.02,153.59,250.28,23.41,134.74,146.33,278.47,166.00,42.33,250.17,102.30,70.71,152.32,146.92,267.71,94.00,36.83,42.69,99.88,7.28,30.71,67.32,56.51,21.00,1,주먹 쥐기 (Fist)
312.00,638.00,130.00,627.00,45.00,115.84,196.17,338.58,121.49,12.33,248.84,207.78,7.00,179.83,190.29,105.26,101.41,134.84,229.43,207.75,331.00,141.81,188.98,214.25,23.41,165.10,112.38,251.98,210.00,21.34,250.87,82.72,52.50,139.57,155.09,255.03,116.00,49.26,59.68,90.29,20.25,45.99,62.57,49.33,4.00,1,주먹 쥐기 (Fist)
273.00,500.00,151.00,530.00,22.00,140.30,262.82,309.90,134.16,73.77,264.05,174.09,86.00,129.44,187.14,50.39,177.56,208.92,245.40,211.73,425.00,133.14,173.41,210.46,32.56,179.51,113.84,249.53,226.00,53.68,311.62,119.03,116.11,113.54,87.94,278.88,41.00,42.83,49.60,81.07,30.61,58.97,73.88,53.89,13.00,1,주먹 쥐기 (Fist)
304.00,551.00,120.00,561.00,42.00,144.43,278.12,322.81,120.07,71.57,249.68,172.43,70.00,163.82,264.70,135.31,160.31,235.43,169.79,172.68,338.00,133.94,156.54,171.35,66.48,185.36,84.66,241.93,186.00,21.39,262.26,75.35,109.55,67.52,38.46,286.58,10.00,45.34,52.82,72.11,36.88,61.49,64.88,47.70,4.00,1,주먹 쥐기 (Fist)
320.00,616.00,145.00,594.00,33.00,164.33,252.85,267.65,164.92,136.50,186.24,155.40,2.00,92.78,180.00,120.45,256.20,331.10,76.32,138.40,242.00,123.21,147.71,185.79,77.80,208.17,61.88,231.71,163.00,22.63,273.63,71.87,87.69,50.74,35.84,284.08,32.00,39.59,44.43,75.15,43.28,70.48,59.13,39.97,5.00,1,주먹 쥐기 (Fist)
320.00,572.00,156.00,583.00,26.00,129.75,232.11,257.32,199.48,169.35,175.30,141.74,47.00,120.75,188.77,88.00,257.03,342.98,69.04,127.65,209.00,123.21,147.71,185.79,77.80,208.17,61.88,231.71,163.00,34.26,269.95,52.13,93.05,45.88,21.62,294.67,10.00,34.69,38.92,71.07,47.38,68.22,58.54,45.87,1.00,1,주먹 쥐기 (Fist)
328.00,561.00,120.00,510.00,39.00,83.89,180.56,201.13,241.62,196.56,144.81,178.25,12.00,70.10,215.13,124.38,206.29,309.87,111.27,107.21,158.00,55.67,47.30,40.91,116.81,165.12,149.13,109.11,17.00,146.74,185.89,91.44,217.52,171.20,147.95,206.97,138.00,9.58,40.65,42.84,34.06,49.88,84.09,16.99,30.00,1,주먹 쥐기 (Fist)
252.00,490.00,174.00,510.00,16.00,104.45,36.86,151.97,187.86,48.48,309.27,65.16,159.00,227.72,61.60,222.84,246.01,160.91,266.61,132.89,1.00,63.30,29.72,63.78,145.04,128.29,190.90,72.98,27.00,231.37,99.53,170.51,223.76,151.06,99.33,289.20,43.00,22.14,26.93,43.02,49.04,34.88,98.53,15.69,45.00,1,주먹 쥐기 (Fist)
336.00,583.00,145.00,594.00,31.00,116.40,48.02,167.78,171.94,39.51,296.18,71.76,143.00,237.60,51.15,231.99,236.92,160.08,260.12,128.52,10.00,46.95,46.26,73.86,130.43,108.81,203.01,52.20,50.00,283.70,35.93,182.24,160.46,89.42,80.98,222.28,110.00,39.14,11.45,30.27,51.24,44.14,91.09,12.49,28.00,1,주먹 쥐기 (Fist)
352.00,551.00,217.00,605.00,20.00,103.46,23.92,144.77,192.77,31.57,293.58,135.31,72.00,252.14,46.33,229.09,225.52,179.94,257.38,129.74,11.00,144.18,57.57,33.35,76.11,164.68,210.04,50.80,152.00,258.03,71.74,224.67,188.04,56.64,63.23,172.25,164.00,57.04,21.02,13.17,33.54,54.85,85.23,21.73,47.00,1,주먹 쥐기 (Fist)
328.00,627.00,115.00,540.00,22.00,133.93,68.50,187.41,152.63,43.87,259.45,88.47,119.00,233.10,54.93,302.54,164.77,236.34,204.85,132.90,87.00,115.11,37.38,22.15,106.08,191.82,198.28,78.13,182.00,264.29,77.05,182.28,232.94,103.87,48.41,141.72,218.00,61.84,26.92,16.05,31.32,49.28,90.32,15.93,41.00,1,주먹 쥐기 (Fist)
328.00,530.00,180.00,616.00,28.00,88.13,57.65,156.76,186.27,91.28,209.48,50.40,169.00,224.96,104.82,258.72,242.63,234.45,109.88,159.80,184.00,138.97,39.59,8.25,111.02,193.63,172.65,101.60,211.00,275.35,38.01,171.69,214.45,137.76,45.65,145.93,262.00,60.79,25.81,14.14,29.41,49.34,92.26,13.94,39.00,1,주먹 쥐기 (Fist)
336.00,572.00,162.00,627.00,28.00,104.03,45.21,147.78,197.28,95.34,198.01,49.86,185.00,235.29,74.12,235.15,259.70,208.44,83.32,169.05,216.00,123.53,56.88,32.00,82.86,168.43,143.87,121.91,241.00,306.30,6.92,129.85,256.32,152.31,73.59,124.74,218.00,60.22,27.79,14.96,28.16,43.74,89.29,19.41,45.00,1,주먹 쥐기 (Fist)
361.00,649.00,156.00,684.00,36.00,143.80,4.21,107.49,228.04,128.80,201.65,46.22,144.00,268.25,68.06,195.18,296.71,247.73,97.80,174.99,172.00,127.42,30.99,26.28,76.32,147.02,134.10,135.17,267.00,371.00,74.63,96.77,283.05,84.75,12.92,178.05,286.00,59.27,24.99,11.97,25.18,41.67,90.22,21.71,48.00,1,주먹 쥐기 (Fist)
396.00,720.00,115.00,684.00,68.00,203.57,65.09,116.87,193.87,85.94,246.28,83.50,212.00,380.20,175.30,234.65,258.38,276.51,166.90,139.12,287.00,126.40,26.05,36.21,66.37,144.78,129.70,133.27,257.00,471.52,161.65,188.57,201.56,146.48,96.44,79.55,185.00,66.83,35.38,19.51,28.65,47.47,100.21,28.85,59.00,1,주먹 쥐기 (Fist)
273.00,561.00,125.00,520.00,26.00,198.10,59.42,108.88,201.32,91.72,254.27,91.36,220.00,358.66,157.13,213.13,280.19,298.46,188.59,133.59,309.00,167.07,60.95,59.17,89.20,80.24,71.26,162.69,190.00,343.81,167.79,148.57,326.02,188.51,224.60,72.72,33.00,76.27,41.17,20.18,20.52,37.90,90.99,25.91,49.00,1,주먹 쥐기 (Fist)
281.00,551.00,145.00,627.00,33.00,194.85,139.90,134.52,195.06,57.08,192.88,39.89,96.00,268.08,183.65,226.46,291.00,283.51,152.92,223.32,188.00,139.33,56.89,38.59,113.21,63.41,41.41,189.21,160.00,360.64,136.27,116.24,341.98,175.97,240.52,104.49,0.00,64.31,43.62,30.30,30.02,39.06,87.40,31.36,37.00,1,주먹 쥐기 (Fist)
369.00,672.00,105.00,572.00,51.00,164.61,88.45,82.16,250.46,111.65,227.10,96.72,39.00,280.45,150.68,192.46,323.64,316.10,179.91,257.05,154.00,164.31,40.21,30.08,102.18,82.75,32.94,214.17,135.00,354.81,187.32,154.85,296.40,121.29,234.69,152.63,55.00,69.67,38.29,26.13,33.42,45.01,90.66,36.67,31.00,1,주먹 쥐기 (Fist)
281.00,605.00,145.00,638.00,42.00,158.91,87.08,83.61,252.24,110.45,219.10,89.23,47.00,303.08,78.37,179.41,365.82,264.41,79.37,158.57,259.00,169.94,34.46,24.73,107.84,77.85,29.03,208.53,141.00,332.13,169.34,210.63,247.12,115.45,176.79,240.59,163.00,84.35,19.81,39.67,50.57,39.23,71.09,16.73,51.00,1,주먹 쥐기 (Fist)
312.00,583.00,145.00,583.00,24.00,151.58,92.19,91.52,244.48,103.53,225.04,95.16,39.00,304.70,96.50,210.71,338.94,241.78,94.96,181.33,227.00,152.45,57.86,47.05,102.49,87.33,5.70,190.93,166.00,323.23,187.43,231.14,226.11,93.46,196.73,226.96,141.00,77.08,29.65,26.19,60.31,56.00,56.56,4.99,69.00,1,주먹 쥐기 (Fist)
336.00,572.00,120.00,551.00,45.00,135.58,108.17,100.70,241.05,116.81,224.61,89.06,55.00,320.06,52.56,189.93,365.55,200.96,99.68,204.79,183.00,162.17,50.56,51.83,77.65,112.16,19.32,184.04,191.00,354.75,145.70,233.42,216.69,88.36,237.28,220.81,98.00,77.04,31.12,22.54,51.74,64.40,57.04,15.93,81.00,1,주먹 쥐기 (Fist)
296.00,583.00,110.00,540.00,51.00,158.28,91.79,114.16,217.50,115.45,242.31,94.14,79.00,312.15,61.30,182.31,374.04,201.58,95.37,207.93,172.00,172.03,87.97,97.80,85.00,108.42,35.53,181.62,145.00,395.88,130.30,275.31,174.11,48.32,220.84,210.20,141.00,73.18,54.61,8.19,72.47,76.34,39.88,9.68,56.00,1,주먹 쥐기 (Fist)
273.00,583.00,174.00,696.00,26.00,203.49,112.80,167.58,213.28,166.87,187.53,70.43,24.00,291.90,68.91,161.83,388.24,180.75,115.69,210.79,194.00,182.55,41.15,93.11,42.72,161.17,87.98,172.49,91.00,212.11,159.49,228.94,234.23,150.99,348.44,195.72,327.00,78.93,43.85,19.38,67.36,88.98,27.41,22.64,43.00,1,주먹 쥐기 (Fist)
405.00,684.00,110.00,605.00,51.00,164.10,45.00,203.86,61.00,289.52,149.35,133.87,129.00,98.06,187.25,253.19,274.70,342.84,101.13,193.88,0.00,147.39,75.95,32.60,36.24,202.93,136.06,158.28,27.00,144.44,187.79,321.67,176.66,125.78,255.75,216.46,232.00,55.11,59.05,26.60,35.81,101.09,15.40,56.32,8.00,1,주먹 쥐기 (Fist)
281.00,540.00,145.00,583.00,45.00,142.09,56.27,151.00,74.40,291.04,198.28,174.45,184.00,139.51,174.05,216.07,315.29,345.20,142.89,199.80,43.00,147.39,75.95,32.60,36.24,202.93,136.06,158.28,27.00,146.92,190.59,315.80,186.63,136.30,250.40,224.73,221.00,44.70,60.08,38.98,29.83,110.19,1.70,45.12,22.00,1,주먹 쥐기 (Fist)
281.00,638.00,88.00,572.00,42.00,115.33,127.24,162.56,45.35,354.56,134.90,150.03,113.00,85.07,145.05,217.59,351.93,272.60,204.15,205.92,130.00,54.77,108.59,139.62,103.59,74.40,129.91,109.41,102.00,146.37,220.11,336.30,175.60,118.51,242.82,193.58,254.00,26.49,51.10,44.73,51.48,89.98,23.68,58.11,0.00,1,주먹 쥐기 (Fist)
320.00,572.00,135.00,540.00,33.00,111.68,133.12,170.56,37.64,348.81,136.79,148.20,121.00,97.89,189.93,264.51,306.40,226.25,219.80,207.31,185.00,67.28,107.30,128.98,101.04,66.47,125.04,105.92,122.00,146.37,220.11,336.30,175.60,118.51,242.82,193.58,254.00,16.96,42.15,38.91,54.08,90.00,17.81,54.75,11.00,1,주먹 쥐기 (Fist)
273.00,561.00,120.00,551.00,36.00,79.91,147.17,198.56,56.85,332.10,170.83,184.82,66.00,98.79,160.16,241.32,288.85,235.51,210.45,202.38,216.00,25.06,75.87,102.40,41.11,119.54,83.62,94.85,182.00,116.41,254.09,347.33,201.94,181.24,179.04,136.90,319.00,9.51,34.19,30.93,46.62,97.25,15.90,53.92,3.00,1,주먹 쥐기 (Fist)
312.00,572.00,151.00,594.00,33.00,65.96,140.98,187.79,74.40,355.80,146.84,162.32,90.00,98.79,160.16,241.32,288.85,235.51,210.45,202.38,216.00,22.10,66.71,91.60,41.77,112.39,94.29,98.38,171.00,100.38,252.21,321.82,230.41,178.32,198.52,156.95,286.00,4.57,31.33,29.68,44.92,93.68,19.76,56.16,8.00,1,주먹 쥐기 (Fist)
